Kategorie,Bundesland,jahr,wert
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2015
 Soll",642321
"Jugendarbeit, Tageseinrichtungen für Kinder",Sachsen-Anhalt,"2016
 Soll",678551
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,1995,175929
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,1996,207275
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,1997,199504
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,1998,198988
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,1999,204610
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2000,215425
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2001,218062
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2002,241868
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2003,263615
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2004,265800
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2005,269805
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2006,272872
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2007,293477
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2008,391100
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2009,455263
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2010,550951
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,2011,527500
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2012
 vorl. Ist",569303
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2013
 vorl. Ist",649681
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2014
 vorl. Ist",684336
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2015
 vorl. Ist",732440
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2015
 Soll",733503
"Jugendarbeit, Tageseinrichtungen für Kinder",Schleswig-Holstein,"2016
 Soll",774385
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,1995,396232
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,1996,365593
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,1997,343885
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,1998,329705
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,1999,341015
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2000,344881
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2001,346401
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2002,208727
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2003,211010
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2004,208899
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2005,366272
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2006,355331
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2007,351274
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2008,366001
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2009,401534
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2010,459762
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,2011,507636
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2012
 vorl. Ist",528747
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2013
 vorl. Ist",556926
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2014
 vorl. Ist",568594
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2015
 vorl. Ist",573792
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2015
 Soll",573663
"Jugendarbeit, Tageseinrichtungen für Kinder",Thüringen,"2016
 Soll",607860
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,1995,984744
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,1996,998372
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,1997,969790
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,1998,930534
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,1999,931408
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2000,649856
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2001,647719
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2002,810985
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2003,781668
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2004,763872
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2005,807614
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2006,738173
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2007,766584
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2008,805475
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2009,856252
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2010,961519
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,2011,1066273
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2012
 vorl. Ist",1157417
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2013
 vorl. Ist",1253922
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2014
 vorl. Ist",1364010
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2015
 vorl. Ist",1436673
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2015
 Soll",1215079
"Jugendarbeit, Tageseinrichtungen für Kinder",Berlin,"2016
 Soll",1479032
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,1995,83874
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,1996,84795
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,1997,89389
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,1998,90057
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,1999,91559
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2000,94112
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2001,96666
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2002,116592
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2003,100342
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2004,103496
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2005,106123
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2006,104251
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2007,105526
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2008,113922
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2009,134426
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2010,146885
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,2011,156741
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2012
 vorl. Ist",174372
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2013
 vorl. Ist",189193
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2014
 vorl. Ist",198734
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2015
 vorl. Ist",222747
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2015
 Soll",195026
"Jugendarbeit, Tageseinrichtungen für Kinder",Bremen,"2016
 Soll",199901
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,1995,311245
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,1996,364076
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,1997,353361
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,1998,402453
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,1999,485330
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2000,463119
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2001,492436
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2002,338042
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2003,357107
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2004,383719
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2005,380517
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2006,391714
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2007,413532
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2008,444070
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2009,497938
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2010,516783
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,2011,520569
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2012
 vorl. Ist",584010
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2013
 vorl. Ist",595205
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2014
 vorl. Ist",640458
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2015
 vorl. Ist",751574
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2015
 Soll",671367
"Jugendarbeit, Tageseinrichtungen für Kinder",Hamburg,"2016
 Soll",705579
