Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Französisch,Gymnasien (G8),Eingangsphase E,Saarland,2784
Französisch,Gymnasien (G8),Eingangsphase E,Sachsen,6372
Französisch,Gymnasien (G8),Eingangsphase E,Sachsen-Anhalt,3416
Französisch,Gymnasien (G8),Eingangsphase E,Schleswig-Holstein,3940
Französisch,Gymnasien (G8),Eingangsphase E,Thüringen,3414
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Baden-Württemberg,6125
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Bayern,8603
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Berlin,2500
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Brandenburg,4263
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Bremen,159
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Hamburg,1772
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Hessen,0
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Mecklenburg-Vorpommern,706
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Niedersachsen,0
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Nordrhein-Westfalen,10860
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Rheinland-Pfalz,317
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Saarland,1368
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Sachsen,5223
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Sachsen-Anhalt,1081
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Schleswig-Holstein,2039
Französisch,Gymnasien (G8),Qualifizierungsstufe Q1,Thüringen,1803
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Baden-Württemberg,6284
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Bayern,5675
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Berlin,1425
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Brandenburg,3506
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Bremen,199
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Hamburg,1707
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Hessen,0
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Mecklenburg-Vorpommern,619
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Niedersachsen,0
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Nordrhein-Westfalen,10963
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Rheinland-Pfalz,256
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Saarland,1479
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Sachsen,4749
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Sachsen-Anhalt,1037
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Schleswig-Holstein,1581
Französisch,Gymnasien (G8),Qualifizierungsstufe Q2,Thüringen,1875
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Bayern,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Berlin,76
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Bremen,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Hamburg,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Hessen,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Niedersachsen,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Nordrhein-Westfalen,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Rheinland-Pfalz,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Saarland,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Sachsen,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Schleswig-Holstein,0
Französisch,Gymnasien (G8),Sekundarstufe 2 - ohne Klassenstufe,Thüringen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Baden-Württemberg,5805
Französisch,Gymnasien (G8),Bereich unbekannt,Bayern,0
Französisch,Gymnasien (G8),Bereich unbekannt,Berlin,0
Französisch,Gymnasien (G8),Bereich unbekannt,Brandenburg,0
Französisch,Gymnasien (G8),Bereich unbekannt,Bremen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Hamburg,0
Französisch,Gymnasien (G8),Bereich unbekannt,Hessen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G8),Bereich unbekannt,Niedersachsen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Nordrhein-Westfalen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Rheinland-Pfalz,0
Französisch,Gymnasien (G8),Bereich unbekannt,Saarland,0
Französisch,Gymnasien (G8),Bereich unbekannt,Sachsen,0
Französisch,Gymnasien (G8),Bereich unbekannt,Sachsen-Anhalt,0
Französisch,Gymnasien (G8),Bereich unbekannt,Schleswig-Holstein,0
Französisch,Gymnasien (G8),Bereich unbekannt,Thüringen,0
Französisch,Gymnasien (G9),5. Klassenstufe,Baden-Württemberg,72
Französisch,Gymnasien (G9),5. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),5. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),5. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),5. Klassenstufe,Bremen,0
Französisch,Gymnasien (G9),5. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),5. Klassenstufe,Hessen,852
Französisch,Gymnasien (G9),5. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),5. Klassenstufe,Niedersachsen,0
Französisch,Gymnasien (G9),5. Klassenstufe,Nordrhein-Westfalen,0
Französisch,Gymnasien (G9),5. Klassenstufe,Rheinland-Pfalz,1024
Französisch,Gymnasien (G9),5. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),5. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),5. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),5. Klassenstufe,Schleswig-Holstein,0
Französisch,Gymnasien (G9),5. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),6. Klassenstufe,Baden-Württemberg,1854
Französisch,Gymnasien (G9),6. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),6. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),6. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),6. Klassenstufe,Bremen,23
Französisch,Gymnasien (G9),6. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),6. Klassenstufe,Hessen,2452
Französisch,Gymnasien (G9),6. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),6. Klassenstufe,Niedersachsen,244
Französisch,Gymnasien (G9),6. Klassenstufe,Nordrhein-Westfalen,522
Französisch,Gymnasien (G9),6. Klassenstufe,Rheinland-Pfalz,8232
Französisch,Gymnasien (G9),6. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),6. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),6. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),6. Klassenstufe,Schleswig-Holstein,0
Französisch,Gymnasien (G9),6. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),7. Klassenstufe,Baden-Württemberg,3946
Französisch,Gymnasien (G9),7. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),7. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),7. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),7. Klassenstufe,Bremen,47
Französisch,Gymnasien (G9),7. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),7. Klassenstufe,Hessen,8696
Französisch,Gymnasien (G9),7. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),7. Klassenstufe,Niedersachsen,236
Französisch,Gymnasien (G9),7. Klassenstufe,Nordrhein-Westfalen,692
Französisch,Gymnasien (G9),7. Klassenstufe,Rheinland-Pfalz,8536
Französisch,Gymnasien (G9),7. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),7. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),7. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),7. Klassenstufe,Schleswig-Holstein,619
Französisch,Gymnasien (G9),7. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),8. Klassenstufe,Baden-Württemberg,1722
Französisch,Gymnasien (G9),8. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),8. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),8. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),8. Klassenstufe,Bremen,34
Französisch,Gymnasien (G9),8. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),8. Klassenstufe,Hessen,3559
Französisch,Gymnasien (G9),8. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),8. Klassenstufe,Niedersachsen,322
Französisch,Gymnasien (G9),8. Klassenstufe,Nordrhein-Westfalen,531
Französisch,Gymnasien (G9),8. Klassenstufe,Rheinland-Pfalz,9274
Französisch,Gymnasien (G9),8. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),8. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),8. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),8. Klassenstufe,Schleswig-Holstein,688
Französisch,Gymnasien (G9),8. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),9. Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),9. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),9. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),9. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),9. Klassenstufe,Bremen,24
Französisch,Gymnasien (G9),9. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),9. Klassenstufe,Hessen,3079
Französisch,Gymnasien (G9),9. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),9. Klassenstufe,Niedersachsen,271
Französisch,Gymnasien (G9),9. Klassenstufe,Nordrhein-Westfalen,599
Französisch,Gymnasien (G9),9. Klassenstufe,Rheinland-Pfalz,8827
Französisch,Gymnasien (G9),9. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),9. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),9. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),9. Klassenstufe,Schleswig-Holstein,703
Französisch,Gymnasien (G9),9. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),10. Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),10. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),10. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),10. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),10. Klassenstufe,Bremen,20
Französisch,Gymnasien (G9),10. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),10. Klassenstufe,Hessen,1916
Französisch,Gymnasien (G9),10. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),10. Klassenstufe,Niedersachsen,261
Französisch,Gymnasien (G9),10. Klassenstufe,Nordrhein-Westfalen,71
Französisch,Gymnasien (G9),10. Klassenstufe,Rheinland-Pfalz,9160
Französisch,Gymnasien (G9),10. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),10. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),10. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),10. Klassenstufe,Schleswig-Holstein,548
Französisch,Gymnasien (G9),10. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Bremen,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Hessen,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Niedersachsen,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Nordrhein-Westfalen,47
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Rheinland-Pfalz,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Schleswig-Holstein,0
Französisch,Gymnasien (G9),Sekundarstufe 1 - ohne Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),11. Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),11. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),11. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),11. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),11. Klassenstufe,Bremen,0
Französisch,Gymnasien (G9),11. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),11. Klassenstufe,Hessen,13198
Französisch,Gymnasien (G9),11. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),11. Klassenstufe,Niedersachsen,107
Französisch,Gymnasien (G9),11. Klassenstufe,Nordrhein-Westfalen,132
Französisch,Gymnasien (G9),11. Klassenstufe,Rheinland-Pfalz,4346
Französisch,Gymnasien (G9),11. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),11. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),11. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),11. Klassenstufe,Schleswig-Holstein,100
Französisch,Gymnasien (G9),11. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),12. Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),12. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),12. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),12. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),12. Klassenstufe,Bremen,0
Französisch,Gymnasien (G9),12. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),12. Klassenstufe,Hessen,5509
Französisch,Gymnasien (G9),12. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),12. Klassenstufe,Niedersachsen,0
Französisch,Gymnasien (G9),12. Klassenstufe,Nordrhein-Westfalen,107
Französisch,Gymnasien (G9),12. Klassenstufe,Rheinland-Pfalz,4120
Französisch,Gymnasien (G9),12. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),12. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),12. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),12. Klassenstufe,Schleswig-Holstein,96
Französisch,Gymnasien (G9),12. Klassenstufe,Thüringen,0
Französisch,Gymnasien (G9),13. Klassenstufe,Baden-Württemberg,0
Französisch,Gymnasien (G9),13. Klassenstufe,Bayern,0
Französisch,Gymnasien (G9),13. Klassenstufe,Berlin,0
Französisch,Gymnasien (G9),13. Klassenstufe,Brandenburg,0
Französisch,Gymnasien (G9),13. Klassenstufe,Bremen,0
Französisch,Gymnasien (G9),13. Klassenstufe,Hamburg,0
Französisch,Gymnasien (G9),13. Klassenstufe,Hessen,3060
Französisch,Gymnasien (G9),13. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Gymnasien (G9),13. Klassenstufe,Niedersachsen,0
Französisch,Gymnasien (G9),13. Klassenstufe,Nordrhein-Westfalen,106
Französisch,Gymnasien (G9),13. Klassenstufe,Rheinland-Pfalz,4511
Französisch,Gymnasien (G9),13. Klassenstufe,Saarland,0
Französisch,Gymnasien (G9),13. Klassenstufe,Sachsen,0
Französisch,Gymnasien (G9),13. Klassenstufe,Sachsen-Anhalt,0
Französisch,Gymnasien (G9),13. Klassenstufe,Schleswig-Holstein,2230
Französisch,Gymnasien (G9),13. Klassenstufe,Thüringen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Baden-Württemberg,1084
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Bayern,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Berlin,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Brandenburg,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Bremen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Hamburg,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Hessen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Niedersachsen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Nordrhein-Westfalen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Rheinland-Pfalz,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Saarland,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Sachsen,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Sachsen-Anhalt,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Schleswig-Holstein,0
Französisch,Integrierte Gesamtschulen,1. Klassenstufe,Thüringen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Baden-Württemberg,1103
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Bayern,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Berlin,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Brandenburg,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Bremen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Hamburg,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Hessen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Niedersachsen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Nordrhein-Westfalen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Rheinland-Pfalz,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Saarland,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Sachsen,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Sachsen-Anhalt,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Schleswig-Holstein,0
Französisch,Integrierte Gesamtschulen,2. Klassenstufe,Thüringen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Baden-Württemberg,1180
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Bayern,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Berlin,64
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Brandenburg,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Bremen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Hamburg,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Hessen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Niedersachsen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Nordrhein-Westfalen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Rheinland-Pfalz,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Saarland,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Sachsen,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Sachsen-Anhalt,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Schleswig-Holstein,0
Französisch,Integrierte Gesamtschulen,3. Klassenstufe,Thüringen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Baden-Württemberg,1155
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Bayern,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Berlin,33
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Brandenburg,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Bremen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Hamburg,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Hessen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Mecklenburg-Vorpommern,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Niedersachsen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Nordrhein-Westfalen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Rheinland-Pfalz,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Saarland,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Sachsen,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Sachsen-Anhalt,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Schleswig-Holstein,0
Französisch,Integrierte Gesamtschulen,4. Klassenstufe,Thüringen,0
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Baden-Württemberg,0
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Bayern,0
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Berlin,41
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Brandenburg,25
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Bremen,19
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Hamburg,28
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Hessen,37
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Mecklenburg-Vorpommern,12
Französisch,Integrierte Gesamtschulen,5. Klassenstufe,Niedersachsen,0
