Jahrgangsstufe,Schulart,Geschlecht,bundesland,anzahl
Klassenstufe 5,Gymnasien (G9),weiblich,Baden-Württemberg,2946
Klassenstufe 5,Gymnasien (G9),weiblich,Bayern,0
Klassenstufe 5,Gymnasien (G9),weiblich,Berlin,0
Klassenstufe 5,Gymnasien (G9),weiblich,Brandenburg,0
Klassenstufe 5,Gymnasien (G9),weiblich,Bremen,64
Klassenstufe 5,Gymnasien (G9),weiblich,Hamburg,0
Klassenstufe 5,Gymnasien (G9),weiblich,Hessen,10070
Klassenstufe 5,Gymnasien (G9),weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 5,Gymnasien (G9),weiblich,Niedersachsen,212
Klassenstufe 5,Gymnasien (G9),weiblich,Nordrhein-Westfalen,446
Klassenstufe 5,Gymnasien (G9),weiblich,Rheinland-Pfalz,6880
Klassenstufe 5,Gymnasien (G9),weiblich,Saarland,0
Klassenstufe 5,Gymnasien (G9),weiblich,Sachsen,0
Klassenstufe 5,Gymnasien (G9),weiblich,Sachsen-Anhalt,0
Klassenstufe 5,Gymnasien (G9),weiblich,Schleswig-Holstein,748
Klassenstufe 5,Gymnasien (G9),weiblich,Thüringen,0
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Baden-Württemberg,8395
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Bayern,159
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Berlin,774
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Brandenburg,42
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Bremen,2365
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Hamburg,3653
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Hessen,5539
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Mecklenburg-Vorpommern,601
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Niedersachsen,5822
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Nordrhein-Westfalen,21910
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Rheinland-Pfalz,3238
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Saarland,2320
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Sachsen,0
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Sachsen-Anhalt,1156
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Schleswig-Holstein,7775
Klassenstufe 5,Integrierte Gesamtschulen,männlich,Thüringen,1097
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Baden-Württemberg,6661
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Bayern,159
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Berlin,709
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Brandenburg,42
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Bremen,2014
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Hamburg,3125
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Hessen,5020
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Mecklenburg-Vorpommern,580
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Niedersachsen,5548
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Nordrhein-Westfalen,20586
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Rheinland-Pfalz,2777
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Saarland,2009
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Sachsen,0
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Sachsen-Anhalt,1029
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Schleswig-Holstein,6601
Klassenstufe 5,Integrierte Gesamtschulen,weiblich,Thüringen,981
Klassenstufe 5,Freie Waldorfschulen,männlich,Baden-Württemberg,893
Klassenstufe 5,Freie Waldorfschulen,männlich,Bayern,333
Klassenstufe 5,Freie Waldorfschulen,männlich,Berlin,168
Klassenstufe 5,Freie Waldorfschulen,männlich,Brandenburg,51
Klassenstufe 5,Freie Waldorfschulen,männlich,Bremen,42
Klassenstufe 5,Freie Waldorfschulen,männlich,Hamburg,115
Klassenstufe 5,Freie Waldorfschulen,männlich,Hessen,213
Klassenstufe 5,Freie Waldorfschulen,männlich,Mecklenburg-Vorpommern,41
Klassenstufe 5,Freie Waldorfschulen,männlich,Niedersachsen,274
Klassenstufe 5,Freie Waldorfschulen,männlich,Nordrhein-Westfalen,645
Klassenstufe 5,Freie Waldorfschulen,männlich,Rheinland-Pfalz,92
Klassenstufe 5,Freie Waldorfschulen,männlich,Saarland,49
Klassenstufe 5,Freie Waldorfschulen,männlich,Sachsen,74
Klassenstufe 5,Freie Waldorfschulen,männlich,Sachsen-Anhalt,41
Klassenstufe 5,Freie Waldorfschulen,männlich,Schleswig-Holstein,210
Klassenstufe 5,Freie Waldorfschulen,männlich,Thüringen,59
Klassenstufe 5,Freie Waldorfschulen,weiblich,Baden-Württemberg,992
Klassenstufe 5,Freie Waldorfschulen,weiblich,Bayern,382
Klassenstufe 5,Freie Waldorfschulen,weiblich,Berlin,186
Klassenstufe 5,Freie Waldorfschulen,weiblich,Brandenburg,61
Klassenstufe 5,Freie Waldorfschulen,weiblich,Bremen,54
Klassenstufe 5,Freie Waldorfschulen,weiblich,Hamburg,153
Klassenstufe 5,Freie Waldorfschulen,weiblich,Hessen,254
Klassenstufe 5,Freie Waldorfschulen,weiblich,Mecklenburg-Vorpommern,44
Klassenstufe 5,Freie Waldorfschulen,weiblich,Niedersachsen,310
Klassenstufe 5,Freie Waldorfschulen,weiblich,Nordrhein-Westfalen,671
Klassenstufe 5,Freie Waldorfschulen,weiblich,Rheinland-Pfalz,120
Klassenstufe 5,Freie Waldorfschulen,weiblich,Saarland,54
Klassenstufe 5,Freie Waldorfschulen,weiblich,Sachsen,82
Klassenstufe 5,Freie Waldorfschulen,weiblich,Sachsen-Anhalt,45
Klassenstufe 5,Freie Waldorfschulen,weiblich,Schleswig-Holstein,222
Klassenstufe 5,Freie Waldorfschulen,weiblich,Thüringen,68
Klassenstufe 5,Förderschulen,männlich,Baden-Württemberg,2414
Klassenstufe 5,Förderschulen,männlich,Bayern,2604
Klassenstufe 5,Förderschulen,männlich,Berlin,348
Klassenstufe 5,Förderschulen,männlich,Brandenburg,336
Klassenstufe 5,Förderschulen,männlich,Bremen,17
Klassenstufe 5,Förderschulen,männlich,Hamburg,213
Klassenstufe 5,Förderschulen,männlich,Hessen,1085
Klassenstufe 5,Förderschulen,männlich,Mecklenburg-Vorpommern,413
Klassenstufe 5,Förderschulen,männlich,Niedersachsen,1258
Klassenstufe 5,Förderschulen,männlich,Nordrhein-Westfalen,3209
Klassenstufe 5,Förderschulen,männlich,Rheinland-Pfalz,666
Klassenstufe 5,Förderschulen,männlich,Saarland,87
Klassenstufe 5,Förderschulen,männlich,Sachsen,1014
Klassenstufe 5,Förderschulen,männlich,Sachsen-Anhalt,549
Klassenstufe 5,Förderschulen,männlich,Schleswig-Holstein,161
Klassenstufe 5,Förderschulen,männlich,Thüringen,292
Klassenstufe 5,Förderschulen,weiblich,Baden-Württemberg,1313
Klassenstufe 5,Förderschulen,weiblich,Bayern,1561
Klassenstufe 5,Förderschulen,weiblich,Berlin,181
Klassenstufe 5,Förderschulen,weiblich,Brandenburg,193
Klassenstufe 5,Förderschulen,weiblich,Bremen,15
Klassenstufe 5,Förderschulen,weiblich,Hamburg,135
Klassenstufe 5,Förderschulen,weiblich,Hessen,610
Klassenstufe 5,Förderschulen,weiblich,Mecklenburg-Vorpommern,235
Klassenstufe 5,Förderschulen,weiblich,Niedersachsen,553
Klassenstufe 5,Förderschulen,weiblich,Nordrhein-Westfalen,1463
Klassenstufe 5,Förderschulen,weiblich,Rheinland-Pfalz,368
Klassenstufe 5,Förderschulen,weiblich,Saarland,50
Klassenstufe 5,Förderschulen,weiblich,Sachsen,578
Klassenstufe 5,Förderschulen,weiblich,Sachsen-Anhalt,317
Klassenstufe 5,Förderschulen,weiblich,Schleswig-Holstein,75
Klassenstufe 5,Förderschulen,weiblich,Thüringen,149
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Baden-Württemberg,108
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Bayern,143
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Berlin,13347
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Brandenburg,9410
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Bremen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Hamburg,92
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Hessen,4083
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Niedersachsen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Nordrhein-Westfalen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Rheinland-Pfalz,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Saarland,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Sachsen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Sachsen-Anhalt,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Schleswig-Holstein,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,männlich,Thüringen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Baden-Württemberg,75
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Bayern,163
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Berlin,12657
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Brandenburg,8891
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Bremen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Hamburg,59
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Hessen,3370
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Niedersachsen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Nordrhein-Westfalen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Rheinland-Pfalz,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Saarland,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Sachsen,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Sachsen-Anhalt,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Schleswig-Holstein,0
Klassenstufe 6,Schulartunabhängige Orientierungsstufe,weiblich,Thüringen,0
Klassenstufe 6,Hauptschulen,männlich,Baden-Württemberg,6696
Klassenstufe 6,Hauptschulen,männlich,Bayern,18239
Klassenstufe 6,Hauptschulen,männlich,Berlin,0
Klassenstufe 6,Hauptschulen,männlich,Brandenburg,0
Klassenstufe 6,Hauptschulen,männlich,Bremen,0
Klassenstufe 6,Hauptschulen,männlich,Hamburg,0
Klassenstufe 6,Hauptschulen,männlich,Hessen,1067
Klassenstufe 6,Hauptschulen,männlich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Hauptschulen,männlich,Niedersachsen,2256
Klassenstufe 6,Hauptschulen,männlich,Nordrhein-Westfalen,5169
Klassenstufe 6,Hauptschulen,männlich,Rheinland-Pfalz,47
Klassenstufe 6,Hauptschulen,männlich,Saarland,0
Klassenstufe 6,Hauptschulen,männlich,Sachsen,0
Klassenstufe 6,Hauptschulen,männlich,Sachsen-Anhalt,0
Klassenstufe 6,Hauptschulen,männlich,Schleswig-Holstein,0
Klassenstufe 6,Hauptschulen,männlich,Thüringen,0
Klassenstufe 6,Hauptschulen,weiblich,Baden-Württemberg,4998
Klassenstufe 6,Hauptschulen,weiblich,Bayern,15010
Klassenstufe 6,Hauptschulen,weiblich,Berlin,0
Klassenstufe 6,Hauptschulen,weiblich,Brandenburg,0
Klassenstufe 6,Hauptschulen,weiblich,Bremen,0
Klassenstufe 6,Hauptschulen,weiblich,Hamburg,0
Klassenstufe 6,Hauptschulen,weiblich,Hessen,678
Klassenstufe 6,Hauptschulen,weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Hauptschulen,weiblich,Niedersachsen,1608
Klassenstufe 6,Hauptschulen,weiblich,Nordrhein-Westfalen,3848
Klassenstufe 6,Hauptschulen,weiblich,Rheinland-Pfalz,31
Klassenstufe 6,Hauptschulen,weiblich,Saarland,0
Klassenstufe 6,Hauptschulen,weiblich,Sachsen,0
Klassenstufe 6,Hauptschulen,weiblich,Sachsen-Anhalt,0
Klassenstufe 6,Hauptschulen,weiblich,Schleswig-Holstein,0
Klassenstufe 6,Hauptschulen,weiblich,Thüringen,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Baden-Württemberg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Bayern,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Berlin,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Brandenburg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Bremen,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Hamburg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Hessen,573
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Mecklenburg-Vorpommern,5320
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Niedersachsen,8874
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Nordrhein-Westfalen,6181
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Rheinland-Pfalz,7357
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Saarland,39
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Sachsen,9203
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Sachsen-Anhalt,3713
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Schleswig-Holstein,27
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,männlich,Thüringen,4070
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Baden-Württemberg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Bayern,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Berlin,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Brandenburg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Bremen,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Hamburg,0
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Hessen,442
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Mecklenburg-Vorpommern,5126
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Niedersachsen,7403
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Nordrhein-Westfalen,4863
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Rheinland-Pfalz,5725
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Saarland,28
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Sachsen,8397
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Sachsen-Anhalt,3068
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Schleswig-Holstein,13
Klassenstufe 6,Schularten mit mehreren Bildungsgängen,weiblich,Thüringen,3511
Klassenstufe 6,Realschulen,männlich,Baden-Württemberg,17438
Klassenstufe 6,Realschulen,männlich,Bayern,17046
Klassenstufe 6,Realschulen,männlich,Berlin,0
Klassenstufe 6,Realschulen,männlich,Brandenburg,0
Klassenstufe 6,Realschulen,männlich,Bremen,0
Klassenstufe 6,Realschulen,männlich,Hamburg,0
Klassenstufe 6,Realschulen,männlich,Hessen,3679
Klassenstufe 6,Realschulen,männlich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Realschulen,männlich,Niedersachsen,6277
Klassenstufe 6,Realschulen,männlich,Nordrhein-Westfalen,18012
Klassenstufe 6,Realschulen,männlich,Rheinland-Pfalz,101
Klassenstufe 6,Realschulen,männlich,Saarland,118
Klassenstufe 6,Realschulen,männlich,Sachsen,0
Klassenstufe 6,Realschulen,männlich,Sachsen-Anhalt,0
Klassenstufe 6,Realschulen,männlich,Schleswig-Holstein,0
Klassenstufe 6,Realschulen,männlich,Thüringen,0
Klassenstufe 6,Realschulen,weiblich,Baden-Württemberg,16264
Klassenstufe 6,Realschulen,weiblich,Bayern,17411
Klassenstufe 6,Realschulen,weiblich,Berlin,0
Klassenstufe 6,Realschulen,weiblich,Brandenburg,0
Klassenstufe 6,Realschulen,weiblich,Bremen,0
Klassenstufe 6,Realschulen,weiblich,Hamburg,0
Klassenstufe 6,Realschulen,weiblich,Hessen,3318
Klassenstufe 6,Realschulen,weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Realschulen,weiblich,Niedersachsen,5331
Klassenstufe 6,Realschulen,weiblich,Nordrhein-Westfalen,16313
Klassenstufe 6,Realschulen,weiblich,Rheinland-Pfalz,454
Klassenstufe 6,Realschulen,weiblich,Saarland,125
Klassenstufe 6,Realschulen,weiblich,Sachsen,0
Klassenstufe 6,Realschulen,weiblich,Sachsen-Anhalt,0
Klassenstufe 6,Realschulen,weiblich,Schleswig-Holstein,0
Klassenstufe 6,Realschulen,weiblich,Thüringen,0
Klassenstufe 6,Gymnasien (G8),männlich,Baden-Württemberg,16914
Klassenstufe 6,Gymnasien (G8),männlich,Bayern,20432
Klassenstufe 6,Gymnasien (G8),männlich,Berlin,1134
Klassenstufe 6,Gymnasien (G8),männlich,Brandenburg,403
Klassenstufe 6,Gymnasien (G8),männlich,Bremen,634
Klassenstufe 6,Gymnasien (G8),männlich,Hamburg,3827
Klassenstufe 6,Gymnasien (G8),männlich,Hessen,3637
Klassenstufe 6,Gymnasien (G8),männlich,Mecklenburg-Vorpommern,322
Klassenstufe 6,Gymnasien (G8),männlich,Niedersachsen,14842
Klassenstufe 6,Gymnasien (G8),männlich,Nordrhein-Westfalen,30685
Klassenstufe 6,Gymnasien (G8),männlich,Rheinland-Pfalz,812
Klassenstufe 6,Gymnasien (G8),männlich,Saarland,1582
Klassenstufe 6,Gymnasien (G8),männlich,Sachsen,6198
Klassenstufe 6,Gymnasien (G8),männlich,Sachsen-Anhalt,3590
Klassenstufe 6,Gymnasien (G8),männlich,Schleswig-Holstein,4196
Klassenstufe 6,Gymnasien (G8),männlich,Thüringen,3300
Klassenstufe 6,Gymnasien (G8),weiblich,Baden-Württemberg,17952
Klassenstufe 6,Gymnasien (G8),weiblich,Bayern,21335
Klassenstufe 6,Gymnasien (G8),weiblich,Berlin,1159
Klassenstufe 6,Gymnasien (G8),weiblich,Brandenburg,466
Klassenstufe 6,Gymnasien (G8),weiblich,Bremen,646
Klassenstufe 6,Gymnasien (G8),weiblich,Hamburg,3842
Klassenstufe 6,Gymnasien (G8),weiblich,Hessen,3496
Klassenstufe 6,Gymnasien (G8),weiblich,Mecklenburg-Vorpommern,375
Klassenstufe 6,Gymnasien (G8),weiblich,Niedersachsen,16430
Klassenstufe 6,Gymnasien (G8),weiblich,Nordrhein-Westfalen,33629
Klassenstufe 6,Gymnasien (G8),weiblich,Rheinland-Pfalz,744
Klassenstufe 6,Gymnasien (G8),weiblich,Saarland,1608
Klassenstufe 6,Gymnasien (G8),weiblich,Sachsen,6809
Klassenstufe 6,Gymnasien (G8),weiblich,Sachsen-Anhalt,3767
Klassenstufe 6,Gymnasien (G8),weiblich,Schleswig-Holstein,4414
Klassenstufe 6,Gymnasien (G8),weiblich,Thüringen,3604
Klassenstufe 6,Gymnasien (G9),männlich,Baden-Württemberg,2759
Klassenstufe 6,Gymnasien (G9),männlich,Bayern,0
Klassenstufe 6,Gymnasien (G9),männlich,Berlin,0
Klassenstufe 6,Gymnasien (G9),männlich,Brandenburg,0
Klassenstufe 6,Gymnasien (G9),männlich,Bremen,73
Klassenstufe 6,Gymnasien (G9),männlich,Hamburg,0
Klassenstufe 6,Gymnasien (G9),männlich,Hessen,8337
Klassenstufe 6,Gymnasien (G9),männlich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Gymnasien (G9),männlich,Niedersachsen,210
Klassenstufe 6,Gymnasien (G9),männlich,Nordrhein-Westfalen,484
Klassenstufe 6,Gymnasien (G9),männlich,Rheinland-Pfalz,6594
Klassenstufe 6,Gymnasien (G9),männlich,Saarland,0
Klassenstufe 6,Gymnasien (G9),männlich,Sachsen,0
Klassenstufe 6,Gymnasien (G9),männlich,Sachsen-Anhalt,0
Klassenstufe 6,Gymnasien (G9),männlich,Schleswig-Holstein,608
Klassenstufe 6,Gymnasien (G9),männlich,Thüringen,0
Klassenstufe 6,Gymnasien (G9),weiblich,Baden-Württemberg,2778
Klassenstufe 6,Gymnasien (G9),weiblich,Bayern,0
Klassenstufe 6,Gymnasien (G9),weiblich,Berlin,0
Klassenstufe 6,Gymnasien (G9),weiblich,Brandenburg,0
Klassenstufe 6,Gymnasien (G9),weiblich,Bremen,59
Klassenstufe 6,Gymnasien (G9),weiblich,Hamburg,0
Klassenstufe 6,Gymnasien (G9),weiblich,Hessen,8913
Klassenstufe 6,Gymnasien (G9),weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 6,Gymnasien (G9),weiblich,Niedersachsen,252
Klassenstufe 6,Gymnasien (G9),weiblich,Nordrhein-Westfalen,449
Klassenstufe 6,Gymnasien (G9),weiblich,Rheinland-Pfalz,6780
Klassenstufe 6,Gymnasien (G9),weiblich,Saarland,0
Klassenstufe 6,Gymnasien (G9),weiblich,Sachsen,0
Klassenstufe 6,Gymnasien (G9),weiblich,Sachsen-Anhalt,0
Klassenstufe 6,Gymnasien (G9),weiblich,Schleswig-Holstein,757
Klassenstufe 6,Gymnasien (G9),weiblich,Thüringen,0
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Baden-Württemberg,6825
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Bayern,159
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Berlin,1449
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Brandenburg,31
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Bremen,1897
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Hamburg,3506
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Hessen,5606
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Mecklenburg-Vorpommern,589
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Niedersachsen,5864
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Nordrhein-Westfalen,21823
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Rheinland-Pfalz,3180
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Saarland,2241
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Sachsen,0
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Sachsen-Anhalt,818
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Schleswig-Holstein,8241
Klassenstufe 6,Integrierte Gesamtschulen,männlich,Thüringen,1066
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Baden-Württemberg,5413
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Bayern,158
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Berlin,1295
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Brandenburg,39
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Bremen,1778
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Hamburg,3166
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Hessen,5060
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Mecklenburg-Vorpommern,594
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Niedersachsen,5378
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Nordrhein-Westfalen,20042
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Rheinland-Pfalz,2794
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Saarland,1882
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Sachsen,0
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Sachsen-Anhalt,718
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Schleswig-Holstein,7193
Klassenstufe 6,Integrierte Gesamtschulen,weiblich,Thüringen,912
Klassenstufe 6,Freie Waldorfschulen,männlich,Baden-Württemberg,900
Klassenstufe 6,Freie Waldorfschulen,männlich,Bayern,354
Klassenstufe 6,Freie Waldorfschulen,männlich,Berlin,165
Klassenstufe 6,Freie Waldorfschulen,männlich,Brandenburg,57
Klassenstufe 6,Freie Waldorfschulen,männlich,Bremen,40
Klassenstufe 6,Freie Waldorfschulen,männlich,Hamburg,124
Klassenstufe 6,Freie Waldorfschulen,männlich,Hessen,232
Klassenstufe 6,Freie Waldorfschulen,männlich,Mecklenburg-Vorpommern,44
Klassenstufe 6,Freie Waldorfschulen,männlich,Niedersachsen,253
Klassenstufe 6,Freie Waldorfschulen,männlich,Nordrhein-Westfalen,655
Klassenstufe 6,Freie Waldorfschulen,männlich,Rheinland-Pfalz,88
Klassenstufe 6,Freie Waldorfschulen,männlich,Saarland,53
Klassenstufe 6,Freie Waldorfschulen,männlich,Sachsen,67
Klassenstufe 6,Freie Waldorfschulen,männlich,Sachsen-Anhalt,42
Klassenstufe 6,Freie Waldorfschulen,männlich,Schleswig-Holstein,174
Klassenstufe 6,Freie Waldorfschulen,männlich,Thüringen,52
Klassenstufe 6,Freie Waldorfschulen,weiblich,Baden-Württemberg,984
Klassenstufe 6,Freie Waldorfschulen,weiblich,Bayern,383
Klassenstufe 6,Freie Waldorfschulen,weiblich,Berlin,192
Klassenstufe 6,Freie Waldorfschulen,weiblich,Brandenburg,70
Klassenstufe 6,Freie Waldorfschulen,weiblich,Bremen,56
Klassenstufe 6,Freie Waldorfschulen,weiblich,Hamburg,135
Klassenstufe 6,Freie Waldorfschulen,weiblich,Hessen,220
Klassenstufe 6,Freie Waldorfschulen,weiblich,Mecklenburg-Vorpommern,42
Klassenstufe 6,Freie Waldorfschulen,weiblich,Niedersachsen,327
Klassenstufe 6,Freie Waldorfschulen,weiblich,Nordrhein-Westfalen,617
Klassenstufe 6,Freie Waldorfschulen,weiblich,Rheinland-Pfalz,119
Klassenstufe 6,Freie Waldorfschulen,weiblich,Saarland,51
Klassenstufe 6,Freie Waldorfschulen,weiblich,Sachsen,85
Klassenstufe 6,Freie Waldorfschulen,weiblich,Sachsen-Anhalt,57
Klassenstufe 6,Freie Waldorfschulen,weiblich,Schleswig-Holstein,194
Klassenstufe 6,Freie Waldorfschulen,weiblich,Thüringen,61
Klassenstufe 6,Förderschulen,männlich,Baden-Württemberg,2578
Klassenstufe 6,Förderschulen,männlich,Bayern,2495
Klassenstufe 6,Förderschulen,männlich,Berlin,390
Klassenstufe 6,Förderschulen,männlich,Brandenburg,400
Klassenstufe 6,Förderschulen,männlich,Bremen,25
Klassenstufe 6,Förderschulen,männlich,Hamburg,229
Klassenstufe 6,Förderschulen,männlich,Hessen,1203
Klassenstufe 6,Förderschulen,männlich,Mecklenburg-Vorpommern,418
Klassenstufe 6,Förderschulen,männlich,Niedersachsen,1336
Klassenstufe 6,Förderschulen,männlich,Nordrhein-Westfalen,3415
Klassenstufe 6,Förderschulen,männlich,Rheinland-Pfalz,796
Klassenstufe 6,Förderschulen,männlich,Saarland,97
