Jahrgangsstufe,Schulart,Geschlecht,bundesland,anzahl
Klassenstufe 8,Gymnasien (G8),männlich,Hamburg,3053
Klassenstufe 8,Gymnasien (G8),männlich,Hessen,7943
Klassenstufe 8,Gymnasien (G8),männlich,Mecklenburg-Vorpommern,2590
Klassenstufe 8,Gymnasien (G8),männlich,Niedersachsen,13274
Klassenstufe 8,Gymnasien (G8),männlich,Nordrhein-Westfalen,29684
Klassenstufe 8,Gymnasien (G8),männlich,Rheinland-Pfalz,853
Klassenstufe 8,Gymnasien (G8),männlich,Saarland,1504
Klassenstufe 8,Gymnasien (G8),männlich,Sachsen,5783
Klassenstufe 8,Gymnasien (G8),männlich,Sachsen-Anhalt,3465
Klassenstufe 8,Gymnasien (G8),männlich,Schleswig-Holstein,3884
Klassenstufe 8,Gymnasien (G8),männlich,Thüringen,3256
Klassenstufe 8,Gymnasien (G8),weiblich,Baden-Württemberg,18785
Klassenstufe 8,Gymnasien (G8),weiblich,Bayern,20908
Klassenstufe 8,Gymnasien (G8),weiblich,Berlin,6208
Klassenstufe 8,Gymnasien (G8),weiblich,Brandenburg,4607
Klassenstufe 8,Gymnasien (G8),weiblich,Bremen,681
Klassenstufe 8,Gymnasien (G8),weiblich,Hamburg,3274
Klassenstufe 8,Gymnasien (G8),weiblich,Hessen,8382
Klassenstufe 8,Gymnasien (G8),weiblich,Mecklenburg-Vorpommern,2864
Klassenstufe 8,Gymnasien (G8),weiblich,Niedersachsen,15550
Klassenstufe 8,Gymnasien (G8),weiblich,Nordrhein-Westfalen,33280
Klassenstufe 8,Gymnasien (G8),weiblich,Rheinland-Pfalz,716
Klassenstufe 8,Gymnasien (G8),weiblich,Saarland,1580
Klassenstufe 8,Gymnasien (G8),weiblich,Sachsen,6308
Klassenstufe 8,Gymnasien (G8),weiblich,Sachsen-Anhalt,3722
Klassenstufe 8,Gymnasien (G8),weiblich,Schleswig-Holstein,4231
Klassenstufe 8,Gymnasien (G8),weiblich,Thüringen,3687
Klassenstufe 8,Gymnasien (G9),männlich,Baden-Württemberg,1199
Klassenstufe 8,Gymnasien (G9),männlich,Bayern,0
Klassenstufe 8,Gymnasien (G9),männlich,Berlin,0
Klassenstufe 8,Gymnasien (G9),männlich,Brandenburg,0
Klassenstufe 8,Gymnasien (G9),männlich,Bremen,81
Klassenstufe 8,Gymnasien (G9),männlich,Hamburg,0
Klassenstufe 8,Gymnasien (G9),männlich,Hessen,3502
Klassenstufe 8,Gymnasien (G9),männlich,Mecklenburg-Vorpommern,0
Klassenstufe 8,Gymnasien (G9),männlich,Niedersachsen,248
Klassenstufe 8,Gymnasien (G9),männlich,Nordrhein-Westfalen,500
Klassenstufe 8,Gymnasien (G9),männlich,Rheinland-Pfalz,6262
Klassenstufe 8,Gymnasien (G9),männlich,Saarland,0
Klassenstufe 8,Gymnasien (G9),männlich,Sachsen,0
Klassenstufe 8,Gymnasien (G9),männlich,Sachsen-Anhalt,0
Klassenstufe 8,Gymnasien (G9),männlich,Schleswig-Holstein,573
Klassenstufe 8,Gymnasien (G9),männlich,Thüringen,0
Klassenstufe 8,Gymnasien (G9),weiblich,Baden-Württemberg,1265
Klassenstufe 8,Gymnasien (G9),weiblich,Bayern,0
Klassenstufe 8,Gymnasien (G9),weiblich,Berlin,0
Klassenstufe 8,Gymnasien (G9),weiblich,Brandenburg,0
Klassenstufe 8,Gymnasien (G9),weiblich,Bremen,62
Klassenstufe 8,Gymnasien (G9),weiblich,Hamburg,0
Klassenstufe 8,Gymnasien (G9),weiblich,Hessen,3636
Klassenstufe 8,Gymnasien (G9),weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 8,Gymnasien (G9),weiblich,Niedersachsen,318
Klassenstufe 8,Gymnasien (G9),weiblich,Nordrhein-Westfalen,507
Klassenstufe 8,Gymnasien (G9),weiblich,Rheinland-Pfalz,7228
Klassenstufe 8,Gymnasien (G9),weiblich,Saarland,0
Klassenstufe 8,Gymnasien (G9),weiblich,Sachsen,0
Klassenstufe 8,Gymnasien (G9),weiblich,Sachsen-Anhalt,0
Klassenstufe 8,Gymnasien (G9),weiblich,Schleswig-Holstein,706
Klassenstufe 8,Gymnasien (G9),weiblich,Thüringen,0
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Baden-Württemberg,1667
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Bayern,177
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Berlin,7278
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Brandenburg,1451
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Bremen,1980
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Hamburg,4247
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Hessen,6129
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Mecklenburg-Vorpommern,466
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Niedersachsen,5139
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Nordrhein-Westfalen,18471
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Rheinland-Pfalz,3275
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Saarland,2643
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Sachsen,0
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Sachsen-Anhalt,318
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Schleswig-Holstein,7294
Klassenstufe 8,Integrierte Gesamtschulen,männlich,Thüringen,909
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Baden-Württemberg,1322
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Bayern,182
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Berlin,6658
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Brandenburg,1364
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Bremen,1737
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Hamburg,3711
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Hessen,5588
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Mecklenburg-Vorpommern,452
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Niedersachsen,4810
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Nordrhein-Westfalen,17603
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Rheinland-Pfalz,2980
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Saarland,2374
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Sachsen,0
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Sachsen-Anhalt,316
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Schleswig-Holstein,6302
Klassenstufe 8,Integrierte Gesamtschulen,weiblich,Thüringen,791
Klassenstufe 8,Freie Waldorfschulen,männlich,Baden-Württemberg,960
Klassenstufe 8,Freie Waldorfschulen,männlich,Bayern,343
Klassenstufe 8,Freie Waldorfschulen,männlich,Berlin,164
Klassenstufe 8,Freie Waldorfschulen,männlich,Brandenburg,47
Klassenstufe 8,Freie Waldorfschulen,männlich,Bremen,40
Klassenstufe 8,Freie Waldorfschulen,männlich,Hamburg,129
Klassenstufe 8,Freie Waldorfschulen,männlich,Hessen,216
Klassenstufe 8,Freie Waldorfschulen,männlich,Mecklenburg-Vorpommern,31
Klassenstufe 8,Freie Waldorfschulen,männlich,Niedersachsen,290
Klassenstufe 8,Freie Waldorfschulen,männlich,Nordrhein-Westfalen,625
Klassenstufe 8,Freie Waldorfschulen,männlich,Rheinland-Pfalz,96
Klassenstufe 8,Freie Waldorfschulen,männlich,Saarland,52
Klassenstufe 8,Freie Waldorfschulen,männlich,Sachsen,67
Klassenstufe 8,Freie Waldorfschulen,männlich,Sachsen-Anhalt,44
Klassenstufe 8,Freie Waldorfschulen,männlich,Schleswig-Holstein,185
Klassenstufe 8,Freie Waldorfschulen,männlich,Thüringen,54
Klassenstufe 8,Freie Waldorfschulen,weiblich,Baden-Württemberg,1015
Klassenstufe 8,Freie Waldorfschulen,weiblich,Bayern,368
Klassenstufe 8,Freie Waldorfschulen,weiblich,Berlin,161
Klassenstufe 8,Freie Waldorfschulen,weiblich,Brandenburg,69
Klassenstufe 8,Freie Waldorfschulen,weiblich,Bremen,52
Klassenstufe 8,Freie Waldorfschulen,weiblich,Hamburg,150
Klassenstufe 8,Freie Waldorfschulen,weiblich,Hessen,232
Klassenstufe 8,Freie Waldorfschulen,weiblich,Mecklenburg-Vorpommern,43
Klassenstufe 8,Freie Waldorfschulen,weiblich,Niedersachsen,308
Klassenstufe 8,Freie Waldorfschulen,weiblich,Nordrhein-Westfalen,705
Klassenstufe 8,Freie Waldorfschulen,weiblich,Rheinland-Pfalz,122
Klassenstufe 8,Freie Waldorfschulen,weiblich,Saarland,45
Klassenstufe 8,Freie Waldorfschulen,weiblich,Sachsen,66
Klassenstufe 8,Freie Waldorfschulen,weiblich,Sachsen-Anhalt,64
Klassenstufe 8,Freie Waldorfschulen,weiblich,Schleswig-Holstein,182
Klassenstufe 8,Freie Waldorfschulen,weiblich,Thüringen,56
Klassenstufe 8,Förderschulen,männlich,Baden-Württemberg,3010
Klassenstufe 8,Förderschulen,männlich,Bayern,2529
Klassenstufe 8,Förderschulen,männlich,Berlin,411
Klassenstufe 8,Förderschulen,männlich,Brandenburg,472
Klassenstufe 8,Förderschulen,männlich,Bremen,31
Klassenstufe 8,Förderschulen,männlich,Hamburg,241
Klassenstufe 8,Förderschulen,männlich,Hessen,1365
Klassenstufe 8,Förderschulen,männlich,Mecklenburg-Vorpommern,544
Klassenstufe 8,Förderschulen,männlich,Niedersachsen,1834
Klassenstufe 8,Förderschulen,männlich,Nordrhein-Westfalen,4217
Klassenstufe 8,Förderschulen,männlich,Rheinland-Pfalz,983
Klassenstufe 8,Förderschulen,männlich,Saarland,135
Klassenstufe 8,Förderschulen,männlich,Sachsen,1033
Klassenstufe 8,Förderschulen,männlich,Sachsen-Anhalt,647
Klassenstufe 8,Förderschulen,männlich,Schleswig-Holstein,254
Klassenstufe 8,Förderschulen,männlich,Thüringen,409
Klassenstufe 8,Förderschulen,weiblich,Baden-Württemberg,1692
Klassenstufe 8,Förderschulen,weiblich,Bayern,1562
Klassenstufe 8,Förderschulen,weiblich,Berlin,230
Klassenstufe 8,Förderschulen,weiblich,Brandenburg,288
Klassenstufe 8,Förderschulen,weiblich,Bremen,10
Klassenstufe 8,Förderschulen,weiblich,Hamburg,152
Klassenstufe 8,Förderschulen,weiblich,Hessen,787
Klassenstufe 8,Förderschulen,weiblich,Mecklenburg-Vorpommern,354
Klassenstufe 8,Förderschulen,weiblich,Niedersachsen,970
Klassenstufe 8,Förderschulen,weiblich,Nordrhein-Westfalen,2050
Klassenstufe 8,Förderschulen,weiblich,Rheinland-Pfalz,530
Klassenstufe 8,Förderschulen,weiblich,Saarland,61
Klassenstufe 8,Förderschulen,weiblich,Sachsen,693
Klassenstufe 8,Förderschulen,weiblich,Sachsen-Anhalt,397
Klassenstufe 8,Förderschulen,weiblich,Schleswig-Holstein,123
Klassenstufe 8,Förderschulen,weiblich,Thüringen,238
Klassenstufe 9,Hauptschulen,männlich,Baden-Württemberg,15499
Klassenstufe 9,Hauptschulen,männlich,Bayern,25889
Klassenstufe 9,Hauptschulen,männlich,Berlin,0
Klassenstufe 9,Hauptschulen,männlich,Brandenburg,0
Klassenstufe 9,Hauptschulen,männlich,Bremen,0
Klassenstufe 9,Hauptschulen,männlich,Hamburg,0
Klassenstufe 9,Hauptschulen,männlich,Hessen,3564
Klassenstufe 9,Hauptschulen,männlich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Hauptschulen,männlich,Niedersachsen,5686
Klassenstufe 9,Hauptschulen,männlich,Nordrhein-Westfalen,16073
Klassenstufe 9,Hauptschulen,männlich,Rheinland-Pfalz,62
Klassenstufe 9,Hauptschulen,männlich,Saarland,0
Klassenstufe 9,Hauptschulen,männlich,Sachsen,0
Klassenstufe 9,Hauptschulen,männlich,Sachsen-Anhalt,0
Klassenstufe 9,Hauptschulen,männlich,Schleswig-Holstein,0
Klassenstufe 9,Hauptschulen,männlich,Thüringen,0
Klassenstufe 9,Hauptschulen,weiblich,Baden-Württemberg,11824
Klassenstufe 9,Hauptschulen,weiblich,Bayern,19602
Klassenstufe 9,Hauptschulen,weiblich,Berlin,0
Klassenstufe 9,Hauptschulen,weiblich,Brandenburg,0
Klassenstufe 9,Hauptschulen,weiblich,Bremen,0
Klassenstufe 9,Hauptschulen,weiblich,Hamburg,0
Klassenstufe 9,Hauptschulen,weiblich,Hessen,2525
Klassenstufe 9,Hauptschulen,weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Hauptschulen,weiblich,Niedersachsen,3886
Klassenstufe 9,Hauptschulen,weiblich,Nordrhein-Westfalen,11565
Klassenstufe 9,Hauptschulen,weiblich,Rheinland-Pfalz,44
Klassenstufe 9,Hauptschulen,weiblich,Saarland,0
Klassenstufe 9,Hauptschulen,weiblich,Sachsen,0
Klassenstufe 9,Hauptschulen,weiblich,Sachsen-Anhalt,0
Klassenstufe 9,Hauptschulen,weiblich,Schleswig-Holstein,0
Klassenstufe 9,Hauptschulen,weiblich,Thüringen,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Baden-Württemberg,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Bayern,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Berlin,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Brandenburg,4587
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Bremen,45
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Hamburg,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Hessen,590
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Mecklenburg-Vorpommern,3194
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Niedersachsen,5635
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Nordrhein-Westfalen,1410
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Rheinland-Pfalz,9462
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Saarland,1674
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Sachsen,9472
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Sachsen-Anhalt,4941
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Schleswig-Holstein,2532
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,männlich,Thüringen,4240
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Baden-Württemberg,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Bayern,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Berlin,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Brandenburg,3736
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Bremen,50
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Hamburg,0
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Hessen,517
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Mecklenburg-Vorpommern,2646
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Niedersachsen,4678
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Nordrhein-Westfalen,1099
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Rheinland-Pfalz,7784
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Saarland,1504
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Sachsen,8281
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Sachsen-Anhalt,4174
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Schleswig-Holstein,2177
Klassenstufe 9,Schularten mit mehreren Bildungsgängen,weiblich,Thüringen,3828
Klassenstufe 9,Realschulen,männlich,Baden-Württemberg,21185
Klassenstufe 9,Realschulen,männlich,Bayern,23112
Klassenstufe 9,Realschulen,männlich,Berlin,0
Klassenstufe 9,Realschulen,männlich,Brandenburg,0
Klassenstufe 9,Realschulen,männlich,Bremen,0
Klassenstufe 9,Realschulen,männlich,Hamburg,0
Klassenstufe 9,Realschulen,männlich,Hessen,7731
Klassenstufe 9,Realschulen,männlich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Realschulen,männlich,Niedersachsen,11032
Klassenstufe 9,Realschulen,männlich,Nordrhein-Westfalen,25714
Klassenstufe 9,Realschulen,männlich,Rheinland-Pfalz,136
Klassenstufe 9,Realschulen,männlich,Saarland,114
Klassenstufe 9,Realschulen,männlich,Sachsen,0
Klassenstufe 9,Realschulen,männlich,Sachsen-Anhalt,0
Klassenstufe 9,Realschulen,männlich,Schleswig-Holstein,0
Klassenstufe 9,Realschulen,männlich,Thüringen,0
Klassenstufe 9,Realschulen,weiblich,Baden-Württemberg,20628
Klassenstufe 9,Realschulen,weiblich,Bayern,22929
Klassenstufe 9,Realschulen,weiblich,Berlin,0
Klassenstufe 9,Realschulen,weiblich,Brandenburg,0
Klassenstufe 9,Realschulen,weiblich,Bremen,0
Klassenstufe 9,Realschulen,weiblich,Hamburg,0
Klassenstufe 9,Realschulen,weiblich,Hessen,6857
Klassenstufe 9,Realschulen,weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Realschulen,weiblich,Niedersachsen,9735
Klassenstufe 9,Realschulen,weiblich,Nordrhein-Westfalen,24200
Klassenstufe 9,Realschulen,weiblich,Rheinland-Pfalz,465
Klassenstufe 9,Realschulen,weiblich,Saarland,136
Klassenstufe 9,Realschulen,weiblich,Sachsen,0
Klassenstufe 9,Realschulen,weiblich,Sachsen-Anhalt,0
Klassenstufe 9,Realschulen,weiblich,Schleswig-Holstein,0
Klassenstufe 9,Realschulen,weiblich,Thüringen,0
Klassenstufe 9,Gymnasien (G8),männlich,Baden-Württemberg,18289
Klassenstufe 9,Gymnasien (G8),männlich,Bayern,19354
Klassenstufe 9,Gymnasien (G8),männlich,Berlin,5172
Klassenstufe 9,Gymnasien (G8),männlich,Brandenburg,4081
Klassenstufe 9,Gymnasien (G8),männlich,Bremen,651
Klassenstufe 9,Gymnasien (G8),männlich,Hamburg,3219
Klassenstufe 9,Gymnasien (G8),männlich,Hessen,8053
Klassenstufe 9,Gymnasien (G8),männlich,Mecklenburg-Vorpommern,2598
Klassenstufe 9,Gymnasien (G8),männlich,Niedersachsen,13223
Klassenstufe 9,Gymnasien (G8),männlich,Nordrhein-Westfalen,29795
Klassenstufe 9,Gymnasien (G8),männlich,Rheinland-Pfalz,829
Klassenstufe 9,Gymnasien (G8),männlich,Saarland,1336
Klassenstufe 9,Gymnasien (G8),männlich,Sachsen,5734
Klassenstufe 9,Gymnasien (G8),männlich,Sachsen-Anhalt,3215
Klassenstufe 9,Gymnasien (G8),männlich,Schleswig-Holstein,4072
Klassenstufe 9,Gymnasien (G8),männlich,Thüringen,3210
Klassenstufe 9,Gymnasien (G8),weiblich,Baden-Württemberg,19792
Klassenstufe 9,Gymnasien (G8),weiblich,Bayern,20981
Klassenstufe 9,Gymnasien (G8),weiblich,Berlin,6003
Klassenstufe 9,Gymnasien (G8),weiblich,Brandenburg,4659
Klassenstufe 9,Gymnasien (G8),weiblich,Bremen,678
Klassenstufe 9,Gymnasien (G8),weiblich,Hamburg,3380
Klassenstufe 9,Gymnasien (G8),weiblich,Hessen,8998
Klassenstufe 9,Gymnasien (G8),weiblich,Mecklenburg-Vorpommern,2905
Klassenstufe 9,Gymnasien (G8),weiblich,Niedersachsen,15156
Klassenstufe 9,Gymnasien (G8),weiblich,Nordrhein-Westfalen,33606
Klassenstufe 9,Gymnasien (G8),weiblich,Rheinland-Pfalz,740
Klassenstufe 9,Gymnasien (G8),weiblich,Saarland,1549
Klassenstufe 9,Gymnasien (G8),weiblich,Sachsen,6267
Klassenstufe 9,Gymnasien (G8),weiblich,Sachsen-Anhalt,3618
Klassenstufe 9,Gymnasien (G8),weiblich,Schleswig-Holstein,4583
Klassenstufe 9,Gymnasien (G8),weiblich,Thüringen,3613
Klassenstufe 9,Gymnasien (G9),männlich,Baden-Württemberg,0
Klassenstufe 9,Gymnasien (G9),männlich,Bayern,0
Klassenstufe 9,Gymnasien (G9),männlich,Berlin,0
Klassenstufe 9,Gymnasien (G9),männlich,Brandenburg,0
Klassenstufe 9,Gymnasien (G9),männlich,Bremen,74
Klassenstufe 9,Gymnasien (G9),männlich,Hamburg,0
Klassenstufe 9,Gymnasien (G9),männlich,Hessen,2645
Klassenstufe 9,Gymnasien (G9),männlich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Gymnasien (G9),männlich,Niedersachsen,228
Klassenstufe 9,Gymnasien (G9),männlich,Nordrhein-Westfalen,518
Klassenstufe 9,Gymnasien (G9),männlich,Rheinland-Pfalz,5698
Klassenstufe 9,Gymnasien (G9),männlich,Saarland,0
Klassenstufe 9,Gymnasien (G9),männlich,Sachsen,0
Klassenstufe 9,Gymnasien (G9),männlich,Sachsen-Anhalt,0
Klassenstufe 9,Gymnasien (G9),männlich,Schleswig-Holstein,583
Klassenstufe 9,Gymnasien (G9),männlich,Thüringen,0
Klassenstufe 9,Gymnasien (G9),weiblich,Baden-Württemberg,0
Klassenstufe 9,Gymnasien (G9),weiblich,Bayern,0
Klassenstufe 9,Gymnasien (G9),weiblich,Berlin,0
Klassenstufe 9,Gymnasien (G9),weiblich,Brandenburg,0
Klassenstufe 9,Gymnasien (G9),weiblich,Bremen,71
Klassenstufe 9,Gymnasien (G9),weiblich,Hamburg,0
Klassenstufe 9,Gymnasien (G9),weiblich,Hessen,2865
Klassenstufe 9,Gymnasien (G9),weiblich,Mecklenburg-Vorpommern,0
Klassenstufe 9,Gymnasien (G9),weiblich,Niedersachsen,283
Klassenstufe 9,Gymnasien (G9),weiblich,Nordrhein-Westfalen,484
Klassenstufe 9,Gymnasien (G9),weiblich,Rheinland-Pfalz,6605
Klassenstufe 9,Gymnasien (G9),weiblich,Saarland,0
Klassenstufe 9,Gymnasien (G9),weiblich,Sachsen,0
Klassenstufe 9,Gymnasien (G9),weiblich,Sachsen-Anhalt,0
Klassenstufe 9,Gymnasien (G9),weiblich,Schleswig-Holstein,651
Klassenstufe 9,Gymnasien (G9),weiblich,Thüringen,0
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Baden-Württemberg,341
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Bayern,163
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Berlin,7780
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Brandenburg,1444
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Bremen,2182
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Hamburg,4480
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Hessen,6518
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Mecklenburg-Vorpommern,529
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Niedersachsen,4757
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Nordrhein-Westfalen,17836
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Rheinland-Pfalz,3345
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Saarland,1081
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Sachsen,0
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Sachsen-Anhalt,290
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Schleswig-Holstein,8526
Klassenstufe 9,Integrierte Gesamtschulen,männlich,Thüringen,962
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Baden-Württemberg,270
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Bayern,134
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Berlin,6994
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Brandenburg,1336
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Bremen,1964
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Hamburg,3898
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Hessen,5797
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Mecklenburg-Vorpommern,456
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Niedersachsen,4470
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Nordrhein-Westfalen,16764
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Rheinland-Pfalz,2967
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Saarland,965
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Sachsen,0
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Sachsen-Anhalt,239
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Schleswig-Holstein,7206
Klassenstufe 9,Integrierte Gesamtschulen,weiblich,Thüringen,804
Klassenstufe 9,Freie Waldorfschulen,männlich,Baden-Württemberg,905
Klassenstufe 9,Freie Waldorfschulen,männlich,Bayern,340
Klassenstufe 9,Freie Waldorfschulen,männlich,Berlin,157
Klassenstufe 9,Freie Waldorfschulen,männlich,Brandenburg,56
Klassenstufe 9,Freie Waldorfschulen,männlich,Bremen,43
Klassenstufe 9,Freie Waldorfschulen,männlich,Hamburg,123
Klassenstufe 9,Freie Waldorfschulen,männlich,Hessen,197
Klassenstufe 9,Freie Waldorfschulen,männlich,Mecklenburg-Vorpommern,31
Klassenstufe 9,Freie Waldorfschulen,männlich,Niedersachsen,253
Klassenstufe 9,Freie Waldorfschulen,männlich,Nordrhein-Westfalen,639
Klassenstufe 9,Freie Waldorfschulen,männlich,Rheinland-Pfalz,98
Klassenstufe 9,Freie Waldorfschulen,männlich,Saarland,46
Klassenstufe 9,Freie Waldorfschulen,männlich,Sachsen,68
Klassenstufe 9,Freie Waldorfschulen,männlich,Sachsen-Anhalt,39
Klassenstufe 9,Freie Waldorfschulen,männlich,Schleswig-Holstein,175
Klassenstufe 9,Freie Waldorfschulen,männlich,Thüringen,72
Klassenstufe 9,Freie Waldorfschulen,weiblich,Baden-Württemberg,1001
Klassenstufe 9,Freie Waldorfschulen,weiblich,Bayern,339
Klassenstufe 9,Freie Waldorfschulen,weiblich,Berlin,187
Klassenstufe 9,Freie Waldorfschulen,weiblich,Brandenburg,66
Klassenstufe 9,Freie Waldorfschulen,weiblich,Bremen,46
Klassenstufe 9,Freie Waldorfschulen,weiblich,Hamburg,151
Klassenstufe 9,Freie Waldorfschulen,weiblich,Hessen,226
Klassenstufe 9,Freie Waldorfschulen,weiblich,Mecklenburg-Vorpommern,43
Klassenstufe 9,Freie Waldorfschulen,weiblich,Niedersachsen,315
Klassenstufe 9,Freie Waldorfschulen,weiblich,Nordrhein-Westfalen,681
Klassenstufe 9,Freie Waldorfschulen,weiblich,Rheinland-Pfalz,94
Klassenstufe 9,Freie Waldorfschulen,weiblich,Saarland,54
Klassenstufe 9,Freie Waldorfschulen,weiblich,Sachsen,49
Klassenstufe 9,Freie Waldorfschulen,weiblich,Sachsen-Anhalt,41
Klassenstufe 9,Freie Waldorfschulen,weiblich,Schleswig-Holstein,207
Klassenstufe 9,Freie Waldorfschulen,weiblich,Thüringen,77
Klassenstufe 9,Förderschulen,männlich,Baden-Württemberg,3193
Klassenstufe 9,Förderschulen,männlich,Bayern,2473
Klassenstufe 9,Förderschulen,männlich,Berlin,415
Klassenstufe 9,Förderschulen,männlich,Brandenburg,503
Klassenstufe 9,Förderschulen,männlich,Bremen,74
Klassenstufe 9,Förderschulen,männlich,Hamburg,316
Klassenstufe 9,Förderschulen,männlich,Hessen,1563
Klassenstufe 9,Förderschulen,männlich,Mecklenburg-Vorpommern,838
