"name","id","official_id","address","school_type","school_type_entity","fax","state","phone","full_time_school","lon","lat"
"Montessori-Schule","HE-4294-0","4294","Schlosstraße 119, 65719 Hofheim am Taunus","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06192/309212","HE","06192/309210",false,8.3994827,50.1052769
"Wilhelmschule","HE-4295-0","4295","Wilhelmstraße 12, 63065 Offenbach am Main","Grundschule","Grundschule","069/80653565","HE","069/80653564",false,8.767672,50.102082
"Freie Waldorfschule Werra-Meißner","HE-4296-0","4296","Am Bahnhof 2, 37269 Eschwege","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","05651/754398","HE","05651/754396",false,10.040578,51.191614
"Grundschule Sauerland","HE-4297-0","4297","Föhrer Straße 78, 65199 Wiesbaden","Grundschule","Grundschule","0611/314908","HE","0611/314561",false,8.209354,50.063154
"Grundschule Erksdorf/Hatzbach","HE-4298-0","4298","Ringstraße 2, 35260 Stadtallendorf","Grundschule","Grundschule","06428/442108","HE","06428/2835",false,9.023686,50.856629
"Schule im Angelgarten","HE-4299-0","4299","Dresdener Straße 1 a, 64846 Groß-Zimmern","Grundschule","Grundschule","06071/749353","HE","06071/749769",false,8.819565,49.876786
"Marianne-Frostig-Schule","HE-4300-0","4300","Auf der Rosenhöhe 55, 63069 Offenbach am Main","Grundschule","Grundschule","069/83835298","HE","069/83837960",false,8.755608,50.077976
"Marianne-Frostig-Schule","HE-4300-1","4300","Auf der Rosenhöhe 55, 63069 Offenbach am Main","Hauptschule","Hauptschule","069/83835298","HE","069/83837960",false,8.755608,50.077976
"Marianne-Frostig-Schule","HE-4300-2","4300","Auf der Rosenhöhe 55, 63069 Offenbach am Main","Realschule","Realschule","069/83835298","HE","069/83837960",false,8.755608,50.077976
"Astrid-Lindgren-Schule","HE-4301-0","4301","Platenstraße 75, 60431 Frankfurt am Main","Grundschule","Grundschule","069/945485917","HE","069/94548590",false,8.662342,50.137825
"Schule am Hollerbusch","HE-4302-0","4302","Dr.-Albach-Straße 31, 64720 Michelstadt","Grundschule","Grundschule","06061/7000922","HE","06061/7000911",false,9.008565,49.668752
"Krautgartenschule -Im Sampel-","HE-4303-0","4303","Steinern Straße 54, 55246 Mainz-Kostheim","Grundschule","Grundschule","06134/603449","HE","06134/603447",false,8.30556,50.00278
"Sophie-Scholl-Schule","HE-4304-0","4304","Rödgener Straße 72, 35394 Gießen","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule"," 0641/9443010","HE"," 0641/944300",false,8.724557,50.589248
"Freie Schule Seligenstadt","HE-4305-0","4305","Schulstraße 11, 63533 Mainhausen","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06182/9597571","HE","06182/898151",false,8.991351,50.013622
"Montessorischule Wiesbaden","HE-4306-0","4306","Butterblumenweg 5, 65201 Wiesbaden","Grundschule","Grundschule","0611/1842458","HE","0611/1842457",false,8.184182,50.065922
"Regenbogenschule","HE-4307-0","4307","Astrid-Lindgren-Straße 2, 65795 Hattersheim am Main","Grundschule","Grundschule","06190/892147","HE","06190/892130",false,8.493864,50.076846
"Paul-Maar-Schule","HE-4308-0","4308","Werner-von-Siemens-Str. 20, 65439 Flörsheim am Main","Grundschule","Grundschule","06145/957655","HE","06145/957640",false,8.422683,50.02124
"Montessori-Schule Kronberg","HE-4309-0","4309","Le Lavandou Straße 2, 61476 Kronberg im Taunus","Grundschule","Grundschule","06173/317877","HE","06173/317071",false,8.526225,50.184383
"Evangelische Grundschule Freienseen","HE-4310-0","4310","Oberseener Weg 9, 35321 Laubach","Grundschule mit Förderstufe","Grundschule","06405/501288","HE","06405/950450",false,9.048555,50.560096
"Evangelische Grundschule","HE-4311-0","4311","Dorfstraße 36, 64720 Michelstadt","Grundschule","Grundschule","06061/949624","HE","06061/949615",false,9.047612,49.70308
"Grundschule Mossautal","HE-4312-0","4312","Güttersbacher Straße 2, 64756 Mossautal","Grundschule","Grundschule","06062/2663220","HE","06062/266320",false,8.937031,49.620896
"Montessori-Campus-Friedberg","HE-4313-0","4313","Schulze-Delitzsch-Straße 2, 61169 Friedberg","Grundschule","Grundschule","06031/1667015","HE","06031/166700",false,8.741194,50.324725
"Astrid-Lindgren-Schule","HE-4314-0","4314","Am Drachenfeld 10, 64711 Erbach","Grundschule","Grundschule","06062/9563920","HE","06062/956390",false,9.001484,49.660691
"Alexander-von-Humboldt-Schule","HE-4315-0","4315","Gleiberger Weg 25, 35398 Gießen","Hauptschule mit Förderstufe","Hauptschule"," 0641/3063420","HE"," 0641/3063410",false,8.659184,50.59319
"Alexander-von-Humboldt-Schule","HE-4315-1","4315","Gleiberger Weg 25, 35398 Gießen","Realschule","Realschule"," 0641/3063420","HE"," 0641/3063410",false,8.659184,50.59319
"Peter-Härtling-Schule","HE-4316-0","4316","Steinbühlstraße 13 c, 35578 Wetzlar","Grundschule","Grundschule","06441/2093049","HE","06441/2009884",false,8.521675,50.550196
"Grundschule in den Kappesgärten","HE-4317-0","4317","Josef-Treffert-Straße 7, 64625 Bensheim","Grundschule","Grundschule","06251/7802896","HE","06251/7802890",false,8.62278,49.68111
"Sophie-Scholl-Schule","HE-4318-0","4318","Jahnstr. 47, 65439 Flörsheim am Main","Hauptschule","Hauptschule","06145/545466","HE","06145/54540",false,8.424103,50.012782
"Sophie-Scholl-Schule","HE-4318-1","4318","Jahnstr. 47, 65439 Flörsheim am Main","Realschule","Realschule","06145/545466","HE","06145/54540",false,8.424103,50.012782
"Katharina-von-Bora-Schule","HE-4319-0","4319","Leopold-Wittekindt-Straße 2, 63486 Bruchköbel","Grundschule","Grundschule","06183/928802","HE","06183/928801",false,8.952111,50.193227
"Freie Christliche Schule Wiesbaden","HE-4320-0","4320","Finkenweg 2, 65195 Wiesbaden","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","0611/4090125","HE","0611/4090124",false,8.181747,50.092592
"Grundschule auf der Au","HE-4321-0","4321","Auf der Au 34, 65510 Idstein","Grundschule","Grundschule","06126/229599","HE","06126/229898",false,8.257132,50.221515
"Merianschule","HE-4322-0","4322","Einhardstraße 63, 63500 Seligenstadt","Hauptschule","Hauptschule","06182/99386825","HE","06182/9938680",false,8.973683,50.039314
"Merianschule","HE-4322-1","4322","Einhardstraße 63, 63500 Seligenstadt","Realschule","Realschule","06182/99386825","HE","06182/9938680",false,8.973683,50.039314
"Schulzentrum Hessen-Homburg","HE-4323-0","4323","Hessen-Homburg-Platz 9, 63452 Hanau","Hauptschule","Hauptschule","06181/6104012","HE","06181/610400",false,8.935783,50.144114
"Schulzentrum Hessen-Homburg","HE-4323-1","4323","Hessen-Homburg-Platz 9, 63452 Hanau","Realschule","Realschule","06181/6104012","HE","06181/610400",false,8.935783,50.144114
"Lycée Français Victor Hugo","HE-4324-0","4324","Gontardstraße 11, 60488 Frankfurt am Main","Gymnasium ohne gymnasiale Oberstufe","Gymnasium","069/747498142","HE","069/7474980",false,8.608129,50.1347
"Aktive Schule Frankfurt","HE-4325-0","4325","Wacholderweg 5, 60433 Frankfurt am Main","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","069/54000985","HE","069/54000984",false,8.678642,50.164838
"Jim-Knopf-Schule","HE-4326-0","4326","Zur Grundschule 13, 61200 Wölfersheim","Grundschule","Grundschule","06036/989752","HE","06036/989751",false,8.81139,50.3975
"Grundschule am Eichwäldchen","HE-4327-0","4327","Eichwäldchenweg 6, 61440 Oberursel (Taunus)","Grundschule","Grundschule","06171/6981130","HE","06171/698110",false,8.555528,50.216544
"Julius-Alberti-Schule","HE-4328-0","4328","Friedrichstraße 19, 65385 Rüdesheim am Rhein","Grundschule","Grundschule","06722/500618","HE","06722/2955",false,7.930148,49.981122
"Freie Montessori-Schule Darmstadt","HE-4330-0","4330","Berliner Allee 5, 64295 Darmstadt","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06151/6017283","HE","06151/6014440",false,8.633042,49.868608
"Schule am Kiefernwäldchen","HE-4331-0","4331","Am Kiefernwäldchen 2, 64347 Griesheim","Sonstige Förderschule","Förderschule","06155/605791","HE","06155/604211",false,8.585888,49.860696
"Erich Kästner-Schule Grundschule","HE-4332-0","4332","Wickopweg 2, 64289 Darmstadt","Grundschule","Grundschule","06151/712349","HE","06151/790970",false,8.686522,49.897515
"Georg-Müller-Schule","HE-4333-0","4333","Benzweg 3, 64293 Darmstadt","Grundschule","Grundschule","06151/7895984","HE","06151/7895326",false,8.638837,49.885657
"Lukas-Schule","HE-4334-0","4334","Rheinstraße 48a, 64367 Mühltal","Sonstige Förderschule","Förderschule","06151/1364202","HE","06151/1364200",false,8.671069,49.814019
"Grundschule Riedberg","HE-4380-0","4380","Zur Kalbacher Höhe 15, 60438 Frankfurt am Main","Grundschule","Grundschule","069/21273330","HE","069/21273300",false,8.637992,50.178047
"Erasmus-von-Rotterdam-Schule","HE-4381-0","4381","Friedrich-Ebert-Anlage 44, 60325 Frankfurt am Main","Grundschule","Grundschule","069/907436412","HE","069/90743640",false,8.655443,50.112615
"Metropolitan School Frankfurt","HE-4382-0","4382","Eschborner Landstr. 134-138, 60489 Frankfurt am Main","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","069/968640520","HE","069/96864050",false,8.601447,50.127545
"Phorms Frankfurt","HE-4383-0","4383","Fürstenberger Straße 3-9, 60322 Frankfurt am Main","Gymnasium mit gymnasialer Oberstufe","Gymnasium","069/17392574","HE","069/17392550",false,8.677906,50.125272
"Liesel-Oestreicher-Schule","HE-4384-0","4384","Boskoopstraße 6, 60435 Frankfurt am Main","Grundschule","Grundschule","069/21273500","HE","069/21273475",false,8.699715,50.157149
"Ludwig-Börne-Schule","HE-4385-0","4385","Lange Straße 30-36, 60311 Frankfurt am Main","Hauptschule","Hauptschule","069/21231646","HE","069/21233056",false,8.693084,50.112386
"Ludwig-Börne-Schule","HE-4385-1","4385","Lange Straße 30-36, 60311 Frankfurt am Main","Realschule","Realschule","069/21231646","HE","069/21233056",false,8.693084,50.112386
"IGS Herder","HE-4386-0","4386","Wittelsbacher Allee 6-12, 60316 Frankfurt am Main","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","069/21240536","HE","069/21235334",false,8.692714,50.130152
"Gymnasium Riedberg","HE-4387-0","4387","Friedrich-Dessauer-Straße 2, 60438 Frankfurt am Main","Gymnasium mit gymnasialer Oberstufe","Gymnasium","069/21244610","HE","069/21244001",false,8.625369,50.178078
"Panoramaschule","HE-4388-0","4388","Werner-Bockelmann-Straße 3, 65934 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21271049","HE","069/21271008",false,8.577699,50.10358
"Rackow-Schule Frankfurt","HE-4389-0","4389","Eckenheimer Landstraße 303, 60320 Frankfurt am Main","Realschule","Realschule","069/557763","HE","069/552754",false,8.684435,50.139162
"Mundanis - Frankfurter Stadtschule","HE-4390-0","4390","Voltastraße 1 a, 60486 Frankfurt am Main","Gymnasium mit gymnasialer Oberstufe","Gymnasium","069/2562889150","HE","069/25628890",false,8.641103,50.116816
"IGS West","HE-4391-0","4391","Palleskestraße 60, 65929 Frankfurt am Main","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","069/21275974","HE","069/21271770",false,8.556499,50.106637
"Katharina-die-Große-Schule","HE-4392-0","4392","Idsteiner Straße 91, 60326 Frankfurt am Main","Grundschule","Grundschule","069/95454575","HE","069/57804316",false,8.629952,50.105159
"IKS - Interkulturelle Schule Rhein-Main","HE-4393-0","4393","Homburger Landstraße 285-289, 60433 Frankfurt am Main","Grundschule","Grundschule","069/27997182","HE","069/27997180",false,8.6768817,50.1709858
"Alexander-Puschkin-Schule","HE-4394-0","4394","Voltastraße 75, 60486 Frankfurt am Main","Grundschule","Grundschule","069/93994592","HE","069/70794006",false,8.632342,50.116771
"Valentin-Senger-Schule","HE-4395-0","4395","Valentin-Senger-Straße 9, 60389 Frankfurt am Main","Grundschule","Grundschule","069/21234724","HE","069/21233059",false,8.701273,50.139619
"Marie-Curie-Schule","HE-4396-0","4396","Gr.v.-Stauffenberg-Allee 55, 60438 Frankfurt am Main","Grundschule","Grundschule","069/21277345","HE","069/21277301",false,8.498804,50.139799
"Gymnasium Nied","HE-4397-0","4397","Palleskestraße 60, 65929 Frankfurt am Main","Gymnasium mit gymnasialer Oberstufe","Gymnasium","069/21275975","HE","069/21271917",false,8.556499,50.106637
"Montessori-Schule Mühlheim","HE-4430-0","4430","Carl-Zeiss-Straße 4, 63165 Mühlheim am Main","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06108/–","HE","06108/619083",false,8.83918,50.118616
"Freie Montessori-Schule","HE-4431-0","4431","Gustav-Heinemann-Ring 110, 63128 Dietzenbach","Grundschule","Grundschule","06074/7281762","HE","06074/7281760",false,8.776157,50.02213
"Emma-Schule","HE-4432-0","4432","Giselastraße 7, 63500 Seligenstadt","Grundschule","Grundschule","06182/899688","HE","06182/22112",false,8.970382,50.04093
"Erasmus-Schule Offenbach","HE-4433-0","4433","Dreieichring 24, 63067 Offenbach am Main","Grundschule","Grundschule","069/264988164","HE","069/264988160",false,8.746862,50.100379
"Hafenschule","HE-4434-0","4434","Bettinastrasse 110, 63067 Offenbach am Main","Grundschule","Grundschule","069/80654109","HE","069/80654101",false,8.744485,50.108848
"Montessori Schule Idstein e.V.","HE-4480-0","4480","Wiesbadener Straße 74, 65510 Idstein","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06126/229460","HE","06126/226083",false,8.260553,50.217373
"Campus Klarenthal","HE-4481-0","4481","Am Kloster Klarenthal 7 a, 65195 Wiesbaden","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","0611/72442415","HE","0611/7244240",false,8.19733,50.096267
"Alexej von Jawlensky-Schule","HE-4482-0","4482","Hans-Böckler-Straße 1, 65199 Wiesbaden","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","0611/315957","HE","0611/317811",false,8.192058,50.068801
"Private Bilinguale Ganztagsschule","HE-4483-0","4483","Langenbeckstraße 5, 65189 Wiesbaden","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","0611/16660850","HE","0611/3410691",false,8.256214,50.074757
"Zentrum Brückenschule","HE-4530-0","4530","Werner von Siemens Straße 78, 64711 Erbach","Sonstige Förderschule","Förderschule","06062/260418","HE","06062/260393",false,8.994318,49.666539
"Freie Schule Odenwald-Drachenschule","HE-4531-0","4531","Birkenweg 31, 69483 Wald-Michelbach","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06207/949872","HE","06207/924851",false,8.820105,49.578208
"Metropolitan International School","HE-4532-0","4532","Walter-Gropius-Allee 3, 68519 Viernheim","Gymnasium mit gymnasialer Oberstufe","Gymnasium","06204/–","HE","06204/7087796",false,8.595271,49.540791
"Freie Inklusive Schule","HE-4533-0","4533","Bahnstraße 43, 64711 Erbach","Grundschule mit Förderstufe","Grundschule","06061/–","HE","06061/12842",false,8.991437,49.655307
"Senfkorn-Schule","HE-4534-0","4534","Lilienthalstraße 3 a, 64625 Bensheim","Grundschule","Grundschule","06251/9894956","HE","06251/9894955",false,8.591857,49.687362
"Viktor-Frankl-Schule","HE-4601-0","4601","Fritz-Tarnow-Straße 27, 60320 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21232058","HE","069/21235132",false,8.672123,50.143139
"Kasinoschule","HE-4602-0","4602","Kasinostraße 4, 65929 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/21245843","HE","069/21245554",false,8.551065,50.101552
"Michael-Schule","HE-4604-0","4604","Eichhörnchenpfad 4, 65933 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/939955820","HE","069/93995580",false,8.590399,50.103803
"Heinrich-Hoffmann-Schule","HE-4605-0","4605","Marienburgstraße 4, 60528 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/67059801","HE","069/67059800",false,8.649165,50.092382
"Mosaikschule","HE-4606-0","4606","Gerhart-Hauptmann-Ring 240 a, 60439 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21270040","HE","069/21270277",false,8.612889,50.162218
"Weißfrauenschule","HE-4607-0","4607","Gutleutstraße 38, 60329 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21240533","HE","069/21235670",false,8.668252,50.105919
"Hermann-Herzog-Schule","HE-4608-0","4608","Fritz-Tarnow-Straße 27, 60320 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21239910","HE","069/21235131",false,8.672123,50.143139
"Hermann-Luppe-Schule","HE-4609-0","4609","An der Praunheimer Mühle 7, 60488 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21238763","HE","069/21232188",false,8.624469,50.150056
"Fritz-Redl-Schule","HE-4610-0","4610","Kurmainzer Straße 20, 65929 Frankfurt am Main","Sonstige Förderschule","Förderschule","069/21248599","HE","069/21242021",false,8.552475,50.107212
"Bürgermeister-Grimm-Schule","HE-4611-0","4611","Ackermannstraße 39, 60326 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/21242570","HE","069/21235509",false,8.625626,50.099577
"Charles-Hallgarten-Schule","HE-4612-0","4612","Am Bornheimer Hang 10, 60386 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/46998270","HE","069/21235291",false,8.720794,50.130636
"Johann-Hinrich-Wichern-Schule","HE-4614-0","4614","Victor-Gollancz-Weg 4, 60433 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/21232753","HE","069/21235134",false,8.661644,50.158143
"Karl-Oppermann-Schule","HE-4615-0","4615","Gotenstraße 38, 65929 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/21245794","HE","069/21245458",false,8.54251,50.109074
"Wallschule","HE-4616-0","4616","Diesterwegstraße 11, 60594 Frankfurt am Main","Förderschule für Lernhilfe","Förderschule","069/21231636","HE","069/21235258",false,8.682407,50.101242
"Vincenzschule Aulhausen","HE-4619-0","4619","Vincenzstraße 60, 65385 Rüdesheim am Rhein","Förderschule für Lernhilfe","Förderschule","06722/901320","HE","06722/901302",false,7.902546,49.999454
"Leopold-Bausinger-Schule","HE-4622-0","4622","Winkeler Straße 87, 65366 Geisenheim","Förderschule für Lernhilfe","Förderschule","06722/980858","HE","06722/8101",false,7.970977,49.9854
"Ernst-Elias-Niebergall-Schule","HE-4623-0","4623","Vogelsbergstraße 46, 64289 Darmstadt","Förderschule für Lernhilfe","Förderschule","06151/133412","HE","06151/132557",false,8.662164,49.883696
"Herderschule","HE-4624-0","4624","Am Kapellberg 1, 64285 Darmstadt","Sonstige Förderschule","Förderschule","06151/27865320","HE","06151/2786530",false,8.649998,49.858398
"Mühltalschule","HE-4626-0","4626","Nußbaumallee 6, 64297 Darmstadt","Förderschule für Lernhilfe","Förderschule","06151/133408","HE","06151/132849",false,8.642847,49.810818
"Albert-Schweitzer-Schule","HE-4627-0","4627","Grünberger Straße 216, 35394 Gießen","Sonstige Förderschule","Förderschule"," 0641/3062595","HE"," 0641/3062586",false,8.716015,50.586758
"Hans-Rettig-Schule","HE-4628-0","4628","Feulgenstraße 12, 35392 Gießen","Sonstige Förderschule","Förderschule"," 0641/98542989","HE"," 0641/98542988",false,8.667356,50.575982
"Martin-Buber-Schule","HE-4629-0","4629","Carl-Franz-Straße 18, 35392 Gießen","Sonstige Förderschule","Förderschule"," 0641/2717","HE"," 0641/2716",false,8.659944,50.56729
"Helmut-von-Bracken-Schule","HE-4630-0","4630","Grünberger Straße 186, 35394 Gießen","Sonstige Förderschule","Förderschule"," 0641/3063045","HE"," 0641/3063043",false,8.712427,50.585808
"Friedrich-Fröbel-Schule","HE-4631-0","4631","Wichernstraße 14, 63477 Maintal","Sonstige Förderschule","Förderschule","06181/48673","HE","06181/495860",false,8.843384,50.136468
"Elisabeth-Schmitz-Schule","HE-4632-0","4632","Bertha-von-Suttner-Straße 10, 63457 Hanau","Förderschule für Lernhilfe","Förderschule","06181/4230989","HE","06181/423097",false,8.954525,50.118829
"Fröbelschule","HE-4633-0","4633","Goethestraße 10-12, 63067 Offenbach am Main","Sonstige Förderschule","Förderschule","069/80652309","HE","069/80652755",false,8.75423,50.10894
"Ludwig-Dern-Schule","HE-4634-0","4634","Schubertstraße 89, 63069 Offenbach am Main","Förderschule für Lernhilfe","Förderschule","069/80653438","HE","069/80652247",false,8.759043,50.084643
"Albert-Schweitzer-Schule","HE-4636-0","4636","Passauer Straße 48, 55246 Mainz-Kostheim","Förderschule für Lernhilfe","Förderschule","06134/5669717","HE","06134/566970",false,8.29357,50.004235
"Comeniusschule","HE-4638-0","4638","Comeniusstraße 5, 65195 Wiesbaden","Förderschule für Lernhilfe","Förderschule","0611/313947","HE","0611/312237",false,8.225909,50.089222
"Helen-Keller-Schule","HE-4639-0","4639","Landgrabenstraße 9, 65199 Wiesbaden","Sonstige Förderschule","Förderschule","0611/4118789","HE","0611/4118780",false,8.200113,50.076421
"Johann-Hinrich-Wichern-Schule","HE-4640-0","4640","Dyckerhoffstraße 22, 65203 Wiesbaden","Sonstige Förderschule","Förderschule","0611/314996","HE","0611/319183",false,8.260314,50.029902
"Schule am Geisberg","HE-4642-0","4642","Jonas-Schmidt-Straße 2, 65193 Wiesbaden","Sonstige Förderschule","Förderschule","0611/94587030","HE","0611/94587013",false,8.244671,50.095221
"Friedrich-von-Bodelschwingh-Schule","HE-4643-0","4643","Pörtschacher Straße 12, 65187 Wiesbaden","Sonstige Förderschule","Förderschule","0611/54107119","HE","0611/5410710",false,8.220784,50.058121
"Erich-Kästner-Schule Alsfeld","HE-4645-0","4645","Im Klaggarten 6, 36304 Alsfeld","Förderschule für Lernhilfe","Förderschule","06631/801774","HE","06631/2176",false,9.27081,50.754456
"Kirchbergschule","HE-4647-0","4647","Darmstädter Straße 45, 64625 Bensheim","Grundschule","Grundschule","06251/1039588","HE","06251/4597",false,8.621609,49.687303
"Siegfriedschule","HE-4649-0","4649","Mainzer Straße 8, 64646 Heppenheim (Bergstraße)","Förderschule für Lernhilfe","Förderschule","06252/9598985","HE","06252/9598986",false,8.627197,49.634782
"Biedensandschule","HE-4650-0","4650","Carl-Lepper-Straße 7, 68623 Lampertheim","Förderschule für Lernhilfe","Förderschule","06206/159851","HE","06206/4174",false,8.456094,49.598237
"Albert-Schweitzer-Schule","HE-4652-0","4652","Molitorstraße 14, 68519 Viernheim","Förderschule für Lernhilfe","Förderschule","06204/9112439","HE","06204/4421",false,8.575888,49.537288
"Hilda-Heinemann-Schule Hommertshausen","HE-4654-0","4654","Zwischen den Dörfern 1, 35232 Dautphetal","Sonstige Förderschule","Förderschule","06468/912208","HE","06468/912207",false,8.513046,50.845141
"Burgberg-Schule Friedensdorf","HE-4655-0","4655","Am Eckeberg, 35232 Dautphetal","Förderschule für Lernhilfe","Förderschule","06466/912887","HE","06466/1442",false,8.5532013,50.85047
"Otfried-Preußler-Schule","HE-4656-0","4656","Lerchenweg 2, 35075 Gladenbach","Förderschule für Lernhilfe","Förderschule","06462/912988","HE","06462/8344",false,8.546465,50.757252
"Lebensgemeinschaft Bingenheim e.V.","HE-4657-0","4657","Schloßstraße 9, 61209 Echzell","Förderschule für Lernhilfe","Förderschule","06035/81126","HE","06035/810",false,8.894725,50.373457
"Albert-Schweitzer-Schule","HE-4659-0","4659","Hebbelstraße 1, 64347 Griesheim","Förderschule für Lernhilfe","Förderschule","06155/605530","HE","06155/61022",false,8.57659,49.864633
"Wichernschule","HE-4660-0","4660","Stiftstraße 2 b, 64367 Mühltal","Förderschule für Lernhilfe","Förderschule","06151/1495295","HE","06151/1495291",false,8.694256,49.824051
"Steinrehschule","HE-4661-0","4661","Bahnhofstraße 16, 64367 Mühltal","Förderschule für Lernhilfe","Förderschule","06151/917721","HE","06151/146717",false,8.70046,49.826894
"Schillerschule","HE-4662-0","4662","Christian-Stock-Straße 6, 64319 Pfungstadt","Förderschule für Lernhilfe","Förderschule","06157/5677","HE","06157/4138",false,8.609212,49.801153
"Anna-Freud-Schule","HE-4663-0","4663","Büttelborner Weg 3, 64331 Weiterstadt","Förderschule für Lernhilfe","Förderschule","06150/4244","HE","06150/4244",false,8.574517,49.905154
"Bischof Ketteler Schule","HE-4664-0","4664","Burgstraße 5, 64846 Groß-Zimmern","Sonstige Förderschule","Förderschule","06071/49438","HE","06071/49430",false,8.846343,49.866861
"Schule am Budenberg","HE-4666-0","4666","Am Vogelgesang, 35708 Haiger","Förderschule für Lernhilfe","Förderschule","02773/913529","HE","02773/4804",false,8.20389,50.74222
"Kirchbergschule","HE-4668-0","4668","Nassaustraße 11, 35745 Herborn","Förderschule für Lernhilfe","Förderschule","02772/922862","HE","02772/3704",false,8.301293,50.684279
"Georg-Vetter-Schule Bad König","HE-4669-0","4669","Mainstraße 42, 64732 Bad König","Förderschule für Lernhilfe","Förderschule","06063/5779974","HE","06063/5779971",false,9.015937,49.74578
"Gabriel-Biel-Schule","HE-4671-0","4671","August-Storch-Straße 5, 35510 Butzbach","Förderschule für Lernhilfe","Förderschule","06033/984518","HE","06033/65717",false,8.672136,50.436099
"Johann-Peter-Schäfer-Schule","HE-4672-0","4672","Johann-Peter-Schäfer-Str. 1, 61169 Friedberg","Sonstige Förderschule","Förderschule","06031/608499","HE","06031/6080",false,8.746926,50.336431
"Johannes-Vatter-Schule","HE-4673-0","4673","Homburger Straße 20, 61169 Friedberg","Sonstige Förderschule","Förderschule","06031/608620","HE","06031/608602",false,8.743499,50.325803
"Helmut-von-Bracken-Schule","HE-4674-0","4674","Im Wingert 7, 61169 Friedberg","Förderschule für Lernhilfe","Förderschule","06031/69205120","HE","06031/6920510",false,8.756027,50.325978
"Wartbergschule","HE-4675-0","4675","Friedensstraße 17, 61169 Friedberg","Sonstige Förderschule","Förderschule","06031/13282","HE","06031/3717",false,8.752555,50.327287
"Schule im Reinhardshof","HE-4677-0","4677","Alt Erlenbach 87, 60437 Frankfurt am Main","Sonstige Förderschule","Förderschule","06101/545030","HE","06101/545061",false,8.705792,50.20678
"Brunnenschule","HE-4679-0","4679","Kurt-Moosdorf-Straße 75, 61118 Bad Vilbel","Förderschule für Lernhilfe","Förderschule","06101/509243","HE","06101/83533",false,8.725545,50.17598
"Haidefeldschule","HE-4681-0","4681","Im Haidefeld 12, 63633 Birstein","Förderschule für Lernhilfe","Förderschule","06054/917640","HE","06054/5100",false,9.268381,50.345232
"Martinsschule","HE-4683-0","4683","Brentanostraße 9, 63589 Linsengericht","Sonstige Förderschule","Förderschule","06051/975377","HE","06051/97530",false,9.198075,50.181982
"Martin-Luther-Schule","HE-4684-0","4684","Leppermühle 1, 35418 Buseck","Sonstige Förderschule","Förderschule","06408/509145","HE","06408/509142",false,8.805317,50.597619
"Lindenschule","HE-4685-0","4685","Burgstraße 5, 35440 Linden","Förderschule für Lernhilfe","Förderschule","06403/926003","HE","06403/8520",false,8.651767,50.529041
"Gallus-Schule","HE-4686-0","4686","Struppiusstraße 18, 35305 Grünberg","Sonstige Förderschule","Förderschule","06401/3231","HE","06401/7475",false,8.98681,50.587678
"Anna-Freud-Schule","HE-4688-0","4688","Erich-Kästner-Straße 14, 35423 Lich","Sonstige Förderschule","Förderschule","06404/664129","HE","06404/7879",false,8.811584,50.517186
"Schillerschule","HE-4691-0","4691","Schillerplatz 1, 64579 Gernsheim","Förderschule für Lernhilfe","Förderschule","06258/52231","HE","06258/2388",false,8.485085,49.7545
"Goetheschule","HE-4692-0","4692","Goethestraße 1, 64521 Groß-Gerau","Förderschule für Lernhilfe","Förderschule","06152/84431","HE","06152/2618",false,8.480303,49.919584
