"name","id","official_id","address","school_type","school_type_entity","fax","state","phone","full_time_school","lon","lat"
"Haingrabenschule Nieder-Weisel","HE-3638-0","3638","Oppershofener Straße 14, 35510 Butzbach","Grundschule","Grundschule","06033/922652","HE","06033/5036",false,8.684972,50.414395
"Hausbergschule Hoch-Weisel","HE-3639-0","3639","Wiesenstraße 14 a, 35510 Butzbach","Grundschule","Grundschule","06033/925741","HE","06033/3418",false,8.631156,50.401385
"Schrenzerschule","HE-3641-0","3641","Emil-Vogt-Straße 6, 35510 Butzbach","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06033/921121","HE","06033/921120",false,8.659573,50.432197
"Stadtschule Butzbach","HE-3642-0","3642","August-Storch-Straße 9, 35510 Butzbach","Grundschule","Grundschule","06033/971317","HE","06033/971316",false,8.672172,50.436823
"Stadtschule Butzbach","HE-3642-1","3642","August-Storch-Straße 9, 35510 Butzbach","Hauptschule","Hauptschule","06033/971317","HE","06033/971316",false,8.672172,50.436823
"Stadtschule Butzbach","HE-3642-2","3642","August-Storch-Straße 9, 35510 Butzbach","Realschule","Realschule","06033/971317","HE","06033/971316",false,8.672172,50.436823
"Brüder-Grimm-Schule","HE-3643-0","3643","Gebrüder-Grimm-Weg, 61169 Friedberg","Grundschule","Grundschule","06031/770266","HE","06031/770265",false,8.755,50.33528
"Karl-Weigand-Schule","HE-3644-0","3644","Kirchgasse 22, 61197 Florstadt","Grundschule","Grundschule","06035/970738","HE","06035/5307",false,8.864832,50.317612
"Karl-Weigand-Schule","HE-3644-1","3644","Kirchgasse 22, 61197 Florstadt","Hauptschule mit Förderstufe","Hauptschule","06035/970738","HE","06035/5307",false,8.864832,50.317612
"Karl-Weigand-Schule","HE-3644-2","3644","Kirchgasse 22, 61197 Florstadt","Realschule","Realschule","06035/970738","HE","06035/5307",false,8.864832,50.317612
"Adolf-Reichwein-Schule Friedberg","HE-3645-0","3645","Saarstraße 7-13, 61169 Friedberg","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06031/723544","HE","06031/72350",false,8.7575442,50.3319631
"Gemeinsame Musterschule","HE-3646-0","3646","Augustinergasse 10, 61169 Friedberg","Grundschule","Grundschule","06031/736703","HE","06031/13642",false,8.755878,50.338373
"Grundschule Fauerbach","HE-3648-0","3648","Hauptstraße 21, 61169 Friedberg","Grundschule","Grundschule","06031/791399","HE","06031/15455",false,8.771557,50.328114
"Grundschule Ockstadt","HE-3650-0","3650","Kapellenstraße 4, 61169 Friedberg","Grundschule","Grundschule","06031/772952","HE","06031/4556",false,8.719438,50.333502
"Philipp-Dieffenbach-Schule","HE-3651-0","3651","Am Seebach 1, 61169 Friedberg","Grundschule","Grundschule","06031/736908","HE","06031/91410",false,8.746757,50.335558
"Johanniterschule Münzenberg-Gambach","HE-3653-0","3653","Schulstraße 11, 35516 Münzenberg","Grundschule","Grundschule","06033/971337","HE","06033/971336",false,8.730266,50.459685
"Grundschule Harheim","HE-3654-0","3654","In den Schafgärten 25, 60437 Frankfurt am Main","Grundschule","Grundschule","06101/4581","HE","06101/41218",false,8.691265,50.186624
"Selzerbachschule","HE-3656-0","3656","Schulstraße 6, 61184 Karben","Grundschule","Grundschule","06039/939453","HE","06039/7870",false,8.774062,50.228488
"Grundschule Kloppenheim","HE-3659-0","3659","Frankfurter Straße 13, 61184 Karben","Grundschule","Grundschule","06039/934287","HE","06039/7676",false,8.746916,50.231779
"Schule am Römerbad","HE-3660-0","3660","Untergasse 21, 61184 Karben","Grundschule","Grundschule","06039/938983","HE","06039/2969",false,8.757575,50.248672
"Mittelpunktschule Oberer Hüttenberg","HE-3661-0","3661","Grenzweg 1, 35510 Butzbach","Grundschule","Grundschule","06033/971617","HE","06033/971616",false,8.650845,50.466208
"Geschwister-Scholl-Schule Niddatal","HE-3662-0","3662","Geschwister-Scholl-Straße 26, 61194 Niddatal","Grundschule","Grundschule","06034/939024","HE","06034/93900",false,8.811118,50.294523
"Geschwister-Scholl-Schule Niddatal","HE-3662-1","3662","Geschwister-Scholl-Straße 26, 61194 Niddatal","Hauptschule mit Förderstufe","Hauptschule","06034/939024","HE","06034/93900",false,8.811118,50.294523
"Geschwister-Scholl-Schule Niddatal","HE-3662-2","3662","Geschwister-Scholl-Straße 26, 61194 Niddatal","Realschule","Realschule","06034/939024","HE","06034/93900",false,8.811118,50.294523
"Eichendorff-Schule Ilbenstadt","HE-3665-0","3665","Schulstraße 34, 61194 Niddatal","Grundschule","Grundschule","06034/939941","HE","06034/2193",false,8.804039,50.27854
"Schule am Erlenbach","HE-3666-0","3666","Im Feldchen 26, 60437 Frankfurt am Main","Grundschule","Grundschule","06101/497446","HE","06101/43190",false,8.710793,50.205823
"Michael-Grzimek-Schule","HE-3667-0","3667","An der Walkmühle 10, 60437 Frankfurt am Main","Grundschule","Grundschule","069/95000564","HE","069/5075000",false,8.671272,50.200162
"Frauenwaldschule Nieder-Mörlen","HE-3669-0","3669","Frauenwaldstraße 10, 61231 Bad Nauheim","Grundschule mit Förderstufe","Grundschule","06032/971165","HE","06032/971164",false,8.726639,50.379271
"Fritz-Erler-Schule","HE-3670-0","3670","Schmalwiesenweg 14, 61206 Wöllstadt","Grundschule","Grundschule","06034/905271","HE","06034/2551",false,8.774393,50.282282
"Paul-Maar-Schule","HE-3671-0","3671","Holzweg 2, 61352 Bad Homburg v. d. Höhe","Grundschule","Grundschule","06172/489932","HE","06172/42724",false,8.680897,50.221916
"Wintersteinschule Ober-Mörlen","HE-3672-0","3672","Borngasse 11, 61239 Ober-Mörlen","Grundschule","Grundschule","06002/930208","HE","06002/412",false,8.695515,50.371121
"Lilienwaldschule","HE-3674-0","3674","Ysenburger Straße 18-20, 61184 Karben","Grundschule","Grundschule","06039/488783","HE","06039/7119",false,8.719675,50.240443
"Grundschule im Ried","HE-3676-0","3676","Willy-Nohl-Straße 3, 61203 Reichelsheim (Wetterau)","Grundschule","Grundschule","06035/921941","HE","06035/3332",false,8.878866,50.35762
"Sandrosenschule Rockenberg","HE-3677-0","3677","Schulstraße 4, 35519 Rockenberg","Grundschule","Grundschule","06033/970811","HE","06033/66943",false,8.736493,50.429473
"Erich-Kästner-Schule Rosbach","HE-3678-0","3678","Seeweg 8, 61191 Rosbach v.d. Höhe","Grundschule","Grundschule","06007/930304","HE","06007/930303",false,8.707366,50.263944
"Erich-Kästner-Schule Rosbach","HE-3678-1","3678","Seeweg 8, 61191 Rosbach v.d. Höhe","Hauptschule","Hauptschule","06007/930304","HE","06007/930303",false,8.707366,50.263944
"Erich-Kästner-Schule Rosbach","HE-3678-2","3678","Seeweg 8, 61191 Rosbach v.d. Höhe","Realschule","Realschule","06007/930304","HE","06007/930303",false,8.707366,50.263944
"Kapersburgschule","HE-3679-0","3679","Bei den Junkergärten 4, 61191 Rosbach v.d. Höhe","Grundschule","Grundschule","06003/829516","HE","06003/1365",false,8.695943,50.301232
"Grundschule Stammheim","HE-3680-0","3680","Schlossstraße  12, 61197 Florstadt","Grundschule","Grundschule","06035/189863","HE","06035/6871",false,8.920185,50.310541
"Rosendorfschule Steinfurth","HE-3681-0","3681","Södeler Straße 15, 61231 Bad Nauheim","Grundschule","Grundschule","06032/803821","HE","06032/82474",false,8.749658,50.398737
"Singbergschule Wölfersheim","HE-3685-0","3685","Wingertstraße 33, 61200 Wölfersheim","schulformbezogene (kooperative) Gesamtschule","Kooperative Gesamtschule","06036/984140","HE","06036/98413",false,8.811424,50.401079
"Martinus-Schule","HE-3687-0","3687","Burgring 9, 63619 Bad Orb","Grundschule","Grundschule","06052/900303","HE","06052/2500",false,9.345033,50.226336
"Martinus-Schule","HE-3687-1","3687","Burgring 9, 63619 Bad Orb","Hauptschule","Hauptschule","06052/900303","HE","06052/2500",false,9.345033,50.226336
"Grundschule Biebertal","HE-3688-0","3688","Biebertalstraße 12, 63599 Biebergemünd","Grundschule","Grundschule","06050/910890","HE","06050/1340",false,9.3309,50.161928
"Grundschule Wirtheim","HE-3689-0","3689","Schulstraße 8, 63599 Biebergemünd","Grundschule","Grundschule","06050/907024","HE","06050/7102",false,9.262505,50.220347
"Alteburg-Schule","HE-3690-0","3690","Spessartstraße 75, 63599 Biebergemünd","Grundschule","Grundschule","06050/972828","HE","06050/97280",false,9.277825,50.205019
"Alteburg-Schule","HE-3690-1","3690","Spessartstraße 75, 63599 Biebergemünd","Hauptschule","Hauptschule","06050/972828","HE","06050/97280",false,9.277825,50.205019
"Alteburg-Schule","HE-3690-2","3690","Spessartstraße 75, 63599 Biebergemünd","Realschule","Realschule","06050/972828","HE","06050/97280",false,9.277825,50.205019
"Haupt- und Realschule Birstein","HE-3693-0","3693","Sudetenstraße 41, 63633 Birstein","Hauptschule","Hauptschule","06054/900776","HE","06054/2305",false,9.311488,50.359546
"Haupt- und Realschule Birstein","HE-3693-1","3693","Sudetenstraße 41, 63633 Birstein","Realschule","Realschule","06054/900776","HE","06054/2305",false,9.311488,50.359546
"Grundschule Brachttal","HE-3694-0","3694","Jahnstraße 9, 63636 Brachttal","Grundschule","Grundschule","06054/914877","HE","06054/497",false,9.291003,50.309982
"Schule am Dorfplatz","HE-3695-0","3695","Kegelbahnstraße 59, 63579 Freigericht","Grundschule","Grundschule","06055/1767","HE","06055/2202",false,9.141529,50.142365
"Schule der bunten Raben","HE-3696-0","3696","Spessartblick 4, 63579 Freigericht","Grundschule","Grundschule","06055/9073493","HE","06055/3003",false,9.159428,50.142926
"Regenbogenschule Bernbach","HE-3697-0","3697","Regenbogenstraße 8, 63579 Freigericht","Grundschule","Grundschule","06055/934570","HE","06055/3440",false,9.146571,50.153503
"Konrad-Neumann-Schule Neuses","HE-3698-0","3698","Schulstraße 3, 63579 Freigericht","Grundschule","Grundschule","06055/909701","HE","06055/2205",false,9.141238,50.127767
"Bischof Dr. Christian Schreiber-Schule","HE-3699-0","3699","Am Weißen Stein 21, 63579 Freigericht","Grundschule","Grundschule","06055/4084","HE","06055/4837",false,9.110956,50.137005
"Philipp-Reis-Schule","HE-3700-0","3700","Philipp-Reis-Straße 16, 63571 Gelnhausen","Grundschule","Grundschule","06051/15593","HE","06051/2102",false,9.187214,50.201393
"Philipp-Reis-Schule","HE-3700-1","3700","Philipp-Reis-Straße 16, 63571 Gelnhausen","Hauptschule","Hauptschule","06051/15593","HE","06051/2102",false,9.187214,50.201393
"Ysenburgschule","HE-3701-0","3701","Konrad-Schneider-Weg 7, 63571 Gelnhausen","Grundschule","Grundschule","06051/69325","HE","06051/69500",false,9.149084,50.185112
"Herzbergschule Roth","HE-3702-0","3702","Rathausstraße 1, 63571 Gelnhausen","Grundschule","Grundschule","06051/884976","HE","06051/4031",false,9.160286,50.208016
"Kinzigtalschule","HE-3703-0","3703","Büdinger Straße 11 a, 63584 Gründau","Grundschule","Grundschule","06051/2854","HE","06051/5802",false,9.136377,50.208824
"Alte Dorfschule Gondsroth","HE-3704-0","3704","Schulstraße 14, 63594 Hasselroth","Grundschule","Grundschule","06055/9121516","HE","06055/84635",false,9.103281,50.152955
"Hasselbachschule","HE-3705-0","3705","Bornwiesenweg 20, 63594 Hasselroth","Grundschule","Grundschule","06055/915317","HE","06055/2866",false,9.090574,50.162685
"Igelsgrund-Schule","HE-3706-0","3706","Schulstraße 11, 63571 Gelnhausen","Grundschule","Grundschule","06051/978900","HE","06051/73800",false,9.153249,50.186218
"Jossatal-Schule","HE-3708-0","3708","Schulstraße 12-14, 63637 Jossgrund","Grundschule","Grundschule","06059/203","HE","06059/411",false,9.45833,50.17917
"Jossatal-Schule","HE-3708-1","3708","Schulstraße 12-14, 63637 Jossgrund","Hauptschule","Hauptschule","06059/203","HE","06059/411",false,9.45833,50.17917
"Geisbergschule","HE-3710-0","3710","Schulstraße 29, 63589 Linsengericht","Grundschule","Grundschule","06051/971424","HE","06051/71364",false,9.221625,50.177974
"Hasela-Schule","HE-3711-0","3711","Brentanostraße 1-3, 63589 Linsengericht","Grundschule","Grundschule","06051/971398","HE","06051/71630",false,9.198011,50.18315
"Wilhelm-Hauff-Schule","HE-3712-0","3712","Gartenstraße 28, 63639 Flörsbachtal","Grundschule","Grundschule","06057/912596","HE","06057/697",false,9.4736,50.123335
"Auwiesenschule","HE-3714-0","3714","Taunusstraße 4-6, 63594 Hasselroth","Grundschule","Grundschule","06055/934302","HE","06055/2611",false,9.123404,50.166131
"Anton-Calaminus-Schule","HE-3716-0","3716","Niedergründauer Straße 17, 63584 Gründau","Grundschule","Grundschule","06051/471471","HE","06051/2811",false,9.108282,50.203905
"Anton-Calaminus-Schule","HE-3716-1","3716","Niedergründauer Straße 17, 63584 Gründau","Hauptschule","Hauptschule","06051/471471","HE","06051/2811",false,9.108282,50.203905
"Anton-Calaminus-Schule","HE-3716-2","3716","Niedergründauer Straße 17, 63584 Gründau","Realschule","Realschule","06051/471471","HE","06051/2811",false,9.108282,50.203905
"Grundschule Aufenau","HE-3722-0","3722","Frankfurter Straße 26, 63607 Wächtersbach","Grundschule","Grundschule","06053/6107126","HE","06053/2322",false,9.317605,50.251615
"Hofburgschule Alten-Buseck","HE-3724-0","3724","Pestalozzistraße 2, 35418 Buseck","Grundschule","Grundschule","06408/547182","HE","06408/2146",false,8.755639,50.619076
"Jenaplanschule Hungen","HE-3725-0","3725","Schulstraße 18, 35410 Hungen","Grundschule","Grundschule","06036/981092","HE","06036/981091",false,8.832529,50.441493
"Grundschule Beuern","HE-3726-0","3726","Untergasse 3-5, 35418 Buseck","Grundschule","Grundschule","06408/660134","HE","06408/63220",false,8.821902,50.626953
"Waldschule Daubringen","HE-3727-0","3727","An der Waldschule 8, 35460 Staufenberg","Grundschule","Grundschule","06406/907547","HE","06406/5155",false,8.738145,50.648991
"Grundschule Annerod","HE-3729-0","3729","Auf der Platte 3, 35463 Fernwald","Grundschule","Grundschule"," 0641/4941306","HE"," 0641/43718",false,8.753469,50.578027
"Grundschule Steinbach","HE-3730-0","3730","An der Kirche 21, 35463 Fernwald","Grundschule","Grundschule","06404/660931","HE","06404/7040",false,8.780331,50.551441
"Goetheschule Buseck","HE-3731-0","3731","Wilhelmstraße 11, 35418 Buseck","Grundschule","Grundschule","06408/3189","HE","06408/3188",false,8.787095,50.607226
"Burgschule","HE-3733-0","3733","Burgstraße 5, 35440 Linden","Grundschule","Grundschule","06403/925541","HE","06403/2900",false,8.651767,50.529041
"Schule am Diebsturm","HE-3735-0","3735","Schulstraße 6, 35305 Grünberg","Grundschule","Grundschule","06401/21472","HE","06401/6579",false,8.957587,50.590349
"Wilhelm-Leuschner-Schule","HE-3740-0","3740","Bahnstraße 11, 35452 Heuchelheim","Grundschule","Grundschule"," 0641/67316","HE"," 0641/62644",false,8.633694,50.58598
"Mittelpunktgrundschule Hungen","HE-3741-0","3741","Am Grassee 4, 35410 Hungen","Grundschule","Grundschule","06402/7286","HE","06402/7246",false,8.898635,50.479143
"Grundschule Inheiden","HE-3742-0","3742","Zum Sportplatz 5, 35410 Hungen","Grundschule","Grundschule","06402/508810","HE","06402/2320",false,8.894966,50.457395
"Grundschule Langgöns","HE-3743-0","3743","Am alten Stück 7, 35428 Langgöns","Grundschule","Grundschule","06403/779868","HE","06403/3750",false,8.660148,50.502233
"Grundschule Langsdorf","HE-3744-0","3744","Schulschwan 9, 35423 Lich","Grundschule","Grundschule","06404/665033","HE","06404/7535",false,8.852397,50.492631
"Theodor-Heuss-Schule","HE-3745-0","3745","Schmelzweg 3, 35321 Laubach","Grundschule","Grundschule","06405/4486","HE","06405/1384",false,8.98848,50.539121
"Wiesengrundschule Leihgestern","HE-3753-0","3753","Gießener Straße 22, 35440 Linden","Grundschule","Grundschule","06403/969543","HE","06403/62100",false,8.675824,50.530987
"Erich-Kästner-Schule Lich","HE-3755-0","3755","Erich-Kästner-Straße 16, 35423 Lich","Grundschule","Grundschule","06404/61597","HE","06404/2300",false,8.81223,50.516615
"Grundschule Lollar","HE-3758-0","3758","Schur 2-6, 35457 Lollar","Grundschule","Grundschule","06406/2931","HE","06406/2999",false,8.705401,50.648304
"Lindenhofschule Mainzlar","HE-3759-0","3759","Hachborner Straße 6, 35460 Staufenberg","Grundschule","Grundschule","06406/905470","HE","06406/4370",false,8.74478,50.662961
"Limesschule","HE-3761-0","3761","Pestalozzistraße 10, 35415 Pohlheim","Grundschule","Grundschule","06403/963443","HE","06403/61412",false,8.724336,50.538754
"Lückebach-Schule","HE-3763-0","3763","Ringstraße 23, 35415 Pohlheim","Grundschule","Grundschule","06404/665078","HE","06404/7257",false,8.755556,50.536017
"Regenbogenschule","HE-3764-0","3764","Bettenberg 26, 35415 Pohlheim","Grundschule","Grundschule","06004/930988","HE","06004/501",false,8.727932,50.493306
"Grundschule Hausen","HE-3766-0","3766","Alte Gießener Straße 23, 35415 Pohlheim","Grundschule","Grundschule"," 0641/9483251","HE"," 0641/45744",false,8.733208,50.545725
"Grundschule Rüddingshausen","HE-3767-0","3767","Wermertshäuser Straße 2, 35466 Rabenau","Grundschule","Grundschule","06407/400170","HE","06407/8339",false,8.915629,50.688907
"Raben-Schule Londorf","HE-3768-0","3768","Mozartstraße 24, 35466 Rabenau","Grundschule","Grundschule","06407/904818","HE","06407/6748",false,8.871364,50.675412
"Kirschbergschule Reiskirchen","HE-3769-0","3769","Kirschbergstraße 27, 35447 Reiskirchen","Grundschule","Grundschule","06408/2955","HE","06408/2940",false,8.825001,50.591768
"Goetheschule Staufenberg","HE-3770-0","3770","Vorstadt 12, 35460 Staufenberg","Grundschule","Grundschule","06406/905130","HE","06406/3140",false,8.727867,50.662567
"Grundschule am Edelgarten","HE-3772-0","3772","Am Edelgarten 4, 35460 Staufenberg","Grundschule","Grundschule","06406/76388","HE","06406/4388",false,8.786978,50.66622
"Willi-Ziegler-Schule","HE-3773-0","3773","Königstraße 11, 35410 Hungen","Grundschule","Grundschule","06402/508812","HE","06402/9277",false,8.936716,50.505098
"Grundschule Im Hollerbusch","HE-3774-0","3774","Berliner Straße 5, 65468 Trebur","Grundschule","Grundschule","06147/2036417","HE","06147/203640",false,8.376212,49.934629
"Nibelungenschule","HE-3775-0","3775","Ludwigstraße 7, 64584 Biebesheim am Rhein","Grundschule","Grundschule","06258/82150","HE","06258/6434",false,8.468796,49.77973
"Georg-Mangold-Schule","HE-3776-0","3776","Im Attich 1, 65474 Bischofsheim","Grundschule","Grundschule","06144/3375916","HE","06144/337590",false,8.360401,49.983727
"Pestalozzischule","HE-3778-0","3778","Martinstraße 21, 64572 Büttelborn","Grundschule","Grundschule","06152/51305","HE","06152/57171",false,8.506851,49.901707
"Grundschule Crumstadt","HE-3779-0","3779","Am Roseneck 3, 64560 Riedstadt","Grundschule","Grundschule","06158/87171","HE","06158/83957",false,8.508554,49.814843
"Grundschule Dornheim","HE-3780-0","3780","Am Sportfeld 5, 64521 Groß-Gerau","Grundschule","Grundschule","06152/9489809","HE","06152/9489800",false,8.480528,49.873198
"Grundschule Erfelden","HE-3781-0","3781","Thomas-Mann-Straße 2, 64560 Riedstadt","Grundschule","Grundschule","06158/4437","HE","06158/1757",false,8.474917,49.834444
"Geinsheimer Schule","HE-3782-0","3782","Schulstraße 5, 65468 Trebur","Grundschule","Grundschule","06147/2032219","HE","06147/203220",false,8.398542,49.882749
"Johannes-Gutenberg-Schule","HE-3783-0","3783","Konrad-Adenauer-Ring 7, 64579 Gernsheim","schulformübergreifende (integrierte) Gesamtschule","Integrierte Gesamtschule","06258/931144","HE","06258/93110",false,8.496883,49.757916
"Peter-Schöffer-Schule","HE-3784-0","3784","Schulstraße 5, 64579 Gernsheim","Grundschule","Grundschule","06258/51886","HE","06258/3669",false,8.483441,49.75075
"Albert-Schweitzer-Schule","HE-3785-0","3785","Karl-Liebknecht-Straße 18, 65462 Ginsheim-Gustavsburg","Grundschule","Grundschule","06144/3382420","HE","06144/338240",false,8.347121,49.968235
"Gustav-Brunner-Schule","HE-3787-0","3787","Rudolf-Diesel-Straße 22, 65462 Ginsheim-Gustavsburg","Grundschule","Grundschule","06134/53647","HE","06134/51288",false,8.34639,49.96458
"Georg-Büchner-Schule","HE-3789-0","3789","Pestalozzistraße 2, 64560 Riedstadt","Grundschule","Grundschule","06158/4109","HE","06158/2822",false,8.497697,49.833633
"Nordschule","HE-3791-0","3791","Danziger Straße 7, 64521 Groß-Gerau","Grundschule","Grundschule","06152/86255","HE","06152/2968",false,8.490297,49.928504
"Schillerschule I","HE-3792-0","3792","Brüsseler Ring 34, 64521 Groß-Gerau","Grundschule","Grundschule","06152/8582217","HE","06152/858220",false,8.475833,49.907691
"Bürgermeister-Hardt-Schule","HE-3794-0","3794","Mainstraße 21, 65451 Kelsterbach","Grundschule","Grundschule","06107/9895315","HE","06107/9895312",false,8.529525,50.067521
"Karl-Treutel-Schule","HE-3795-0","3795","Friedensstraße 2, 65451 Kelsterbach","Grundschule","Grundschule","06107/9895420","HE","06107/9895410",false,8.528053,50.057661
"Erich-Kästner-Schule","HE-3796-0","3796","Heinrich-Engel-Straße 4, 64572 Büttelborn","Grundschule","Grundschule","06152/83022","HE","06152/83021",false,8.517754,49.916966
"Grundschule Leeheim","HE-3797-0","3797","An der Sporthalle 1, 64560 Riedstadt","Grundschule","Grundschule","06158/74579","HE","06158/73457",false,8.441474,49.854844
"Albert-Schweitzer-Schule","HE-3798-0","3798","Querstraße 6-8, 64546 Mörfelden-Walldorf","Grundschule","Grundschule","06105/921122","HE","06105/33276",false,8.563789,49.976286
"Bürgermeister-Klingler-Schule","HE-3799-0","3799","Feststraße 20, 64546 Mörfelden-Walldorf","Grundschule","Grundschule","06105/1074","HE","06105/22595",false,8.561954,49.976971
"Grundschule Nauheim","HE-3801-0","3801","Schulstraße 8-12, 64569 Nauheim","Grundschule","Grundschule","06152/1876129","HE","06152/187610",false,8.45479,49.94465
"Pestalozzischule","HE-3803-0","3803","Niddastraße 19, 65479 Raunheim","Grundschule","Grundschule","06142/9205925","HE","06142/920590",false,8.45,50.00972
"Friedrich-Ebert-Schule","HE-3804-0","3804","Ernst-Reuter-Straße 11-15, 65428 Rüsselsheim","Hauptschule","Hauptschule","06142/9630820","HE","06142/963080",false,8.423315,49.981081
"Friedrich-Ebert-Schule","HE-3804-1","3804","Ernst-Reuter-Straße 11-15, 65428 Rüsselsheim","Realschule","Realschule","06142/9630820","HE","06142/963080",false,8.423315,49.981081
"Gerhart-Hauptmann-Schule","HE-3805-0","3805","Im Reis 51, 65428 Rüsselsheim","Hauptschule mit Förderstufe","Hauptschule","06142/3100115","HE","06142/310010",false,8.457669,49.963881
"Gerhart-Hauptmann-Schule","HE-3805-1","3805","Im Reis 51, 65428 Rüsselsheim","Realschule","Realschule","06142/3100115","HE","06142/310010",false,8.457669,49.963881
"Parkschule","HE-3806-0","3806","Frankfurter Straße 54, 65428 Rüsselsheim","Hauptschule","Hauptschule","06142/8367615","HE","06142/836760",false,8.417423,49.996934
"Parkschule","HE-3806-1","3806","Frankfurter Straße 54, 65428 Rüsselsheim","Realschule","Realschule","06142/8367615","HE","06142/836760",false,8.417423,49.996934
"Georg-Büchner-Schule","HE-3807-0","3807","Mecklenburger Straße 5, 65428 Rüsselsheim","Grundschule","Grundschule","06142/5507515","HE","06142/550750",false,8.444994,49.983577
"Eichgrundschule","HE-3808-0","3808","Eichengrund 26, 65428 Rüsselsheim","Grundschule","Grundschule","06142/5507315","HE","06142/550730",false,8.436515,49.994593
"Grundschule Königstädten","HE-3809-0","3809","Forsthausstraße 11, 65428 Rüsselsheim","Grundschule","Grundschule","06142/3017315","HE","06142/301730",false,8.451361,49.964166
"Schillerschule","HE-3810-0","3810","Nackenheimer Straße 2 - 1/10, 65428 Rüsselsheim","Grundschule","Grundschule","06142/1750815","HE","06142/175080",false,8.399227,49.981605
"Goetheschule","HE-3811-0","3811","Berliner Platz 23, 65428 Rüsselsheim","Grundschule","Grundschule","06142/9427415","HE","06142/942740",false,8.430082,49.99948
"Albrecht-Dürer-Schule","HE-3812-0","3812","Feuerbachstraße 85, 65428 Rüsselsheim","Grundschule mit Förderstufe","Grundschule","06142/5507415","HE","06142/550740",false,8.451861,49.989147
"Otto-Hahn-Schule","HE-3813-0","3813","Straßburger Straße 58, 65428 Rüsselsheim","Grundschule","Grundschule","06142/7965615","HE","06142/796560",false,8.384525,49.964948
"Insel-Kühkopf-Schule","HE-3814-0","3814","Marktplatz 12, 64589 Stockstadt am Rhein","Grundschule","Grundschule","06158/87157","HE","06158/83232",false,8.468633,49.810111
"Lindenschule","HE-3815-0","3815","Astheimer Straße 17, 65468 Trebur","Grundschule","Grundschule","06147/454","HE","06147/8562",false,8.407387,49.926046
"Mittelpunktschule Trebur","HE-3816-0","3816","Theobaldstraße 49, 65468 Trebur","Hauptschule mit Förderstufe","Hauptschule","06147/915036","HE","06147/91500",false,8.398721,49.927377
"Mittelpunktschule Trebur","HE-3816-1","3816","Theobaldstraße 49, 65468 Trebur","Realschule","Realschule","06147/915036","HE","06147/91500",false,8.398721,49.927377
"Wilhelm-Arnoul-Schule","HE-3817-0","3817","Waldstraße 96, 64546 Mörfelden-Walldorf","Grundschule","Grundschule","06105/9750720","HE","06105/975070",false,8.570534,50.003234
"Waldenser Schule I","HE-3818-0","3818","Waldstraße 46, 64546 Mörfelden-Walldorf","Grundschule","Grundschule","06105/42731","HE","06105/42223",false,8.574377,50.002898
"Grundschule Wallerstädten","HE-3819-0","3819","Am Schulpfad 7, 64521 Groß-Gerau","Grundschule","Grundschule","06152/57803","HE","06152/57361",false,8.449215,49.904427
"Grundschule Wolfskehlen","HE-3820-0","3820","Groß-Gerauer Straße 17, 64560 Riedstadt","Grundschule","Grundschule","06158/74478","HE","06158/72467",false,8.497496,49.854066
"Grundschule Worfelden","HE-3821-0","3821","Hermann-Schmitt-Straße 32, 64572 Büttelborn","Grundschule","Grundschule","06152/84640","HE","06152/4344",false,8.546912,49.929976
"Schule am Hang","HE-3822-0","3822","Am Bächelchen 23, 60388 Frankfurt am Main","Grundschule","Grundschule","06109/377825","HE","06109/35488",false,8.75677,50.152718
"Schule am Landgraben","HE-3824-0","3824","Landgraben 2, 60388 Frankfurt am Main","Grundschule","Grundschule","069/21241208","HE","069/21275055",false,8.749283,50.15659
"Waldschule","HE-3825-0","3825","Waldstraße 3, 63477 Maintal","Grundschule","Grundschule","06109/7630971","HE","06109/64005",false,8.800629,50.1501
"Haingarten-Schule","HE-3826-0","3826","Ludwig-Erhard-Straße 17, 63486 Bruchköbel","Grundschule","Grundschule","06181/577957","HE","06181/77790",false,8.923056,50.176094
"Werner-von-Siemens-Schule","HE-3827-0","3827","Ascher Straße 60, 63477 Maintal","Grundschule","Grundschule","06181/4240014","HE","06181/492300",false,8.831251,50.137096
"Werner-von-Siemens-Schule","HE-3827-1","3827","Ascher Straße 60, 63477 Maintal","Hauptschule","Hauptschule","06181/4240014","HE","06181/492300",false,8.831251,50.137096
"Werner-von-Siemens-Schule","HE-3827-2","3827","Ascher Straße 60, 63477 Maintal","Realschule","Realschule","06181/4240014","HE","06181/492300",false,8.831251,50.137096
"Wilhelm-Busch-Schule","HE-3828-0","3828","Siemensallee 6, 63477 Maintal","Grundschule","Grundschule","06181/4239025","HE","06181/45700",false,8.842448,50.136713
"Grundschule Langendiebach","HE-3829-0","3829","Friedrich-Ebert-Straße 22, 63526 Erlensee","Grundschule","Grundschule","06183/902161","HE","06183/2566",false,8.982573,50.168206
"Grundschule Rückingen","HE-3830-0","3830","Brückenstraße 38, 63526 Erlensee","Grundschule","Grundschule","06183/9194123","HE","06183/1495",false,8.995874,50.156071
"Robinsonschule","HE-3831-0","3831","Bertha von Suttner Straße 10, 63457 Hanau","Grundschule","Grundschule","06181/42309921","HE","06181/42309920",false,8.954525,50.118829
