address,fax,full_time_school,id,lat,lon,name,official_id,phone,school_type,school_type_entity,state
"Lesumer Heerstr. 36, 28717 Bremen",0421/63819988,true,HB-820,53.173646,8.677933,Eduard-Nebelthau-Gymnasium,820,0421/63819902,Privates Durchgängiges Gymnasium,Privates Durchgängiges Gymnasium,HB
"Willakedamm 6, 28259 Bremen",0421/583877,false,HB-821,53.047101,8.736706,St.-Pius-Schule,821,0421/583877,Private Grundschule,Private Grundschule,HB
"Oewerweg 40 A, 28325 Bremen",0421/null,true,HB-822,53.059891,8.944771,St.-Antonius-Schule,822,0421/424299,Private Grundschule,Private Grundschule,HB
"Außer der Schleifmühle 4, 28203 Bremen",0421/null,false,HB-824,53.080335,8.820319,Kunstschule Wandsbek,824,0421/336-59125,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Zum Sebaldsbrücker Bahnhof 59, 28309 Bremen",0421/699 99 96,false,HB-825,53.061757,8.885844,Freie Gemeinschaftsschule Bremen,825,0421/699 99 96,Private weiterführende Schule (GS oder IHR mit Gy),Private weiterführende Schule (GS oder IHR mit Gy),HB
"Grazer Str. 15 A, 27568 Bremerhaven",0471/30859-49,false,HB-851,53.546487,8.577641,Edith-Stein-Schule,851,0471/30859-40,Private weiterführende Schule (GS oder IHR mit Gy),Private weiterführende Schule (GS oder IHR mit Gy),HB
"Grazer Str. 15 B, 27568 Bremerhaven",0471/30859-29,true,HB-855,53.546487,8.577641,Grundschule Stella Maris,855,0471/30859-20,Private Grundschule,Private Grundschule,HB
"Hafenstr.128, 27576 Bremerhaven",0471/595-30,false,HB-881,53.5662,8.59992,Wirtschaft-und Sozialakademie der,881,0471/595-43/-22,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Züricher Str. 40, 28325 Bremen",0421/408-1985,false,HB-900,53.06446,8.940238,Integratives Bildungszentrum (IBZ),900,0421/408-1734,Schule für Gesundheitsfachberufe (Klinikum),Schule für Gesundheitsfachberufe,HB
"St.-Jürgen-Str. 1, 28205 Bremen",0421/497-3343,false,HB-902,53.075099,8.837428,Integratives Bildungszentrum (IBZ),902,0421/497-5296,Schule für Gesundheitsfachberufe (Klinikum),Schule für Gesundheitsfachberufe,HB
"St.-Jürgen-Str. 1, 28205 Bremen",0421/497-4463,false,HB-908,53.075099,8.837428,Schule für technische Assistenten in der Medizin,908,0421/497-3472,Schule für Gesundheitsfachberufe (Klinikum),Schule für Gesundheitsfachberufe,HB
"Fedelhören 78, 28203 Bremen",0421/2434-419,false,HB-909,53.07821,8.819148,Bremer Heimstiftung,909,0421/2434-410,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Rotdornallee 64, 28717 Bremen",0421/6381-436,false,HB-910,53.17678,8.685082,Friedehorst - Vereinigte Anstalten,910,0421/6381-414,Private berufsbildende Schule,Private berufsbildende Schule,HB
