Schule,ID,official_id,school_type,partner_name,Type_grob,Type_mittel,Type_detail,state
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Hugendubel GmbH & Co. KG (Buchhandlung),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Kinderladen Geierbande e.V. in der Suarezstraße,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Kita Kuno-Fischer-Straße,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Kooperation und Bildung in Schulen (KuBiS) gGmbH (Ergänzende Betreuung),Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Musikschule Charlottenburg-Wilmersdorf,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,Seniorpartner in School (SiS) e.V. Berlin,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Lietzensee-Grundschule,BE-15924,04G02,Grundschule,VfL Zehlendorf e.V. (Judo),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,ALBA Berlin Basketballteam,Wirtschaftsakteur,Sportverein/Programm/Initaitve,,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,Deutsche Bahn AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,ergo-Versicherungen Berlin,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,Handwerkkammer,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Amt),,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,Stiftung Brandenburger Tor - Förderbereich Bildung,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Stiftung,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,TU und HU Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Leibniz-Gymnasium,BE-15926,02Y06,Gymnasien,Verband der Chemischen Industrie,Verband / Kammer / Innung / Gewerkschaft,Verband / Kammer / Innung,,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Berliner Glockenspielorchester,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Orchester,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Circus Sonnenstich im Theater RambaZamba,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Kita Spatzentümpel am Hasenberg,Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Lebenshilfe für Menschen mit geistiger Behinderung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Partnerschule in Poznan (Polen),Partnerschule,Partnerschule,,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Special Olympics Deutschland e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Helene-Haeusler-Schule,BE-15931,03S03,"Förderschwerp.""Geistige Entwicklung""",Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,ALBA Berlin Basketballteam,Wirtschaftsakteur,Sportverein/Programm/Initaitve,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,Bürgernetzwerk Bildung des Vereins Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,Hochschule für Musik Hanns Eisler Berlin,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,Kampfsportschule im Klostergarten e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,SG Rotation Prenzlauer Berg e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,SV Empor Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,SV Tora Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,TSC Berliner Turn- und Sportclub e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Planetarium,BE-15934,03G08,Grundschule,Zeiss-Großplanetarium Berlin-Prenzlauer Allee,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr),,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,BAUFACHFRAU Berlin e.V.,Gemeinnütziger Akteur,sportverein/Programm/Initaitve,Verein,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,Berliner Projektfonds Kulturelle Bildung,Öffentliche Infrastruktur,Familien-/Bildungs-/Kulturzentrum,,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,Gymnastik,Unbestimmt,Sportverein/Programm/Initaitve,,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,Kita Heilige Familie in der Kuglerstraße,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,Siemens AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,SportJugendClub Prenzlauer Berg,Gemeinnütziger Akteur,Sportverein/Programm/Initaitve,,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,SV Tora Berlin e.V. - Sportverein für Reha,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Carl-Humann-Grundschule,BE-15936,03G25,Grundschule,Tanz und Shotokan Karate,Unbestimmt,Sportverein/Programm/Initaitve,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Allgemeine Hotel- und Gastronomie-Zeitung,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,DEHOGA Hotel- und Gaststättenverband Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Evers Specials B.V. (Erzeuger von Sprossen und Keimen),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Industrie- und Handelskammer (IHK) zu Berlin,Verband / Kammer / Innung / Gewerkschaft,Öffentliche Infrastruktur (Amt),,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Löffelsend & Wein Compagny GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Metro Cash & Carry Deutschland GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Otto Korsukéwitz GmbH (Gastronomiebedarf und Großküchentechnik),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Steigenberger Hotel Berlin,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,VEGA Vertrieb von Gastronomiebedarf GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Brillat-Savarin-Schule (OSZ Gastgewerbe),BE-15940,03B04,Berufsschule,Weihe-Früchte & Salate KG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,ARAMARK Holdings GmbH & Co. KG (Catering),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,HILTON Hotels and Resorts,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Holiday Inn Berlin und viele weitere Hotels,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Hotel Adlon Berlin,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Hotelfachschule Hamburg,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Hotelfachschule Hannover,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Hotelfachschule Heidelberg,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Johnson & Wales University (USA),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Kempinski Hotel Bristol Berlin,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Kooperation Deutscher Hotelfachschulen (DEHOFA) Wirtschaftsschulen für Hotellerie und Gastronomie,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Radeberger Gruppe KG / Berliner-Kindl-Schultheiss-Brauerei,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,The Westin Grand Hotel Berlin,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,BE-15945,01B05,Fachschule,Wiegand Public Relations u.v.m.,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Kläre-Bloch-Schule,BE-15948,04B08,Fachoberschule,Agentur für Arbeit Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Agentur für Arbeit),,BE
Kläre-Bloch-Schule,BE-15948,04B08,Fachoberschule,Hochschule für Wirtschaft und Recht Berlin (HWR),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Kläre-Bloch-Schule,BE-15948,04B08,Fachoberschule,Partnerschule in Poznan (Polen),Partnerschule,Partnerschule,,BE
Kläre-Bloch-Schule,BE-15948,04B08,Fachoberschule,Studentenwerk Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),,BE
Erste Aktivschule Charlottenburg (Grundschule),BE-15950,04P22,Grundschule,Aktion Sonnenschein Berlin e.V. - Hilfe für Kinder mit besonderen Bedürfnissen (Trägerverein),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Erste Aktivschule Charlottenburg (Grundschule),BE-15950,04P22,Grundschule,"Kindertreff jopala"" in der Fritschestraße 23",Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Kastanienbaum-Grundschule,BE-15955,01G04,Grundschule,ALBA Berlin Basketballteam,Wirtschaftsakteur,Sportverein/Programm/Initaitve,,BE
Kastanienbaum-Grundschule,BE-15955,01G04,Grundschule,Musikschule Mitte Fanny Hensel,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Kastanienbaum-Grundschule,BE-15955,01G04,Grundschule,Pro Sport 24 e.V. (Abteilung Handball),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kastanienbaum-Grundschule,BE-15955,01G04,Grundschule,PSV Olympia Berlin e.V. (Judo),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kastanienbaum-Grundschule,BE-15955,01G04,Grundschule,Sport- und Spielverein Rotation Berlin e.V. (Badminton),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,AUXILIA gGmbH (Hotel Mit-Mensch),Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,Dr. Klaus Beyer GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,ELITA Elektroanlagen Alarmmeldesysteme und Elektronik GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,Förderverein der Kreativitätsgrundschule Berlin-Karlshorst,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,GASAG Berliner Gaswerke AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,GFS Europe Gesellschaft für Sportförderung,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,GPM LiveMarketing GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,MÜTRA Objektmanagement GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,Nako-Naturmarkt,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,natürlichessen Berlin-Brandenburg,Wirtschaftsakteur,Wirtschaftsakteur,,BE
KreativitätsGrundschule Berlin Lichtenberg,BE-15956,11P04,Grundschule,SysTree AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Grundschule am Brandenburger Tor,BE-15959,01G08,Grundschule,Sportverein IHW Alex 78 Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Brandenburger Tor,BE-15959,01G08,Grundschule,Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),BE-15971,10B02,Fachoberschule,Arbeit und Bildung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),BE-15971,10B02,Fachoberschule,Evangelische Berufsschularbeit / Jugendbildungsstätte Haus Kreisau,Religiöse Einrichtung,Kirchliche Einrichtung,,BE
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),BE-15971,10B02,Fachoberschule,Partnerschule in Vetlanda (Schweden),Partnerschule,Partnerschule,,BE
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),BE-15971,10B02,Fachoberschule,SPI Consult GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin),BE-15971,10B02,Fachoberschule,Wirtschaftsagentur Büttner,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,Bundesagentur für Arbeit Berlin Mitte,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Agentur für Arbeit),,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,Deutsche Bahn AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,"Jugendclub new way (Träger: Stiftung Sozialpädagogisches Institut Walter May"")",Gemeinnütziger Akteur,Gemeinnütziger Akteur,Stiftung,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,LIFE e.V. (Berufsorientierung),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,Lions Club Berlin-Dorotheenstadt,Unbestimmt,Unklar,,BE
Hemingway-Schule,BE-15979,01K07,Integrierte Sekundarschule,Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Moser-Schule - Schweizer Gymnasium,BE-15984,04P24,Gymnasien,Partnerschule in Besancon (Frankreich),Partnerschule,Partnerschule,,BE
Moser-Schule - Schweizer Gymnasium,BE-15984,04P24,Gymnasien,Partnerschule in Genf (Schweiz),Partnerschule,Partnerschule,,BE
Moser-Schule - Schweizer Gymnasium,BE-15984,04P24,Gymnasien,Partnerschule in Nyon (Schweiz),Partnerschule,Partnerschule,,BE
Moser-Schule - Schweizer Gymnasium,BE-15984,04P24,Gymnasien,Seniorpartner in School (SiS) e.V. Berlin,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Albert-Gutzmann-Schule (Grundschule),BE-15985,01G43,Grundschule,Charité Gesundheitsakademie (Logopädie),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge),Krankenhaus,BE
Albert-Gutzmann-Schule (Grundschule),BE-15985,01G43,Grundschule,Horizonte e.V. Berlin (Schulsozialarbeit),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Albert-Gutzmann-Schule (Grundschule),BE-15985,01G43,Grundschule,Kooperation mit vier Kitas der Umgebung,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Albert-Gutzmann-Schule (Grundschule),BE-15985,01G43,Grundschule,Polizeiabschnitt 36,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr),Polizei,BE
Albert-Gutzmann-Schule (Grundschule),BE-15985,01G43,Grundschule,Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,Agentur für Arbeit in Berlin Mitte,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Agentur für Arbeit),,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,ALBA Berlin Basketballteam,Wirtschaftsakteur,Sportverein/Programm/Initaitve,,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,Humboldtuniversität,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,Partnerschulen in Istanbul und Nowosibirsk,Partnerschule,Partnerschule,,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,Schoolclash (europäische Schülerbegegnung),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Netzwerk,BE
Max-Planck-Schule (Gymnasium),BE-15987,01Y11,Gymnasien,Sparkasse,Wirtschaftsakteur,Wirtschaftsakteur,,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,AFS Interkulturelle Begegnungen e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Bund für Umwelt und Naturschutz Deutschland e.V. (BUND),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Daimler Financial Services AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,ein Projekt der JugendKulturService GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Frankreich und den USA,Unbestimmt,Unklar,Land,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,im Rahmen von TUSCH Kooperation mit dem Maxim Gorki Theater Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Theater,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Lions Club Berlin-Mitte,Verband / Kammer / Innung / Gewerkschaft,Verband / Kammer / Innung,,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Partnerschulen in Großbritannien,Partnerschule,Partnerschule,,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Spanien,Unbestimmt,Unklar,Land,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
John-Lennon-Gymnasium,BE-15988,01Y02,Gymnasien,Teilnahme am Projekt Theater und Schule (TUSCH),Öffentliche Infrastruktur,Modell/Förderprogramm/Projekt,Theater,BE
Musikgymnasium Carl Philipp Emanuel Bach,BE-15994,01Y04,Gymnasien,Dussmann Gruppe / Dussmann Stiftung & Co. KGaA (Dussmann Musikwettbewerb),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Musikgymnasium Carl Philipp Emanuel Bach,BE-15994,01Y04,Gymnasien,Hochschule für Musik Hanns Eisler Berlin,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Musikgymnasium Carl Philipp Emanuel Bach,BE-15994,01Y04,Gymnasien,Konzerthaus Berlin am Gendarmenmarkt,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Musikgymnasium Carl Philipp Emanuel Bach,BE-15994,01Y04,Gymnasien,Universität der Künste Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Gesellschaft für Europabildung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Gläsernes Labor auf dem Campus Berlin-Buch,Wirtschaftsakteur,Modell/Förderprogramm/Projekt,,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Integrationskita hör höchste,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Kinderhaus Berlin - Mark Brandenburg e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Pünktchen im Kiez e.V. Berlin,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Jane-Addams-Schule (OSZ Sozialwesen),BE-15996,02B05,Fachschule,Unionhilfswerk Sozialeinrichtungen gemeinnützige GmbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,,BE
Evangelische Schule Lichtenberg (Grundschule),BE-16004,11P03,Grundschule,Evangelische Paul-Gerhardt-Kirchengemeinde Lichtenberg in Berlin,Religiöse Einrichtung,Kirchliche Einrichtung,,BE
Evangelische Schule Lichtenberg (Grundschule),BE-16004,11P03,Grundschule,"Kita Das tapfere Schneiderlein e.V."" in der Hentigstraße 16",Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Evangelische Schule Lichtenberg (Grundschule),BE-16004,11P03,Grundschule,Musikschule Lichtenberg Schostakowitsch-Musikschule,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Evangelische Schule Lichtenberg (Grundschule),BE-16004,11P03,Grundschule,SC Borussia 1920 Friedrichsfelde e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Evangelische Schule Lichtenberg (Grundschule),BE-16004,11P03,Grundschule,TSV Karlshorst e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Abraham Geiger Kolleg,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Agentur für Arbeit/BIZ,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Agentur für Arbeit),,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Botschaft des Staates Israel,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Botschaft / Vertretung),,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,ELES und Hilel,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Netzwerk,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Integration und Demokratie e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Jüdisches Museum Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Museum,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Leo-Baeck-Institut Haifa,Gemeinnütziger Akteur,Familien-/Bildungs-/Kulturzentrum,,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Polizei Abschnitt 31,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr),Polizei,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,RAA Regionale Arbeitsstellen für Bildung,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Amt),,BE
Jüdisches Gymnasium Moses Mendelssohn,BE-16008,01P03,Gymnasien,Schwarzkopf-Stiftung,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Stiftung,BE
