Schule,ID,official_id,school_type,partner_name,Type_grob,Type_mittel,Type_detail,state
Nord-Grundschule,BE-15591,06G01,Grundschule,Berliner Literaturinitiative (Projekt / Arbeitsgemeinschaft Leseratten),Unbestimmt,Modell/Förderprogramm/Projekt,,BE
Nord-Grundschule,BE-15591,06G01,Grundschule,Berliner Polizei,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr),Polizei,BE
Nord-Grundschule,BE-15591,06G01,Grundschule,Computer Bildung Berlin (CBB),Wirtschaftsakteur,Modell/Förderprogramm/Projekt,,BE
Nord-Grundschule,BE-15591,06G01,Grundschule,Kaizen Berlin e.V. (Judo),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Nord-Grundschule,BE-15591,06G01,Grundschule,"Projekt fee - freiwillig - engagiert - ehrenamtlich"" des Nachbarschaftsheims Mittelhof e.V.",Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Nord-Grundschule,BE-15591,06G01,Grundschule,Zehlendorfer Turn- und Sportverein von 1888 e.V. (Badminton),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Zinnowwald-Grundschule,BE-15594,06G07,Grundschule,Haus am Waldsee e.V. in der Argentinischen Allee,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Zinnowwald-Grundschule,BE-15594,06G07,Grundschule,Künstler der Universität der Künste Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Zinnowwald-Grundschule,BE-15594,06G07,Grundschule,Zehlendorfer Turn- und Sportverein von 1888 e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Dreilinden-Grundschule,BE-15595,06G09,Grundschule,Schul-Partnerschaft mit der Japanischen Internationalen Schule zu Berlin,Partnerschule,Partnerschule,,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Akademie für Kreativitätspädagogik Leipzig gGmbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Der PARITÄTISCHE Wohlfahrtsverband Landesverband Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Gesellschaft für musische Förderung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Gourmello e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,GrünDesign - Architekturbüro für Garten- und Landschaftsgestaltung Dieter Mielitz (Projekt KREALAND Schulhofgestaltung),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,J. E. Energiespar GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,PSV Olympia Berlin e.V. (Judo),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,"Schul-Förderverein 4CreativeKids"" e.V.",Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Tanzteam Step by Step e.V,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Kreativitätsschulzentrum Berlin gGmbH,BE-15597,02P12,Grundschule,Weltfriedensdienst e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Gail-S.-Halvorsen-Integrierte Sekundarschule,BE-15598,06K09,Integrierte Sekundarschule,Berliner Programm zur vertieften Berufsorientierung (BVBO),Öffentliche Infrastruktur,Modell/Förderprogramm/Projekt,,BE
Gail-S.-Halvorsen-Integrierte Sekundarschule,BE-15598,06K09,Integrierte Sekundarschule,Deutsche Bahn AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Gail-S.-Halvorsen-Integrierte Sekundarschule,BE-15598,06K09,Integrierte Sekundarschule,Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Gail-S.-Halvorsen-Integrierte Sekundarschule,BE-15598,06K09,Integrierte Sekundarschule,Partnerschule in Olst-Wijhe (Niederlanden),Partnerschule,Partnerschule,,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Berliner Literaturinitiative,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Netzwerk,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Berliner Staatsoper,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Oper,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Computer Bildung Berlin (CBB),Wirtschaftsakteur,Modell/Förderprogramm/Projekt,,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Deutsche Bahn AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Firma Knauer GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,IBM Deutschland GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Indonesische Botschaft,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Botschaft / Vertretung),,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Kulturabteilung der Französischen Botschaft,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Botschaft / Vertretung),,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Malteser Hilfsdienst e.V.,Religiöse Einrichtung,Kirchliche Einrichtung,Verein,BE
Schadow-Gymnasium,BE-15599,06Y01,Gymnasien,Maltester Jugend Berlin,Religiöse Einrichtung,Kirchliche Einrichtung,,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Contact - Jugendhilfe und Bildung gGmbH (Schulstation),Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Freie Universität Berlin (Laborbesuche u.a.),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Humanistischer Verband Deutschlands,Verband / Kammer / Innung / Gewerkschaft,Verband / Kammer / Innung,,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Kinder- und Jugendbüro Steglitz-Zehlendorf e.V. (KiJuB),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Klassenfahrten,Unbestimmt,Unklar,,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,mehr als lernen e.V. (Klassenfindungstage,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,"Musikschule Steglitz-Zehlendorf Leo Borchard"" (Bläsergruppe)",Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,RIAS Kammerchor (Chorpartnerschaft),Wirtschaftsakteur,Musikschule/musikalische Einrichtung,,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Schülerruderverband Wannsee e.V. (AG Rudern),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Technische Universität Berlin (Laborbesuche u.a.),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Droste-Hülshoff-Gymnasium,BE-15600,06Y02,Gymnasien,Universität der Künste Berlin (Musikprojekte),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,Berlin Art Orchestra,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,Berliner Rugby Club e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,CONTIGO e.V. - Schule ohne Mobbing,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,Freie Universität Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,Komische Oper Berlin (Patenschaft für das Jugend-Sinfonieorchester),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Orchester,BE
Arndt-Gymnasium Dahlem,BE-15601,06Y03,Gymnasien,"Musikschule Steglitz-Zehlendorf Leo Borchard"" (Instrumentalunterricht)",Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Autismus Deutschland e.V. (Bundesverband zur Förderung von Menschen mit Autismus),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,B&B Beratung & Betreuung GbR (Jugendhilfe / Schulsozialarbeit),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Beratungs- und Koordinationsstelle für Sonderpädagogik und Integration des BFZ Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Dietrich-Bonhoeffer-Bibliothek in der Brandenburgischen Straße 2,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Bibliothek,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Gartenarbeitsschule in der Nähe des Breitenbachplatzes,Partnerschule,Partnerschule,,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Netzwerk Berliner Schülerfirmen über Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Comenius-Schule,BE-15602,04S07,Übrige Förderschwerpunkte,Villa Comenius e.V. (Verein für integrative Hortbetreuung),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,Commerzbank AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,Fraunhofer-Institut (Fraunhofer-Verbund Mikroelektronik),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,IKON AG (ASSA ABLOY Sicherheitstechnik GmbH),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,Max-Liebermann-Gesellschaft Berlin e.V. (Liebermann-Villa am Wannsee),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,Partnerschule in Gijón (Spanien),Partnerschule,Partnerschule,,BE
Dreilinden-Gymnasium,BE-15616,06Y04,Gymnasien,Partnerschule in Stockholm (Schweden),Partnerschule,Partnerschule,,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Freie Universität Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Partnerschule in Odiham (Großbritannien),Partnerschule,Partnerschule,,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Partnerschule in Salamanca (Spanien),Partnerschule,Partnerschule,,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Partnerschulen in Paris und Caen (Frankreich),Partnerschule,Partnerschule,,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Siemens AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Werner-von-Siemens-Gymnasium,BE-15617,06Y05,Gymnasien,Technische Universität Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Berliner Netzwerk für Ausbildung (bbw Akademie für betriebswirtschaftliche Weiterbildung GmbH),Wirtschaftsakteur,Wirtschaftsakteur,,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Berliner Rugby Club e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,FC Hertha 03 Zehlendorf e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,FORUM Berufsbildung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,German Toilet Organization e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Kontaktstelle für Umwelt und Entwicklung e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Schenker Deutschland AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Wilma-Rudolph-Schule (Integrierte Sekundarschule),BE-15619,06K02,Integrierte Sekundarschule,Wannseeforum (aktuelle kulturelle und politische Jugendbildung),Gemeinnütziger Akteur,Familien-/Bildungs-/Kulturzentrum,,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Bäcker-Innung Berlin,Verband / Kammer / Innung / Gewerkschaft,Verband / Kammer / Innung,,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Jugendamt Steglitz-Zehlendorf,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Kita der Evangelischen Ernst-Moritz-Arndt Kirchengemeinde in der Wilskistrasse 53,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""","Montessori-Kita Königskinder"" des Nachbarschaftsheims Mittelhof e.V. in der Königstraße 43a",Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Olympischer Sport-Club Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Polizeiabschnitt 43,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr),Polizei,BE
Pestalozzi-Schule,BE-15620,06S01,"Förderschwerp.""Geistige Entwicklung""",Theater Strahl Berlin (Jugendtheater),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Theater,BE
Heinrich-Hertz-Gymnasium,BE-15626,02Y03,Gymnasien,Fraunhofer-Institut für Zuverlässigkeit und Mikrointegration IZM,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Heinrich-Hertz-Gymnasium,BE-15626,02Y03,Gymnasien,Humboldt-Universität zu Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Heinrich-Hertz-Gymnasium,BE-15626,02Y03,Gymnasien,Netzwerk mathematisch-naturwissenschaftlich profilierter Schulen in Kooperation mit dem Institut für Mathematik der Humboldt-Universität zu Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Heinrich-Hertz-Gymnasium,BE-15626,02Y03,Gymnasien,Siemens AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,inside e.V. - Förderzentrum für internationale Studierende und Wissenschaftler,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,Lenné-Akademie für Gartenbau und Gartenkultur,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,NEGROPOLIS Stiftung,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Stiftung,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,Partnerschule in Melník (Tschechische Republik),Partnerschule,Partnerschule,,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,Partnerschule in Wintzenheim / Elsaß (Frankreich),Partnerschule,Partnerschule,,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung),Öffentliche Infrastruktur,Modell/Förderprogramm/Projekt,,BE
Peter-Lenné-Schule (OSZ Natur und Umwelt),BE-15627,06B01,Fachschule,Vereinigung Gartenbauschule Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Rudolf-Steiner-Schule Berlin,BE-15633,06P04,Freie Waldorfschule,Deutsche Bahn AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Rudolf-Steiner-Schule Berlin,BE-15633,06P04,Freie Waldorfschule,Freie Musikschule Berlin,Gemeinnütziger Akteur,Musikschule/musikalische Einrichtung,,BE
Rudolf-Steiner-Schule Berlin,BE-15633,06P04,Freie Waldorfschule,Waldorf-Partnerschule in Russland,Partnerschule,Partnerschule,,BE
Parzival-Schule,BE-15638,06P07,"Förderschwerp.""Geistige Entwicklung""",Gesellschaft zur Förderung musischer Erziehung und Lebensgestaltung in der sozialen und therapeutischen Arbeit e.V. (Schulträger),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Parzival-Schule,BE-15638,06P07,"Förderschwerp.""Geistige Entwicklung""",Lebensgemeinschaft Rohrlack/Vichel,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Parzival-Schule,BE-15638,06P07,"Förderschwerp.""Geistige Entwicklung""",Sozialtherapeutische Werkstätten gGmbH,Gemeinnütziger Akteur,Gemeinnütziger Akteur,gGmbH,BE
Parzival-Schule,BE-15638,06P07,"Förderschwerp.""Geistige Entwicklung""",Werkgemeinschaft für Berlin-Brandenburg,Gemeinnütziger Akteur,Gemeinnütziger Akteur,GgmbH,BE
Berlin Cosmopolitan School,BE-15639,01P22,Gymnasien,bilingi - mehrsprachige Kinderbetreuung,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Berlin Cosmopolitan School,BE-15639,01P22,Gymnasien,Science-Lab Gemeinnützige Bildungs GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Berlin Cosmopolitan School,BE-15639,01P22,Gymnasien,The Sunshine HouseKindergarten & Preschool,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Berlin Cosmopolitan School,BE-15639,01P22,Gymnasien,Verein für frühe Mehrsprachigkeit an Kindertageseinrichtungen und Schulen FMKS e. V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Stechlinsee-Grundschule,BE-15643,07G17,Grundschule,Kooperationsverbund zur Sicherung außerschulischer Hort- und Kinderbetreuung e.V. (KAH Berlin e.V.),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Stechlinsee-Grundschule,BE-15643,07G17,Grundschule,Musikschule Tempelhof-Schöneberg Leo Kestenberg,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Stechlinsee-Grundschule,BE-15643,07G17,Grundschule,Pestalozzi-Fröbel-Haus,Gemeinnütziger Akteur,Familien-/Bildungs-/Kulturzentrum,,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,INA.KINDER.GARTEN in der Frankenstraße 8 - 9,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Jugendkunstschule Tempelhof-Schöneberg,Gemeinnütziger Akteur,Familien-/Bildungs-/Kulturzentrum,,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Juxirkus Kiezoase Schöneberg e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Kita in der Barbarossastraße 64,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Kita in der Belziger Straße 12 - 14,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Kita in der Eisenacher Straße 81,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Jugend/Kinderfürsorge),kinderbetreuung,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,MACHmit! Museum für Kinder gGmbH,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Museum,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Musikschule Tempelhof-Schöneberg Leo Kestenberg,Öffentliche Infrastruktur,Musikschule/musikalische Einrichtung,,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Pestalozzi-Fröbel-Haus(Kooperationspartner in der ergänzenden Betreuung),Gemeinnütziger Akteur,Familien-/Bildungs-/Kulturzentrum,,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Projekt NaWi - geht das?,Gemeinnütziger Akteur,Modell/Förderprogramm/Projekt,,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,"Schüler-Experimentierlabor NatLab"" der Freien Universität Berlin",Öffentliche Infrastruktur,Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung),Universität/Hochschule/Forschungsinstitut,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Siemens Stiftung,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Stiftung,BE
Grundschule am Barbarossaplatz,BE-15648,07G18,Grundschule,Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,ein Projekt der JugendKulturService GmbH,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Friedenau-Netzwerk,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Netzwerk,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,gesellschaftliche Gruppen im Ortsteil Friedenau,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Netzwerk Berufspraxis des Trägervereins Modul e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Sing-Akademie zu Berlin e.V. (Chor),Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Theater Strahl Berlin (Jugendtheater),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Theater,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Theater und Schule (TUSCH),Öffentliche Infrastruktur,Öffentliche Infrastruktur (Kultur),Theater,BE
Friedrich-Bergius-Schule,BE-15652,07K10,Integrierte Sekundarschule,Ufa Fabrik Berlin e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Agentur für Arbeit Berlin,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Agentur für Arbeit),,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Agentur für Bildungskooperationen e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,AOK Nordost - Die Gesundheitskasse,Öffentliche Infrastruktur,Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge),,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Bayer Schering Pharma AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,IKEA Deutschland AG,Wirtschaftsakteur,Wirtschaftsakteur,,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Modul e.V. (Förderverein für modernes Lehren und Lernen in Schule,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Nachbarschaftsheim Schöneberg e.V.,Gemeinnütziger Akteur,Gemeinnütziger Akteur,Verein,BE
Georg-von-Giesche-Schule,BE-15654,07K06,Integrierte Sekundarschule,Partnerschulen in Nantes und Straßburg (Frankreich),Partnerschule,Partnerschule,,BE
