"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Realschule Plus - Siedlungsschule","Birkenweg 10","67346","Speyer","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Mörike-Gymnasium","Karlstraße 19","71638","Ludwigsburg","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Puricelli Realschule plus","Schulstr. 3","55494","Rheinböllen","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Regis-Breitingen","Schulstraße 9","04565","Regis-Breitingen","Sachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Lengfeld","Carl-Orff-Straße 2","97076","Würzburg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sälzer-Sekundarschule","Kucklermühlenweg 43","59457","Werl","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsfachschule für Altenpflege der Diakonie Hochfranken","Konradsreuther Straße 2b","95032","Hof","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule der Kreisstadt Siegburg","Zeithstraße 72","53721","Siegburg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Städt. Kopernikus-Gymnasium","Beckersloh 81","47179","Duisburg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Kaufmännische Schulen Rheine","Lindenstraße 36","48431","Rheine","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Max-Slevogt-Gymnasium","Hindenburgstraße 2","76829","Landau in der Pfalz","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Traben-Trarbach","Bernkasteler Weg 72","56841","Traben-Trarbach","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Werner-von-Siemens-Realschule","Rethelstraße 13","40237","Düsseldorf","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Geschwister-Scholl-Gymnasium","Richard-Schmid-Straße 25","70619","Stuttgart","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"RSAK Kunstkolleg & Gesamtschule gGmbH","Wehrstr. 145","53773","Hennef","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Borbeck","Prinzenstraße 46","45355","Essen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Martin-Luther-King-Schule","Georg-Herwegh-Straße 63-67","45772","Marl","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sartre-Gymnasium","Kyritzer Straße 103","12629","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Franz-Ludwig-von-Erthal-Gymnasium","Nägelseestraße 8","97816","Lohr am Main","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Lessing-Gymnasium","Heerstraße 7","51143","Köln","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule am Maindreieck","Pestalozzistraße 6","97199","Ochsenfurt","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Europaschule Bornheim","Goethestraße 1","53332","Bornheim","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Giechburgschule, Privates Sonderpädagogisches Förderzentrum Scheßlitz","Peulendorfer Str. 22","96110","Scheßlitz","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Franken-Gymnasium","Keltenweg 14","53909","Zülpich","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Carl-Friedrich-Gauß-Gymnasium Schwandorf","Kreuzbergstraße 20","92421","Schwandorf","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Erich Kästner-Schule, Schule mit dem Förderschwerpunkt Sprachheilförderung","Geleitsstraße 18","63065","Offenbach","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Riemenschneider-Gymnasium","Rennweger Ring 12","97070","Würzburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gewerbliche Schule Künzelsau","Am Gaisberg 11","74653","Künzelsau","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-Raabe-Schule","Langensalzastraße 24","30169","Hannover","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule der Stadt Hückelhoven Stadtteil Ratheim","Heerstraße 59","41836","Hückelhoven","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Roderbruch","Rotekreuzstraße 23","30627","Hannover","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Sollingschule Uslar","Zur schwarzen Erde 3","37170","Uslar","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufliche Schule des Kreises Stormarn in Bad Oldesloe","Schanzenbarg 2a","23843","Bad Oldesloe","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Privates Gymnasium Esslingen","Rotenackerstraße 71","73732","Esslingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufliche Schule der Landeshauptstadt Schwerin Wirtschaft und Verwaltung","Obotritenring 50","19059","Schwerin","Mecklenburg-Vorpommern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Langenzenn-Veitsbronn","Siegelsdorfer Straße 24","90857","Veitsbronn","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Maria-Stern-Schule, Förderzentrum mit dem Förderschwerpunkt Sprache","Felix-Dahn-Straße 11","97072","Würzburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich-Dessauer-Gymnasium","Stadtbadstraße 4","63741","Aschaffenburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Hans-Leipelt-Schule, Staatliche Fach- und Berufsoberschule","Neudegger Allee 9","86609","Donauwörth","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Lise Meitner Gymnasium Hamburg","Knabeweg 3","22549","Hamburg","Hamburg","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Pestalozzi Gymnasium","Morgenstrasse 47","59423","Unna","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Heiligenbergschule","Beuernsche Straße 38","34587","Felsberg-Gensungen","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Heinrich-Zille-Grundschule","Waldemarstraße 118","10997","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Eduard-Spranger-Gymnasium","Schneiderstraße 71","76829","Landau","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Adolf-Reichwein-Gymnasium","Leibnizstraße 34-36","63150","Heusenstamm","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gabelsberger-Gymnasium","Ebrantshauser Straße 70","84048","Mainburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Liselotte-von-Lepel-Gnitz-Schule","Dorfplatz 5","86972","Peiting","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Bohmte","Schulstraße 7","49163","Bohmte","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufskolleg Lübbecke","Rahdener Str. 1","32312","Lübbecke","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Nicolaus-Cusanus-Gymnasium","Gotenstraße 50","53175","Bonn","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Gesamtschule Velbert-Mitte","Poststraße 117-119","42549","Velbert","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Werkstatt-Berufskolleg","Nordring 39","59423","Unna","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Olzeborchschule Grund- und Gemeinschaftsschule","Beckersbergstraße 95","24558","Henstedt-Ulzburg","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Anne-Frank-Gymnasium der Stadt Aachen","Hander Weg 89","52072","Aachen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Otto-Hahn-Gymnasium Bensberg","Saaler Mühle 8","51429","Bergisch Gladbach","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Söhre-Schule Lohfelden","Lange Straße 51","34253","Lohfelden","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Daniel Theysohn IGS","Karl-Stöß-Ring 2a","67714","Waldfischbach-Burgalben","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Johannes-de-la-Salle-Schule","Rhönstraße 21","63743","Aschaffenburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Dietrich-Bonhoeffer-Schule","Hunsrückstr. 15","45665","Recklinghausen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliche Fachoberschule und Berufsoberschule","Eybstraße B 251","86633","Neuburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Graf-Anton-Günther Schule","Schleusenstraße 4","26135","Oldenburg","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Olsberg-Bestwig","Bahnhofstraße 59","59939","Olsberg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Albrecht-Schnitter-Schule","Von-Kahl-Straße 13","86971","Peiting","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Heinrich-Neumann-Schule","Engelbertstraße 1","42859","Remscheid","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Annette von Rantzau Gemeinschaftsschule","Gut 1","23821","Rohlstorf","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Kurfürst-Friedrich-Gymnasium","Neckarstaden 2","69117","Heidelberg","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Fränkische Schweiz","Georg-Wagner-Str. 17","91320","Ebermannstadt","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule an der Viktoriastr.","Viktoriastraße 32","45327","Essen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städt. Fachoberschule für Sozialwesen München-Nord","Heidemannstraße 164 Aufgang C","80939","München","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Karolinen-Gymnasium","Ebersberger Straße 3","83022","Rosenheim","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Wirtschaftswissenschaftliches und Naturwissenschaftliches Gymnasium der Stadt Bayreuth","Am Sportpark 1","95448","Bayreuth","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Montessori Schule Würzburg","Kloster Oberzell 16","97299","Zell","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Freiherr-vom-Stein Gymnasium","Morsbroicher Straße 77","51375","Leverkusen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliche Schule Direktorat 6","Äußere Bayereuther Straße 8","90491","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Osternburg","Sophie-Schütte-Straße 10","26135","Oldenburg","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Dietrich-Bonhoeffer-Schule","Am Schulzentrum 11","22941","Bargteheide","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Städtisches Anno-Gymnasium","Zeithstraße 186/188","53721","Siegburg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Rhein-Kreis Neuss BBZ Grevenbroich","Bergheimer Straße 53","41515","Grevenbroich","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Groitzsch","Südstraße 30","04539","Groitzsch","Sachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Johann-Turmair-Realschule","Stadionstraße 46","93326","Abensberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Mörike-Gymnasium","Neckarstr. 38","73728","Esslingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Templin","Feldstraße 1","17268","Templin","Brandenburg","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"IGS Buchholz i. d. N.","Buenser Weg 42","21244","Buchholz","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Max-Lindow-Schule","Lindenstraße 2","17291","Prenzlau","Brandenburg","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Nelson-Mandela-Gesamtschule","Ahornweg 70","51469","Bergisch Gladbach","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","3"
"Nebelthau Gymnasium","Lesumer Heerstraße 38","28717","Bremen","Bremen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Neustift","Eckerstr. 24","85356","Freising","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Luise-Büchner-Schule","Jahnstraße 35","64521","Groß-Gerau","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufliche Oberschule","Drausnickstraße 1c","91052","Erlangen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufskolleg Glockenspitz Krefeld","Glockenspitz 348","47809","Krefeld","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Burkhart-Gymnasium","Burkhart-Straße 3","84066","Mallersdorf-Pfaffenberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Agnes-Bernauer-Schule","Auf dem Kreuz 36","86152","Augsburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Mittelschule Roßtal","Wilhelm-Löhe-Straße 7","90574","Roßtal","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Hannah-Arendt-Gymnasium","Elfriede-Kuhr-Straße 17","12355","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schönberg-Mittelschule","Wilhelmstraße 62","63741","Aschaffenburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Ritter-von-Traitteur-Mittelschule","Egloffsteinstraße 43","91301","Forchheim","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Allgäu-Gymnasium","Eberhard-Schobacher-Weg 1","87435","Kempten","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Hieberschule","Schulstraße 4","73066","Uhingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Klax Sekundarschule","Neumannstrasse 13b","13189","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Windrather Talschule","Pannerstr. 14","42555","Velbert","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Freie Gemeinschaftsschule der Grundig Akademie Gera","Friedericistraße 8a","07545","Gera","Thüringen","Programm","","Schule ohne Rassismus - Schule mit Courage","4"
"Julianum Helmstedt","Goethestraße 1 a","38350","Helmstedt","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Eberhard-Ludwigs-Gymnasium","Herdweg 72","70174","Stuttgart","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Elsa-Brändström-Gymnasium","Christian-Steger-Straße 11","46045","Oberhausen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städt. Görres-Gymnasium","Königsallee 57","40212","Düsseldorf","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Nordmarkt-Grundschule","Nordmarkt 18-26","44145","Dortmund","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Agnes-Wenke-Schule","Graf-Galen-Straße 6","59755","Arnsberg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gerhart-Hauptmann-Gymnasium","Bruno-Wille-Straße 37-45","12587","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Remigianum","Josefstraße 6","46303","Borken","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Regelschule ""Altensteiner Oberland""","Heinrich-Mann-Straße 32","36448","Bad Liebenstein","Thüringen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Carl-Fuhlrott-Realschule Mettmann","Goethestraße 33","40822","Mettmann","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Ratsgymnasium der Stadt Minden","Königswall 28","32423","Minden","Gymnasien","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Heinz-Nixdorf-Gesamtschule","An den Lothewiesen 6-8","33100","Paderborn","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Hüllbergschule","Hüllbergweg 31","58454","Witten","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Wilhelm-Löhe-Schule","Deutschherrnstraße 10","90429","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium mit Schülerheim Pegnitz","Wilhelm-von-Humboldt-Straße 7","91257","Pegnitz","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Werner-von-Siemens-Gymnasium","Brennerstraße 4","93059","Regensburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Puchheim","Bürgermeister-Erlt-Straße 11","82178","Puchheim","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Dreiflüsse-Realschule","Neuburger Straße 94","94032","Passau","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Berufsschule II","Alfons-Auer-Straße 20","93053","Regensburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"SBH Südost GmbH","Zum Heizkraftwerk 10","06112","Halle","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-Kaisen-Oberschule","Valckenburghstraße 1-3","28201","Bremen","Bremen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schulzentrum des Sekundarbereichs II Neustadt","Delmestr. 141 b","28199","Bremen","Bremen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Elsteraue","Osterauer Straße 7","06729","Elsteraue","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Fachschule Heilerziehungspflege","Kastanienweg 3","38173","Sickte-Neuerkerode","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Eichendorffschule Wolfsburg","Frauenteichsteraße 4 A","38440","Wolfsburg","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Otto-Burrmeister-Schule","Maybachstraße 70","45659","Recklinghausen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Carl-Friedrich-von-Siemens-Gymnasium","Jungfernheideweg 79","13629","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Sophienschule","Seelhorststraße 8","30175","Hannover","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule ""Am Geiseltaltor""","Straße des Friedens 66","06217","Merseburg","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"IGS-West","Palleskestraße 20","65929","Frankfurt","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Leibniz-Gymnasium","Karolienstraße 103","67434","Neustadt","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Berufsschule Erlangen","Drausnickstraße 1d","91052","Erlangen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Regental-Gymnasium","Jahnweg 22","93149","Nittenau","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Schorndorf-Sattelbogen","Schulstraße 2","93489","Schorndorf","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Hans-Litten-Schule","Danckelmannstraße 26 - 28","14059","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Quinoa-Schule","Kühnemannstraße 26","13409","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Realschule Ergolding","Etzstraße 2","84030","Ergolding","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Grund- und Mittelschule Diedorf","Pestalozzistraße 17","86420","Diedorf","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"SIS Swiss International School Regensburg","Erzbischof-Buchberger-Allee 23","93051","Regensburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Heinz-Brandt-Schule","Langhansstraße 120","13086","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatl. Berufsschule Vilshofen","Kapuzinerstraße 17","94474","Vilshofen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Helene-Lange-Schule","Lauenburger Str. 110/114","12169","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Realschule Obertraubling","Walhallastraße 24","93083","Obertraubling","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Viktor-von-Scheffel-Schule","St. Veit-Str. 10","96231","Bad Staffelstein","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sophie-Scholl-Mittelschule Burglengenfeld","Im Naabtalpark 38","93133","Burglengenfeld","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Fridtjof-Nansen-Realschule","Eschweg 7","48599","Gronau","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Anton-Heilingbrunner-Schule","Landwehrstraße 18","83512","Wasserburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Europaschule Marie & Pierre Curie","Akazienstraße 10","03172","Guben","Brandenburg","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Regiomantanus-Schule","Plattenäcker 30","96450","Coburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Albinus-Gemeinschaftsschule Lauenburg","Schulstraße 1","21481","Lauenburg","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Schule am Stadtpark","Brentwoodstraße 37","91154","Roth","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Felix-Mendelssohn-Bartholdy-Gymnasium","Eugen-Schönhaar-Str. 18","10407","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Städt. Gymnasium Erwitte","Glasmerweg 12","59597","Erwitte","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliche Oberschule Augsburg","Alter Postweg 86 a","86159","Augsburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","3"
"Eleonoren-Gymnasium Worms","Karlsplatz 3","67549","Worms","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Ottobrunn","Bahnhofplatz 4","85635","Höhenkirchen-Siegertsbrunn","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gregor-Mendel-Realschule","Harbigweg 24","69124","Heidelberg","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Rhönschule","Am Dammel 2-4","36129","Gersfeld","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Fritz-Karsen-Schule","Onkel-Bräsig-Straße 76/78","12359","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Franz-Miltenberger-Gymnasium","Römershager Straße 27","Bad","Brückenau 97769","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Orlando-di-Lasso-Realschule","Lusstraße 36","82216","Maisach","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Höhenkirchen-Siegertsbrunn","Bahnhofplatz 4","85635","Höhenkirchen-Siegertsbrunn","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Vogelsang","Vogelsang 33","42653","Solingen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Brillat-Savarin-Schule","Buschallee 23 a","13088","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Leibniz-Gymnasium Essen","Stankeitstraße 22","45326","Essen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Kepler-Gymnasium Freiburg","Johanna-Kohlund-Straße 5","79111","Freiburg im Breisgau","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Diedrich-Uhlhorn-Realschule","Heyerweg 12","41516","Grevenbroich","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Städt. Gesamtschule Menden","Windthorststraße 36","58706","Menden","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Albert-Einstein-Schule","Brüderstraße 6-8","42853","Remscheid","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Fichte-Gymnasium","Goldbergstraße 20","58095","Hagen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule an der Dorenburg","Burgweg 32","47929","Grefrath","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Abraham-Frank-Sekundarschule Velen","Paulusstr. 7-9","46342","Velen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gemeinschaftsschule Eppelborn","Hellbergstraße 40 a","66571","Eppelborn","Saarland","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-von-Humboldt-Gesamtschule","Hans-Sachs-Straße 30 / 32","41515","Grevenbroich","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Lise-Meitner-Gymnasium Unterhaching","Jahnstraße 3","82008","Unterhaching","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule an der Niers","Giesenkirchener Straße 8","41238","Mönchengladbach","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grillo-Gymnasium","Hauptstraße 60","45879","Gelsenkirchen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Werner-von-Siemens-Realschule","Rhönblick 17","97616","Bad Neustadt a. d. Saale","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich Wilhelm Murnau-Gesamtschule","Am Wortkamp 3","33605","Bielefeld","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliche Oberschule Obernburg","Dekaneistr. 5-9","63785","Obernburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
