"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Schule am Rathaus","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule am Regenweiher","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule am Rosenhain","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule am Senefelder Platz","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule am Stadtrand","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule am Zille Park","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule an der Dahme","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule an der Heide","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule an der Malchower Aue","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule an der Victoriastadt","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule an der Windmühle","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule im Komponistenviertel","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule in der Köllnischen Heide","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schule in der Köllnischen Vorstadt","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Schuleam Grüngürtel","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Solling-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Sonnen-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Sonnenuhr-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Stötzner-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Thalia-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Theodor-Haubach-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Till-Eulenspiegel-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Toulouse-Lautrec-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Turnvater Jahn-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Vineta-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Walt-Disney-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Walter-Gropius-Schule (GemS)","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Wiesengrund-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Wilhelm-Busch-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Wilhelm-Busch-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Wilhelm-Hauff-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Zille-Grundschule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
"Zürich-Schule","","","Berlin","Berlin","Förderprogramm","","Kooperation von Schule und Jugendhilfe","1305"
