"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Hansa Gymnasium Köln","","50670","Köln","","Programm","","Fairtrade Schools","7"
"Hansa-Berufskolleg Münster","","48155","Münster","","Programm","","Fairtrade Schools","7"
"Hauptschule Husen","","44319","Dortmund","","Programm","","Fairtrade Schools","9"
"Hauptschule Maßbruch","","32791","Lage","","Programm","","Fairtrade Schools","13"
"Hauptschule Rheinbach","","53359","Rheinbach","","Programm","","Fairtrade Schools","11"
"Heidelsteigschule","","96052","Bamberg","","Programm","","Fairtrade Schools","8"
"Heimschule Lender","","77880","Sasbach","","Programm","","Fairtrade Schools","0"
"Heinrich-Schickhardt-Schule","","73087","Bad Boll","","Programm","","Fairtrade Schools","0"
"Helene-Lange-Gymnasium","","90762","Fürth","","Programm","","Fairtrade Schools","8"
"Hellenstein-Gymnasium Heidenheim","","89518","Heidenheim","","Programm","","Fairtrade Schools","0"
"Hermann-Gmeiner-Berufskolleg","","47441","Moers","","Programm","","Fairtrade Schools","12"
"Hermann-Tast-Schule","","25813","Husum","","Programm","","Fairtrade Schools","10"
"Herwig-Blankertz-Berufskolleg","","45665","Recklinghausen","","Programm","","Fairtrade Schools","10"
"Hilda-Gymnasium","","56068","Koblenz","","Programm","","Fairtrade Schools","0"
"Hildegardis-Schule","","58097","Hagen","","Programm","","Fairtrade Schools","9"
"Hochfranken Gymnasium Naila","","95119","Naila","","Programm","","Fairtrade Schools","5"
"Hohenstaufen-Gymnasium","","73033","Göppingen","","Programm","","Fairtrade Schools","0"
"Holzkamp-Gesamtschule Witten","","58453","Witten","","Programm","","Fairtrade Schools","5"
"Humboldtschule","","61348","Bad Homburg","","Programm","","Fairtrade Schools","0"
"Hümmling-Gymnasium Sögel","","49751","Sögel","","Programm","","Fairtrade Schools","4"
"IBIS (Independent Bonn International School)","","53177","Bonn","","Programm","","Fairtrade Schools","12"
"Ignatius-Gropp-Grundschule Güntersleben","","97261","Güntersleben","","Programm","","Fairtrade Schools","1"
"IGS Eisenberg","","67304","Eisenberg","","Programm","","Fairtrade Schools","0"
"IGS Kurt Schumacher","","55218","Ingelheim","","Programm","","Fairtrade Schools","0"
"IGS Roderbruch","","30627","Hannover","","Programm","","Fairtrade Schools","3"
"IGS Waldschule Egels","","26605","Aurich","","Programm","","Fairtrade Schools","10"
"Immanuel-Kant-Gymnasium","","44319","Dortmund-Asseln","","Programm","","Fairtrade Schools","0"
"Inda-Gymnasium","","52076","Aachen-Kornelimünster","","Programm","","Fairtrade Schools","0"
"INI Berufskolleg - Freie Schule an der Südstraße -","","59557","Lippstadt","","Programm","","Fairtrade Schools","9"
"Integrierte Gesamtschule Aurich-West","","26605","Aurich","","Programm","","Fairtrade Schools","10"
"Jakob-Friedrich-Schöllkopf Schule","","73230","Kirchheim unter Teck","","Programm","","Fairtrade Schools","0"
"Jakob-Kaiser-Realschule Hammelburg","","97762","Hammelburg","","Programm","","Fairtrade Schools","4"
"Janusz-Korczak Gesamtschule Neuss","","41460","Neuss","","Programm","","Fairtrade Schools","9"
"Janusz-Korczak-Schule","","51105","Köln","","Programm","","Fairtrade Schools","7"
"Jenaplan-Schule Jena","","7745","Jena","","Programm","","Fairtrade Schools","9"
"Johann-Andreas-Schmeller-Gymnasium Nabburg","","92507","Nabburg","","Programm","","Fairtrade Schools","4"
"Johann-Comenius-Schule","","25421","Pinneberg-Thesdorf","","Programm","","Fairtrade Schools","0"
"Johann-Friedrich-Mayer-Schule","","74635","Kupferzell","","Programm","","Fairtrade Schools","0"
"Johann-Friedrich-von-Cotta-Schule","","70190","Stuttgart","","Programm","","Fairtrade Schools","0"
"Johann-Heinrich-von-Landeck","","79189","Bad Krozingen","","Programm","","Fairtrade Schools","0"
"Johann-Michael-Sailer Schule","","85049","Ingolstadt","","Programm","","Fairtrade Schools","16"
"Johann-Philipp-Reis-Schule","","69469","Weinheim","","Programm","","Fairtrade Schools","0"
"Johann-Rudolph-Glauber-Schule","","97753","Karlstadt","","Programm","","Fairtrade Schools","6"
"Johann-Schöner-Gymnasium","","97753","Karlstadt","","Programm","","Fairtrade Schools","6"
"Johann-Sebastian-Bach-Gymnasium","","91575","Windsbach","","Programm","","Fairtrade Schools","2"
"Johann-Sebastian-Bach-Gymnasium","","68167","Mannheim","","Programm","","Fairtrade Schools","0"
"Johann-Turmair-Realschule","","93326","Abensberg","","Programm","","Fairtrade Schools","7"
"Johanna","","50937","köln","","Programm","","Fairtrade Schools","0"
"Johannes- Kepler- Gymnasium Ibbenbüren","","49477","Ibbenbüren","","Programm","","Fairtrade Schools","14"
"Johannes-Butzbach-Gymnasium Miltenberg","","63897","Miltenberg","","Programm","","Fairtrade Schools","5"
"Johannes-Gutenberg Gymnasium","","94065","Waldkirchen","","Programm","","Fairtrade Schools","8"
"Johannes-Scharrer-Gymnasium","","90403","Nürnberg","","Programm","","Fairtrade Schools","5"
"Johannes-von-La Salle-Realschule","","89257","Illertissen","","Programm","","Fairtrade Schools","8"
"Johanneum zu Lübeck","","23552","Lübeck","","Programm","","Fairtrade Schools","10"
"JONA Schule","","18439","Stralsund","","Programm","","Fairtrade Schools","4"
"Jörg-Zürn-Gewerbeschule","","88662","Überlingen","","Programm","","Fairtrade Schools","0"
"Julius-Springer-Schule","","69126","Heidelberg","","Programm","","Fairtrade Schools","0"
"Jungmannschule Eckernförde","","24340","Eckernförde","","Programm","","Fairtrade Schools","8"
"Kaiserin-Augusta-Schule","","50676","Köln","","Programm","","Fairtrade Schools","12"
"Kaiserin-Friedrich-Gymnasium","","61352","Bad Homburg","","Programm","","Fairtrade Schools","0"
"Karl Amberg Mittelschule","","63755","Alzenau","","Programm","","Fairtrade Schools","7"
"Karl-Ritter-von-Frisch Gymnasium","","85368","Moosburg","","Programm","","Fairtrade Schools","5"
"Karl-Theodor-von-Dalberg-Gymnasium","","63739","Aschaffenburg","","Programm","","Fairtrade Schools","13"
"Karolinen-Gymnasium","","83022","Rosenheim","","Programm","","Fairtrade Schools","10"
"Käthe-Kollwitz-Gesamtschule","","44532","Lünen","","Programm","","Fairtrade Schools","9"
"Käthe-Kollwitz-Schule","","35578","Wetzlar","","Programm","","Fairtrade Schools","0"
"Käthe-Kollwitz-Schule Emsdetten","","48282","Emsdetten","","Programm","","Fairtrade Schools","11"
"Katholische Grundschule Sankt Martin","","41515","Grevenbroich","","Programm","","Fairtrade Schools","10"
"Kaufmännische Schule Heidenheim","","89518","Heidenheim","","Programm","","Fairtrade Schools","0"
"Kaufmännische Schule Künzelsau","","74653","Künzelsau","","Programm","","Fairtrade Schools","0"
"Kaulbachschule Bad Arolsen","","34454","Bad Arolsen","","Programm","","Fairtrade Schools","0"
"KGS Höhenstraße","","40227","Düsseldorf","","Programm","","Fairtrade Schools","5"
"Kirchhaldenschule","","70195","Stuttgart","","Programm","","Fairtrade Schools","0"
"Kolpingschule","","63739","Aschaffenburg","","Programm","","Fairtrade Schools","13"
"Konrad-Adenauer-Gymnasium","","47533","Kleve","","Programm","","Fairtrade Schools","17"
"Konrad-Duden-Realschule Wesel","","46483","Wesel","","Programm","","Fairtrade Schools","10"
"Konrad-Max-Kunz Realschule","","92421","Schwandorf","","Programm","","Fairtrade Schools","15"
"Konrad-von-Querfurt Mittelschule Karlstadt","","97753","Karlstadt","","Programm","","Fairtrade Schools","6"
"Kooperative Gesamtschule Norderney","","26548","Norderney","","Programm","","Fairtrade Schools","2"
"Kopernikus-Gymnasium Rheine","","48429","Rheine","","Programm","","Fairtrade Schools","14"
"Kopernikus-Gymnasium Wasseralfingen","","73433","Aalen","","Programm","","Fairtrade Schools","0"
"Kronberg-Gymnasium","","63739","Aschaffenburg","","Programm","","Fairtrade Schools","13"
"Krupp-Gymnasium Duisburg Europaschule","","47228","Duisburg","","Programm","","Fairtrade Schools","7"
"Kuniberg Berufskolleg","","45665","Recklinghausen","","Programm","","Fairtrade Schools","10"
"Kurfürst-Balduin-Gymnasium Münstermaifeld","","56294","Münstermaifeld","","Programm","","Fairtrade Schools","0"
"Kurt-Huber-Gymnasium","","82166","Gräfelfing","","Programm","","Fairtrade Schools","3"
"KvG-Gesamtschule Nordwalde","","48356","Nordwalde","","Programm","","Fairtrade Schools","3"
"Landfermann-Gymnasium Duisburg","","47051","Duisburg","","Programm","","Fairtrade Schools","7"
"Landschulheim Grovesmühle","","38871","Veckenstedt","","Programm","","Fairtrade Schools","3"
"Leibniz Gymnasium","","66386","St. Ingbert","","Programm","","Fairtrade Schools","0"
"Leibniz-Gymnasium Altdorf","","90518","Altdorf","","Programm","","Fairtrade Schools","6"
"Leibniz-Montessori-Gymnasium","","40477","Düsseldorf","","Programm","","Fairtrade Schools","3"
"Lenningskampschule","","58239","Schwerte","","Programm","","Fairtrade Schools","14"
"Leo-Weismantel-Förderzentrum","","97753","Karlstadt","","Programm","","Fairtrade Schools","6"
"Lessing-Gymnasium Neu-Ulm","","89231","Neu-Ulm","","Programm","","Fairtrade Schools","15"
"Lessing-Gymnasium Norderstedt","","22846","Norderstedt","","Programm","","Fairtrade Schools","6"
"Liebfrauenschule Coesfeld","","48653","Coesfeld","","Programm","","Fairtrade Schools","18"
"Liebfrauenschule Sigmaringen","","72488","Sigmaringen","","Programm","","Fairtrade Schools","0"
"Limesschule ldstein","","65510","ldstein","","Programm","","Fairtrade Schools","0"
"Lindenschule","","48599","Gronau","","Programm","","Fairtrade Schools","17"
"Lise-Meitner-Gesamtschule Köln-Porz","","51149","Köln","","Programm","","Fairtrade Schools","5"
"Lore-Lorentz-Schule","","40299","Düsseldorf","","Programm","","Fairtrade Schools","0"
"Ludwig-Erhard-Schule","","78713","Schramberg","","Programm","","Fairtrade Schools","0"
"Ludwig-Meyn-Gymnasium","","25436","Uetersen","","Programm","","Fairtrade Schools","5"
"LVR Anna-Freud Schule","","50933","Köln","","Programm","","Fairtrade Schools","8"
"Mädchen- und Jungenrealschule St. Elisabeth","","88045","Friedrichshafen","","Programm","","Fairtrade Schools","0"
"Mädchengymnasium St. Agnes","","70174","Stuttgart","","Programm","","Fairtrade Schools","0"
"Mädchenrealschule St. Josef","","92421","Schwandorf","","Programm","","Fairtrade Schools","15"
"Mädchenrealschule St. Ursula","","86150","Augsburg","","Programm","","Fairtrade Schools","6"
"Mädchenrealschule Volkach","","97332","Volkach","","Programm","","Fairtrade Schools","4"
"Maria Ward Realschule Würzburg","","97072","Würzburg","","Programm","","Fairtrade Schools","4"
"Maria-Montessori-Schule Nordhorn","","48529","Nordhorn","","Programm","","Fairtrade Schools","10"
"Maria-von-Linden Schule","","89518","Heidenheim","","Programm","","Fairtrade Schools","0"
"Maria-von-Linden-Schule Heidenheim","","89518","Heidenheim","","Programm","","Fairtrade Schools","0"
"Maria-Ward","","89312","Günzburg","","Programm","","Fairtrade Schools","12"
"Maria-Ward -Realschule Mindelheim","","87719","Mindelheim","","Programm","","Fairtrade Schools","6"
"Maria-Ward-Gymnasium Altötting","","84503","Altötting","","Programm","","Fairtrade Schools","10"
"Maria-Ward-Gymnasium Günzburg","","89312","Günzburg","","Programm","","Fairtrade Schools","12"
"Maria-Ward-Realschule Eichstätt","","85072","Eichstätt","","Programm","","Fairtrade Schools","9"
"Maria-Ward-Schule   Gymnasium und Realschule","","63739","Aschaffenburg","","Programm","","Fairtrade Schools","13"
"Maria-Ward-Schule Neuburg","","86633","Neuburg","","Programm","","Fairtrade Schools","13"
"Maria-Ward-Schulen Bamberg","","96047","Bamberg","","Programm","","Fairtrade Schools","7"
"Marianum Buxheim","","87740","Buxheim","","Programm","","Fairtrade Schools","2"
"Marie-Kahle-Gesamtschule der Stadt Bonn","","53111","Bonn","","Programm","","Fairtrade Schools","5"
"Marien-Gymnasium Werl","","59457","Werl","","Programm","","Fairtrade Schools","13"
"Mariengymnasium Essen-Werden","","45239","Essen","","Programm","","Fairtrade Schools","7"
"Marienschule Xanten","","46509","Xanten","","Programm","","Fairtrade Schools","4"
"Maristen-Gymnasium","","84095","Furth","","Programm","","Fairtrade Schools","2"
"Maristen-Realschule Cham","","93413","Cham","","Programm","","Fairtrade Schools","13"
"Martin-Schleyer-Gymnasium","","97922","Lauda-Königshofen","","Programm","","Fairtrade Schools","0"
"Max-Born-Realschlule","","31812","Bad Pyrmont","","Programm","","Fairtrade Schools","6"
"Max-Planck-Gymnasium","","71032","Böblingen","","Programm","","Fairtrade Schools","0"
"Max-Planck-Gymnasium Trier","","54290","Trier","","Programm","","Fairtrade Schools","0"
"Max-Ulrich-von-Drechsel-Realschule Regenstauf","","93128","Regenstauf","","Programm","","Fairtrade Schools","6"
"Maximilian Kolbe Schule","","30625","Hannover","","Programm","","Fairtrade Schools","10"
"Mildred-Scheel-Berufskolleg","","42655","Solingen","","Programm","","Fairtrade Schools","7"
"Mittelpunktschule Trebur","","65468","Trebur","","Programm","","Fairtrade Schools","0"
"Mittelschule Ammersricht","","92224","Amberg","","Programm","","Fairtrade Schools","19"
"Mittelschule an der Schrobenhausener Straße","","80686","München","","Programm","","Fairtrade Schools","7"
"Mittelschule Auerbach","","91275","Auerbach","","Programm","","Fairtrade Schools","3"
"Mittelschule Neumarkt","","92318","Neumarkt i.d.OPf.","","Programm","","Fairtrade Schools","0"
"Montessori Sekundarschule Wetterau","","61169","Friedberg (Hessen)","","Programm","","Fairtrade Schools","0"
"Montessori Weltkinderschule Günzburg","","89312","Günzburg","","Programm","","Fairtrade Schools","12"
"Montessori-Hauptschule Hermannplatz","","40233","Düsseldorf","","Programm","","Fairtrade Schools","7"
"Montessorischule Aufkirchen","","85445","Aufkirchen","","Programm","","Fairtrade Schools","0"
"Montessorischule Göttingen","","37085","Göttingen","","Programm","","Fairtrade Schools","7"
"Montfort-Gymnasium","","88069","Tettnang","","Programm","","Fairtrade Schools","0"
"Mooslandschule","","77833","Ottersweier","","Programm","","Fairtrade Schools","0"
"Mörike Gymnasium","","73033","Göppingen","","Programm","","Fairtrade Schools","0"
"MS Dachelhofen","","92421","Schwandorf","","Programm","","Fairtrade Schools","15"
"Naabtal-Realschule Nabburg","","92507","Nabburg","","Programm","","Fairtrade Schools","4"
"Nardini Realschule","","84066","Mallersdorf","","Programm","","Fairtrade Schools","5"
"Nicolaus-August-Otto Schule","","56355","Nastätten","","Programm","","Fairtrade Schools","0"
"Norbert-Gymnasium Knechtsteden, Dormagen","","41540","Dormagen","","Programm","","Fairtrade Schools","7"
"Nordpfalzgymnasium Kirchheimbolanden","","67292","Kirchheimbolanden","","Programm","","Fairtrade Schools","0"
"Oberschule am Falkenweg","","26452","Sande","","Programm","","Fairtrade Schools","4"
"Oberschule Salzbergen","","48499","Salzbergen","","Programm","","Fairtrade Schools","3"
"Offene Ganztagsgrundschule Irisweg","","51143","Köln","","Programm","","Fairtrade Schools","8"
"Orlando di Lasso Realschule Maisach","","82216","Maisach","","Programm","","Fairtrade Schools","4"
"Ortenburg-Gymnasium Oberviechtach","","92526","Oberviechtach","","Programm","","Fairtrade Schools","3"
"Oswald-von-Nell-Breuning-Berufskolleg Coesfeld","","48653","Coesfeld","","Programm","","Fairtrade Schools","18"
"Otto-Hahn-Gymnasium","","40789","Monheim am Rhein","","Programm","","Fairtrade Schools","10"
"Paul-Schneider-Gymnasium","","55590","Meisenheim","","Programm","","Fairtrade Schools","0"
"Pestalozzi-Mittelschule","","93053","Regensburg","","Programm","","Fairtrade Schools","9"
"Pestalozzischule Varel","","26316","Varel","","Programm","","Fairtrade Schools","13"
"Peter-Paul-Rubens-Gymnasium Siegen","","57074","Siegen","","Programm","","Fairtrade Schools","11"
"Peter-Weiss-Gesamtschule Unna","","59423","Unna","","Programm","","Fairtrade Schools","8"
"Phoenix Gymnasium Wolfsburg-Vorsfelde","","38448","Wolfsburg","","Programm","","Fairtrade Schools","11"
"Private Montessorischule Weißenhorn","","89264","Weißenhorn","","Programm","","Fairtrade Schools","5"
"Private Realschule Gut Warnberg","","81479","München","","Programm","","Fairtrade Schools","4"
"Progymnasium Rosenfeld","","72348","Rosenfeld","","Programm","","Fairtrade Schools","0"
"Rahel Varnhagen Kolleg - Weiterbildungskolleg der Stadt Hagen","","58089","Hagen","","Programm","","Fairtrade Schools","7"
"RBZ Wirtschaft . Kiel","","24118","Kiel","","Programm","","Fairtrade Schools","5"
"Realschule am Buchenberg","","48565","Steinfurt","","Programm","","Fairtrade Schools","16"
"Realschule Beuel","","53111","Bonn","","Programm","","Fairtrade Schools","5"
"Realschule Deggendorf der Maria-Ward-Schulstiftung","","94469","Deggendorf","","Programm","","Fairtrade Schools","15"
"Realschule Erolzheim","","88453","Erolzheim","","Programm","","Fairtrade Schools","0"
"Realschule Mark","","59071","Hamm","","Programm","","Fairtrade Schools","8"
"Realschule Neuried","","77743","Neuried-Ichenheim","","Programm","","Fairtrade Schools","0"
"Realschule Oberaden","","59192","Bergkamen","","Programm","","Fairtrade Schools","14"
"Realschule Oberaden","","59192","Bergkamen","","Programm","","Fairtrade Schools","14"
"Realschule Plus Bad Ems Nassau","","56130","Bad Ems","","Programm","","Fairtrade Schools","0"
"Realschule Puchheim","","82178","Puchheim","","Programm","","Fairtrade Schools","6"
"Realschule St. Georgen","","78112","St. Georgen","","Programm","","Fairtrade Schools","0"
"Regenbogenschule","","45139","Essen","","Programm","","Fairtrade Schools","7"
"REGIO-Berufskolleg","","42103","Wuppertal","","Programm","","Fairtrade Schools","3"
"Rehbergschule","","35745","Herborn","","Programm","","Fairtrade Schools","0"
"Richard von Weizsäcker Schule","","74613","Öhringen","","Programm","","Fairtrade Schools","0"
"Rivius Gymnasium","","57439","Attendorn","","Programm","","Fairtrade Schools","11"
"Robert-Bosch-Gymnasium","","89129","Langenau","","Programm","","Fairtrade Schools","0"
"Robert-Bosch-Realschule","","89537","Giengen","","Programm","","Fairtrade Schools","0"
"Robert-Koch-Schule","","53545","Linz am Rhein","","Programm","","Fairtrade Schools","0"
"Röntgen-Gymnasium","","42897","Remscheid","","Programm","","Fairtrade Schools","9"
"Rottmayr Gymnasiuum Laufen","","83410","Laufen","","Programm","","Fairtrade Schools","2"
"Rouanet-Gymnasium-Beeskow","","15848","Beeskow","","Programm","","Fairtrade Schools","5"
"Rudolf Steiner Schule Mittelrhein","","56567","Neuwied","","Programm","","Fairtrade Schools","0"
"Rudolf-Rempel Berufskolleg","","33647","Bielefeld","","Programm","","Fairtrade Schools","10"
"Rupertsbergschule","","78112","St.Georgen","","Programm","","Fairtrade Schools","0"
"Sankt-Adelheid-Gymnasium","","53229","Bonn","","Programm","","Fairtrade Schools","5"
"Schillergymnasium","","89522","Heidenheim","","Programm","","Fairtrade Schools","0"
"Schillergymnasium","","48149","Münster","","Programm","","Fairtrade Schools","7"
"Schillerschule","","74321","Bietigheim-Bissingen","","Programm","","Fairtrade Schools","0"
"Schillerschule Erbach","","89155","Erbach","","Programm","","Fairtrade Schools","0"
"Schuldorf Bergstrasse","","64342","Seeheim-Jugenheim","","Programm","","Fairtrade Schools","0"
"Schule am Berlinickeplatz","","12103","Berlin","","Programm","","Fairtrade Schools","4"
"Schule am Burgfeld","","23795","Bad Segeberg","","Programm","","Fairtrade Schools","9"
"Schule am Meer Büsum","","25761","Büsum","","Programm","","Fairtrade Schools","1"
"Schule St. Klara Rottenburg","","72108","Rottenburg","","Programm","","Fairtrade Schools","0"
"Schulzentrum St. Hildegard","","89077","Ulm","","Programm","","Fairtrade Schools","0"
"Sebastian-Münster-Gymmnasium","","55218","Ingelheim","","Programm","","Fairtrade Schools","0"
"SEK ""Thomas Müntzer""","","38855","Wernigerode","","Programm","","Fairtrade Schools","15"
"Sekundarschule Bornheim","","53332","Bornheim","","Programm","","Fairtrade Schools","16"
"Sekundarschule Horstmar Schöppingen","","48624","Schöppingen","","Programm","","Fairtrade Schools","2"
"Sekundarschule Lage","","32791","Lage","","Programm","","Fairtrade Schools","13"
"Siegfried-von-Vegesack-Realschule Regen","","94209","Regen","","Programm","","Fairtrade Schools","8"
"Söderblom-Gymnasium","","32339","Espelkamp","","Programm","","Fairtrade Schools","11"
"Söhre Schule Lohfelden","","34253","Lohfelden","","Programm","","Fairtrade Schools","0"
"Sophie-Scholl-Berufskolleg","","47169","Duisburg","","Programm","","Fairtrade Schools","11"
"Sophie-Scholl-Realschule","","92637","Weiden","","Programm","","Fairtrade Schools","19"
"Sophie-Scholl-Schule","","87541","Oberjoch/Bad Hindelang","","Programm","","Fairtrade Schools","0"
"Sophie-Scholl-Schule Epe","","48599","Gronau-Epe","","Programm","","Fairtrade Schools","0"
"St. Anna Schule Wuppertal","","42105","Wuppertal","","Programm","","Fairtrade Schools","8"
"St. Dominikus Mädchengymnasium Karlsruhe","","76133","Karlsruhe","","Programm","","Fairtrade Schools","0"
"St. Hildegardis-Gymnasium","","47051","Duisburg","","Programm","","Fairtrade Schools","7"
"St. Marien-Schule","","48691","Vreden","","Programm","","Fairtrade Schools","8"
"St. Ursula Schulen Villingen","","78050","VS-Villingen","","Programm","","Fairtrade Schools","0"
"St.Marien-Schulen der Schulstiftung der Diözese Regensburg","","93047","Regensburg","","Programm","","Fairtrade Schools","9"
"Staatl. Berufsschule","","86825","Bad Wörishofen","","Programm","","Fairtrade Schools","3"
"Staatliche Berufliche Oberschule Kitzingen","","97318","Kitzingen","","Programm","","Fairtrade Schools","11"
"Staatliche Berufsschule 2","","63741","Aschaffenburg","","Programm","","Fairtrade Schools","11"
"Staatliche Integrierte Gesamtschule erfurt","","99086","Erfurt","","Programm","","Fairtrade Schools","7"
"Staatliche Realschule Coburg 2","","96450","Coburg","","Programm","","Fairtrade Schools","23"
"Staatliche Realschule für Knaben","","87509","Immenstadt","","Programm","","Fairtrade Schools","7"
"Staatliche Realschule Gemünden","","97737","Gemünden","","Programm","","Fairtrade Schools","8"
"Staatliche Realschule Kemnath","","95478","Kemnath","","Programm","","Fairtrade Schools","2"
"Staatliche Realschule Pegnitz","","91257","Pegnitz","","Programm","","Fairtrade Schools","5"
"Staatliche Realschule Schonungen","","97453","Schonungen","","Programm","","Fairtrade Schools","3"
"Staatliche Regelschule ""Geratal""","","98716","Geraberg","","Programm","","Fairtrade Schools","1"
"Staatliche Technikerschule für Ernährungs- und Versorgungsmanagement","","87600","Kaufbeuren","","Programm","","Fairtrade Schools","17"
"Städt. Ernst-Moritz-Arndt-Gymnasium Remscheid","","42853","Remscheid","","Programm","","Fairtrade Schools","9"
"städt. Gymnasium Lünen-Altlünen","","44534","Lünen","","Programm","","Fairtrade Schools","7"
"Stadtgymnasium Köln Porz","","51145","Köln","","Programm","","Fairtrade Schools","6"
"Städtische Realschule Aurich","","26603","Aurich","","Programm","","Fairtrade Schools","8"
"Städtische Wirtschaftsschule Friedrich Arnold","","92224","Amberg","","Programm","","Fairtrade Schools","19"
"Städtisches Gymnasium Gütersloh","","33330","Gütersloh","","Programm","","Fairtrade Schools","14"
"Städtisches Gymnasium Hennef","","53773","Hennef/Sieg","","Programm","","Fairtrade Schools","0"
"Städtisches Gymnasium Kamen","","59174","Kamen","","Programm","","Fairtrade Schools","11"
"Städtisches Lindengymnasium Gummersbach","","51643","Gummersbach","","Programm","","Fairtrade Schools","11"
"Städtisches Mädchengymnasium Essen-Borbeck","","45355","Essen","","Programm","","Fairtrade Schools","14"
"Stadtteilschule Eidelstedt","","22525","Hamburg","","Programm","","Fairtrade Schools","1"
"Steigerwaldschule Ebrach","","96157","Ebrach","","Programm","","Fairtrade Schools","2"
"Steinachtalschule","","72160","Horb","","Programm","","Fairtrade Schools","0"
"Stift Cappel Berufskolleg","","59556","Lippstadt","","Programm","","Fairtrade Schools","6"
"Susanna-Eger-Schule","","4129","Leipzig","","Programm","","Fairtrade Schools","21"
"Theodor-Fliedner-Gymnasium","","40489","Düsseldorf","","Programm","","Fairtrade Schools","10"
"Theodor-Heuss-Gymnasium","","42477","Radevormwald","","Programm","","Fairtrade Schools","7"
"Theodor-Litt-Schule (FTS bis 2016)","","53129","Bonn","","Programm","","Fairtrade Schools","6"
"Thomas Mann Grundschule II (FTS bis 2016)","","99085","Erfurt","","Programm","","Fairtrade Schools","5"
"Thomas-Mann-Gymnasium","","76297","Stutensee","","Programm","","Fairtrade Schools","0"
"Thomas-Mann-Schule","","23564","Lübeck","","Programm","","Fairtrade Schools","3"
"Thomas-Strittmatter-Gymnasium","","78112","St. Georgen","","Programm","","Fairtrade Schools","0"
"UNESCO-Schule Kamp-Lintfort","","47475","Kamp-Lintfort","","Programm","","Fairtrade Schools","9"
"Ursulinen Realschule der Ursulinen-Schulstiftung Straubing","","94315","Straubing","","Programm","","Fairtrade Schools","23"
"Ursulinen-Realschule Landshut","","84028","Landshut","","Programm","","Fairtrade Schools","5"
"Valentin-Heider-Gymnasium","","88131","Lindau","","Programm","","Fairtrade Schools","13"
"Viktoriaschule","","48599","Gronau","","Programm","","Fairtrade Schools","17"
"Viktoriaschule","","64285","Darmstadt","","Programm","","Fairtrade Schools","0"
"Viscardi-Gymnasium","","82256","Fürstenfeldbruck","","Programm","","Fairtrade Schools","12"
"Vöhlin-Gymnasium","","87700","Memmingen","","Programm","","Fairtrade Schools","16"
"Waldschule Kinderhaus","","48159","Münster","","Programm","","Fairtrade Schools","13"
"Wallburg-Realschule Eltmann","","97483","Eltmann","","Programm","","Fairtrade Schools","3"
"Walther-Groz-Schule","","72458","Albstadt","","Programm","","Fairtrade Schools","0"
"Walther-Rathenau-Realschule und Gymnasium","","97422","Schweinfurt","","Programm","","Fairtrade Schools","6"
"Werkstatt- Berufskolleg","","59423","Unna","","Programm","","Fairtrade Schools","8"
"Westerwaldschule Waldernbach","","35794","Mengerskirchen","","Programm","","Fairtrade Schools","0"
"Widey-Grundschule","","44379","Dortmund","","Programm","","Fairtrade Schools","7"
"Wilhelm-Hubert-Cüppers-Schule","","54296","Trier","","Programm","","Fairtrade Schools","0"
"Wilhelm-Leibl-Realschule Bad Aibling","","83043","Bad Aibling","","Programm","","Fairtrade Schools","6"
"Wilhelm-Schade-Schule","","30419","Hannover","","Programm","","Fairtrade Schools","8"
"Willi- Graf-Realschule Saarbrücken","","66121","Saarbrücken","","Programm","","Fairtrade Schools","0"
"Wirtemberg-Gymnasium","","70327","Stuttgart","","Programm","","Fairtrade Schools","0"
"Wittelsbacher-Gymnasium","","80335","München","","Programm","","Fairtrade Schools","4"
"Wolfgang-Borchert-Gymnasium","","90579","Langenzenn","","Programm","","Fairtrade Schools","3"
"Wolfram-von-Eschenbach Gymnasium","","91126","Schwabach","","Programm","","Fairtrade Schools","12"
"Zeppelin-Gewerbeschule","","78467","Konstanz","","Programm","","Fairtrade Schools","0"
