"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Johannes-Althusius-Gymn.","","","Bad Berleburg","Nordrhein-Westfalen","Wettbewerb","2004","Physik Olympiade","10"
"Erasmus-Grasser-Gymnasium","","","München","Bayern","Wettbewerb","2004","Physik Olympiade","370"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","2004","Physik Olympiade","37"
"Bildungszentrum Weissacher Tal","","","Weissacher Tal","Baden-Württemberg","Wettbewerb","2004","Physik Olympiade","0"
"Carl-Zeiss-Gymnasium","","","Jena","Thüringen","Wettbewerb","2004","Physik Olympiade","38"
"Maria-Theresia-Gymnasium","","","München","Bayern","Wettbewerb","2003","Physik Olympiade","370"
"Alte Landesschule","","","Korbach","Hessen","Wettbewerb","2003","Physik Olympiade","0"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","2003","Physik Olympiade","37"
"Carl-Friedrich-Gauß-Gymn.","","","Frankfurt/Oder","Hessen","Wettbewerb","2003","Physik Olympiade","0"
"Theodor-Heuss-Gymnasium","","","Nördlingen","Bayern","Wettbewerb","2003","Physik Olympiade","10"
"Gymn. Fränkische Schweiz","","","Ebermannstadt","Bayern","Wettbewerb","2002","Physik Olympiade","4"
"von Saldern-Gymnasium","","","Brandenburg an der Havel","Brandenburg","Wettbewerb","2002","Physik Olympiade","26"
"Carl-Zeiss-Gymnasium","","","Jena","Thüringen","Wettbewerb","2002","Physik Olympiade","38"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","2002","Physik Olympiade","37"
"Carl-Friedrich-Gauß-Gymn.","","","Frankfurt/Oder","Hessen","Wettbewerb","2002","Physik Olympiade","0"
"Bildungszentrum Weissacher Tal","","","Weissacher Tal","Baden-Württemberg","Wettbewerb","2001","Physik Olympiade","0"
"Carl-Friedrich-Gauß-Gymn.","","","Frankfurt/Oder","Hessen","Wettbewerb","2001","Physik Olympiade","0"
"von Saldern-Gymnasium","","","Brandenburg","Brandenburg","Wettbewerb","2001","Physik Olympiade","36"
"Carl-Zeiss-Gymnasium","","","Jena","Thüringen","Wettbewerb","2001","Physik Olympiade","38"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","2001","Physik Olympiade","37"
"Bildungszentrum Weissacher Tal","","","Weissacher Tal","Baden-Württemberg","Wettbewerb","2000","Physik Olympiade","0"
"Carl-Friedrich-Gauß-Gymn.","","","Frankfurt/Oder","Hessen","Wettbewerb","2000","Physik Olympiade","0"
"Carl-Friedrich-Gauß-Gymn.","","","Frankfurt/Oder","Hessen","Wettbewerb","2000","Physik Olympiade","0"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","2000","Physik Olympiade","37"
"Wernher-von-Braun-Gymnasium","","","Friedberg","Bayern","Wettbewerb","1999","Physik Olympiade","9"
"Herzog-Johann-Gymnasium","","","Simmern","Rheinland-Pfalz","Wettbewerb","1999","Physik Olympiade","2"
"Gymnasium Blomberg","","","Blomberg","Nordrhein-Westfalen","Wettbewerb","1999","Physik Olympiade","10"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","1999","Physik Olympiade","37"
"Eugen-Bolz-Gymnasium","","","Rottenburg","Baden-Württemberg","Wettbewerb","1999","Physik Olympiade","6"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","1998","Physik Olympiade","37"
"Carl-Zeiss-Gymnasium","","","Jena","Thüringen","Wettbewerb","1998","Physik Olympiade","38"
"Deutschorden-Gymnasium","","","Bad Mergentheim","Baden-Württemberg","Wettbewerb","1998","Physik Olympiade","0"
"Wolfgang-Borchert-Gymnasium","","","Langenzenn","Bayern","Wettbewerb","1998","Physik Olympiade","3"
"Richard-Wagner-Gymnasium","","","Baden-Baden","Baden-Württemberg","Wettbewerb","1998","Physik Olympiade","0"
